JP07a,JP08a,Month,JP07a_GL03_03,JP07a_GL03_01,JP08a_GL04_03,JP06e_GE24_01,JP06e_GE24_02,Debit_Amount,JP02j_BS09_01,JP02j_BS09_02,GE05kw_01,JP05a_01,JP05a_02,BS04fb_01,BS04fb_02,JP06f_GE24_01,JP06f_GE24_02,Credit_Amount,JP02k_BS09_01,JP02k_BS09_02,GE05kB_01,JP05b_01,JP05b_02,BS04fc_01,BS04fc_02,Source_Row,Entry_Key,Debit_Occurrence,Credit_Occurrence,Semantic_Path,Binding_Path
29,2,2022-01,2022-01-11,900579,Synthetic demo prepaid service 900579,1400,Demo Prepaid Expenses,234850,00,00,0,S004,Demo Logistics Services,D05,Demo Digital Services,,,0,,,0,,,,,994,"[""20220111"",""900579""]",994-D,,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""994-D"",""d_cor_entryHeader"":""[\""20220111\"",\""900579\""]""}"
30,1,2022-01,2022-01-12,900551,Synthetic demo credit sale 900551,,,0,,,0,,,,,4020,Demo Other Operating Revenue,199900,B5,B5,18173,C004,Demo Customer Dawn,D01,Demo Sales,995,"[""20220112"",""900551""]",,995-C,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""995-C"",""d_cor_entryHeader"":""[\""20220112\"",\""900551\""]""}"
30,2,2022-01,2022-01-12,900551,Synthetic demo credit sale 900551,1200,Demo Accounts Receivable,199900,00,00,0,C004,Demo Customer Dawn,D01,Demo Sales,,,0,,,0,,,,,995,"[""20220112"",""900551""]",995-D,,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""995-D"",""d_cor_entryHeader"":""[\""20220112\"",\""900551\""]""}"
31,1,2022-01,2022-01-13,900556,Synthetic demo mixed sales and receipt 900556,1110,Demo North Current Deposit,381270,00,00,0,B002,North Demo Bank,D01,Demo Sales,,,0,,,0,,,,,996,"[""20220113"",""900556""]",996-D,,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""996-D"",""d_cor_entryHeader"":""[\""20220113\"",\""900556\""]""}"
31,2,2022-01,2022-01-13,900556,Synthetic demo mixed sales and receipt 900556,1200,Demo Accounts Receivable,324790,00,00,0,C007,Demo Customer Grove,D01,Demo Sales,,,0,,,0,,,,,997,"[""20220113"",""900556""]",997-D,,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""997-D"",""d_cor_entryHeader"":""[\""20220113\"",\""900556\""]""}"
31,3,2022-01,2022-01-13,900556,Synthetic demo mixed sales and receipt 900556,,,0,,,0,,,,,4000,Demo Product Sales,105900,B5,B5,9627,C008,Demo Customer Halo,D01,Demo Sales,998,"[""20220113"",""900556""]",,998-C,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""998-C"",""d_cor_entryHeader"":""[\""20220113\"",\""900556\""]""}"
31,4,2022-01,2022-01-13,900556,Synthetic demo mixed sales and receipt 900556,,,0,,,0,,,,,4010,Demo Service Revenue,600160,B5,B5,54560,C009,Demo Customer Indigo,D01,Demo Sales,999,"[""20220113"",""900556""]",,999-C,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""999-C"",""d_cor_entryHeader"":""[\""20220113\"",\""900556\""]""}"
32,1,2022-01,2022-01-13,900575,Synthetic demo purchase on account 900575,,,0,,,0,,,,,2000,Demo Accounts Payable,133180,00,00,0,V006,Demo Vendor Prairie,D04,Demo Logistics,1000,"[""20220113"",""900575""]",,1000-C,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""1000-C"",""d_cor_entryHeader"":""[\""20220113\"",\""900575\""]""}"
32,2,2022-01,2022-01-13,900575,Synthetic demo purchase on account 900575,5020,Demo Inventory Adjustment,133180,Q6,Q6,9865,V006,Demo Vendor Prairie,D04,Demo Logistics,,,0,,,0,,,,,1000,"[""20220113"",""900575""]",1000-D,,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""1000-D"",""d_cor_entryHeader"":""[\""20220113\"",\""900575\""]""}"
33,1,2022-01,2022-01-14,900559,Synthetic demo operating cost bundle 900559,,,0,,,0,,,,,1110,Demo North Current Deposit,522990,00,00,0,B002,North Demo Bank,D03,Demo Operations,1001,"[""20220114"",""900559""]",,1001-C,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""1001-C"",""d_cor_entryHeader"":""[\""20220114\"",\""900559\""]""}"
33,2,2022-01,2022-01-14,900559,Synthetic demo operating cost bundle 900559,6030,Demo Utilities,230110,Q5,Q5,20919,S002,Demo Energy Services,D03,Demo Operations,,,0,,,0,,,,,1001,"[""20220114"",""900559""]",1001-D,,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""1001-D"",""d_cor_entryHeader"":""[\""20220114\"",\""900559\""]""}"
33,3,2022-01,2022-01-14,900559,Synthetic demo operating cost bundle 900559,6040,Demo Communication,26140,Q5,Q5,2376,S003,Demo Network Services,D03,Demo Operations,,,0,,,0,,,,,1002,"[""20220114"",""900559""]",1002-D,,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""1002-D"",""d_cor_entryHeader"":""[\""20220114\"",\""900559\""]""}"
33,4,2022-01,2022-01-14,900559,Synthetic demo operating cost bundle 900559,6060,Demo Office Supplies,266740,Q5,Q5,24249,V010,Demo Vendor Tandem,D03,Demo Operations,,,0,,,0,,,,,1003,"[""20220114"",""900559""]",1003-D,,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""1003-D"",""d_cor_entryHeader"":""[\""20220114\"",\""900559\""]""}"
34,1,2022-01,2022-01-14,900576,Synthetic demo purchase on account 900576,,,0,,,0,,,,,2000,Demo Accounts Payable,394400,00,00,0,V001,Demo Vendor Keystone,D04,Demo Logistics,1004,"[""20220114"",""900576""]",,1004-C,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""1004-C"",""d_cor_entryHeader"":""[\""20220114\"",\""900576\""]""}"
34,2,2022-01,2022-01-14,900576,Synthetic demo purchase on account 900576,5000,Demo Purchases,394400,Q5,Q5,35855,V001,Demo Vendor Keystone,D04,Demo Logistics,,,0,,,0,,,,,1004,"[""20220114"",""900576""]",1004-D,,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""1004-D"",""d_cor_entryHeader"":""[\""20220114\"",\""900576\""]""}"
35,1,2022-01,2022-01-15,900578,Synthetic demo financing settlement 900578,,,0,,,0,,,,,1120,Demo Harbor Ordinary Deposit,271640,00,00,0,B003,Harbor Demo Bank,D06,Demo Management,1005,"[""20220115"",""900578""]",,1005-C,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""1005-C"",""d_cor_entryHeader"":""[\""20220115\"",\""900578\""]""}"
35,2,2022-01,2022-01-15,900578,Synthetic demo financing settlement 900578,2200,Demo Short-term Loans,152110,00,00,0,,,D06,Demo Management,,,0,,,0,,,,,1005,"[""20220115"",""900578""]",1005-D,,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""1005-D"",""d_cor_entryHeader"":""[\""20220115\"",\""900578\""]""}"
35,3,2022-01,2022-01-15,900578,Synthetic demo financing settlement 900578,6070,Demo Bank Fees,51610,00,00,0,B003,Harbor Demo Bank,D06,Demo Management,,,0,,,0,,,,,1006,"[""20220115"",""900578""]",1006-D,,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""1006-D"",""d_cor_entryHeader"":""[\""20220115\"",\""900578\""]""}"
35,4,2022-01,2022-01-15,900578,Synthetic demo financing settlement 900578,7000,Demo Taxes and Dues,67920,P0,P0,0,,,D06,Demo Management,,,0,,,0,,,,,1007,"[""20220115"",""900578""]",1007-D,,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""1007-D"",""d_cor_entryHeader"":""[\""20220115\"",\""900578\""]""}"
36,1,2022-01,2022-01-16,900537,Synthetic demo multi-vendor settlement 900537,2000,Demo Accounts Payable,217690,00,00,0,V008,Demo Vendor Rivulet,D01,Demo Sales,,,0,,,0,,,,,1008,"[""20220116"",""900537""]",1008-D,,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""1008-D"",""d_cor_entryHeader"":""[\""20220116\"",\""900537\""]""}"
36,2,2022-01,2022-01-16,900537,Synthetic demo multi-vendor settlement 900537,2100,Demo Accrued Payables,209160,00,00,0,V001,Demo Vendor Keystone,D01,Demo Sales,,,0,,,0,,,,,1009,"[""20220116"",""900537""]",1009-D,,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""1009-D"",""d_cor_entryHeader"":""[\""20220116\"",\""900537\""]""}"
36,3,2022-01,2022-01-16,900537,Synthetic demo multi-vendor settlement 900537,,,0,,,0,,,,,1100,Demo Central Ordinary Deposit,115240,00,00,0,B001,Demo Central Bank,D01,Demo Sales,1010,"[""20220116"",""900537""]",,1010-C,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""1010-C"",""d_cor_entryHeader"":""[\""20220116\"",\""900537\""]""}"
36,4,2022-01,2022-01-16,900537,Synthetic demo multi-vendor settlement 900537,,,0,,,0,,,,,1110,Demo North Current Deposit,311610,00,00,0,B002,North Demo Bank,D01,Demo Sales,1011,"[""20220116"",""900537""]",,1011-C,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""1011-C"",""d_cor_entryHeader"":""[\""20220116\"",\""900537\""]""}"
37,1,2022-01,2022-01-16,900587,Synthetic demo multi-vendor settlement 900587,2000,Demo Accounts Payable,59520,00,00,0,V008,Demo Vendor Rivulet,D01,Demo Sales,,,0,,,0,,,,,1012,"[""20220116"",""900587""]",1012-D,,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""1012-D"",""d_cor_entryHeader"":""[\""20220116\"",\""900587\""]""}"
37,2,2022-01,2022-01-16,900587,Synthetic demo multi-vendor settlement 900587,2100,Demo Accrued Payables,115540,00,00,0,V001,Demo Vendor Keystone,D01,Demo Sales,,,0,,,0,,,,,1013,"[""20220116"",""900587""]",1013-D,,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""1013-D"",""d_cor_entryHeader"":""[\""20220116\"",\""900587\""]""}"
37,3,2022-01,2022-01-16,900587,Synthetic demo multi-vendor settlement 900587,,,0,,,0,,,,,1120,Demo Harbor Ordinary Deposit,77020,00,00,0,B003,Harbor Demo Bank,D01,Demo Sales,1014,"[""20220116"",""900587""]",,1014-C,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""1014-C"",""d_cor_entryHeader"":""[\""20220116\"",\""900587\""]""}"
37,4,2022-01,2022-01-16,900587,Synthetic demo multi-vendor settlement 900587,,,0,,,0,,,,,1100,Demo Central Ordinary Deposit,98040,00,00,0,B001,Demo Central Bank,D01,Demo Sales,1015,"[""20220116"",""900587""]",,1015-C,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""1015-C"",""d_cor_entryHeader"":""[\""20220116\"",\""900587\""]""}"
38,1,2022-01,2022-01-17,900544,Synthetic demo customer receipt 900544,,,0,,,0,,,,,1200,Demo Accounts Receivable,175540,00,00,0,C003,Demo Customer Cobalt,D01,Demo Sales,1016,"[""20220117"",""900544""]",,1016-C,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""1016-C"",""d_cor_entryHeader"":""[\""20220117\"",\""900544\""]""}"
38,2,2022-01,2022-01-17,900544,Synthetic demo customer receipt 900544,1110,Demo North Current Deposit,175540,00,00,0,B002,North Demo Bank,D01,Demo Sales,,,0,,,0,,,,,1016,"[""20220117"",""900544""]",1016-D,,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""1016-D"",""d_cor_entryHeader"":""[\""20220117\"",\""900544\""]""}"
39,1,2022-01,2022-01-17,900557,Synthetic demo vendor settlement 900557,,,0,,,0,,,,,1120,Demo Harbor Ordinary Deposit,308740,00,00,0,B003,Harbor Demo Bank,D04,Demo Logistics,1017,"[""20220117"",""900557""]",,1017-C,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""1017-C"",""d_cor_entryHeader"":""[\""20220117\"",\""900557\""]""}"
39,2,2022-01,2022-01-17,900557,Synthetic demo vendor settlement 900557,2000,Demo Accounts Payable,308740,00,00,0,V006,Demo Vendor Prairie,D04,Demo Logistics,,,0,,,0,,,,,1017,"[""20220117"",""900557""]",1017-D,,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""1017-D"",""d_cor_entryHeader"":""[\""20220117\"",\""900557\""]""}"
40,1,2022-01,2022-01-19,900546,Synthetic demo monthly payroll bundle 900546,,,0,,,0,,,,,1100,Demo Central Ordinary Deposit,762150,00,00,0,B001,Demo Central Bank,D02,Demo Administration,1018,"[""20220119"",""900546""]",,1018-C,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""1018-C"",""d_cor_entryHeader"":""[\""20220119\"",\""900546\""]""}"
40,2,2022-01,2022-01-19,900546,Synthetic demo monthly payroll bundle 900546,6000,Demo Salaries,198150,00,00,0,,,D02,Demo Administration,,,0,,,0,,,,,1018,"[""20220119"",""900546""]",1018-D,,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""1018-D"",""d_cor_entryHeader"":""[\""20220119\"",\""900546\""]""}"
40,3,2022-01,2022-01-19,900546,Synthetic demo monthly payroll bundle 900546,6010,Demo Statutory Welfare,381070,00,00,0,,,D02,Demo Administration,,,0,,,0,,,,,1019,"[""20220119"",""900546""]",1019-D,,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""1019-D"",""d_cor_entryHeader"":""[\""20220119\"",\""900546\""]""}"
40,4,2022-01,2022-01-19,900546,Synthetic demo monthly payroll bundle 900546,2110,Demo Payroll Withholding,182930,00,00,0,,,D02,Demo Administration,,,0,,,0,,,,,1020,"[""20220119"",""900546""]",1020-D,,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""1020-D"",""d_cor_entryHeader"":""[\""20220119\"",\""900546\""]""}"
41,1,2022-01,2022-01-20,900540,Synthetic demo monthly payroll bundle 900540,,,0,,,0,,,,,1100,Demo Central Ordinary Deposit,270050,00,00,0,B001,Demo Central Bank,D02,Demo Administration,1021,"[""20220120"",""900540""]",,1021-C,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""1021-C"",""d_cor_entryHeader"":""[\""20220120\"",\""900540\""]""}"
41,2,2022-01,2022-01-20,900540,Synthetic demo monthly payroll bundle 900540,6000,Demo Salaries,105310,00,00,0,,,D02,Demo Administration,,,0,,,0,,,,,1021,"[""20220120"",""900540""]",1021-D,,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""1021-D"",""d_cor_entryHeader"":""[\""20220120\"",\""900540\""]""}"
41,3,2022-01,2022-01-20,900540,Synthetic demo monthly payroll bundle 900540,6010,Demo Statutory Welfare,27000,00,00,0,,,D02,Demo Administration,,,0,,,0,,,,,1022,"[""20220120"",""900540""]",1022-D,,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""1022-D"",""d_cor_entryHeader"":""[\""20220120\"",\""900540\""]""}"
41,4,2022-01,2022-01-20,900540,Synthetic demo monthly payroll bundle 900540,2110,Demo Payroll Withholding,137740,00,00,0,,,D02,Demo Administration,,,0,,,0,,,,,1023,"[""20220120"",""900540""]",1023-D,,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""1023-D"",""d_cor_entryHeader"":""[\""20220120\"",\""900540\""]""}"
42,1,2022-01,2022-01-20,900543,Synthetic demo multi-vendor settlement 900543,2000,Demo Accounts Payable,471830,00,00,0,V004,Demo Vendor Nimbus,D01,Demo Sales,,,0,,,0,,,,,1024,"[""20220120"",""900543""]",1024-D,,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""1024-D"",""d_cor_entryHeader"":""[\""20220120\"",\""900543\""]""}"
42,2,2022-01,2022-01-20,900543,Synthetic demo multi-vendor settlement 900543,2100,Demo Accrued Payables,222050,00,00,0,V007,Demo Vendor Quartz,D01,Demo Sales,,,0,,,0,,,,,1025,"[""20220120"",""900543""]",1025-D,,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""1025-D"",""d_cor_entryHeader"":""[\""20220120\"",\""900543\""]""}"
42,3,2022-01,2022-01-20,900543,Synthetic demo multi-vendor settlement 900543,,,0,,,0,,,,,1100,Demo Central Ordinary Deposit,451020,00,00,0,B001,Demo Central Bank,D01,Demo Sales,1026,"[""20220120"",""900543""]",,1026-C,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""1026-C"",""d_cor_entryHeader"":""[\""20220120\"",\""900543\""]""}"
42,4,2022-01,2022-01-20,900543,Synthetic demo multi-vendor settlement 900543,,,0,,,0,,,,,1110,Demo North Current Deposit,242860,00,00,0,B002,North Demo Bank,D01,Demo Sales,1027,"[""20220120"",""900543""]",,1027-C,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""1027-C"",""d_cor_entryHeader"":""[\""20220120\"",\""900543\""]""}"
43,1,2022-01,2022-01-20,900554,Synthetic demo customer receipt 900554,,,0,,,0,,,,,1200,Demo Accounts Receivable,242600,00,00,0,C003,Demo Customer Cobalt,D01,Demo Sales,1028,"[""20220120"",""900554""]",,1028-C,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""1028-C"",""d_cor_entryHeader"":""[\""20220120\"",\""900554\""]""}"
43,2,2022-01,2022-01-20,900554,Synthetic demo customer receipt 900554,1120,Demo Harbor Ordinary Deposit,242600,00,00,0,B003,Harbor Demo Bank,D01,Demo Sales,,,0,,,0,,,,,1028,"[""20220120"",""900554""]",1028-D,,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""1028-D"",""d_cor_entryHeader"":""[\""20220120\"",\""900554\""]""}"
44,1,2022-01,2022-01-20,900574,Synthetic demo mixed sales and receipt 900574,1110,Demo North Current Deposit,93230,00,00,0,B002,North Demo Bank,D01,Demo Sales,,,0,,,0,,,,,1029,"[""20220120"",""900574""]",1029-D,,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""1029-D"",""d_cor_entryHeader"":""[\""20220120\"",\""900574\""]""}"
44,2,2022-01,2022-01-20,900574,Synthetic demo mixed sales and receipt 900574,1200,Demo Accounts Receivable,158760,00,00,0,C005,Demo Customer Elm,D01,Demo Sales,,,0,,,0,,,,,1030,"[""20220120"",""900574""]",1030-D,,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""1030-D"",""d_cor_entryHeader"":""[\""20220120\"",\""900574\""]""}"
44,3,2022-01,2022-01-20,900574,Synthetic demo mixed sales and receipt 900574,,,0,,,0,,,,,4000,Demo Product Sales,148670,B5,B5,13515,C006,Demo Customer Fjord,D01,Demo Sales,1031,"[""20220120"",""900574""]",,1031-C,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""1031-C"",""d_cor_entryHeader"":""[\""20220120\"",\""900574\""]""}"
44,4,2022-01,2022-01-20,900574,Synthetic demo mixed sales and receipt 900574,,,0,,,0,,,,,4010,Demo Service Revenue,103320,B5,B5,9393,C007,Demo Customer Grove,D01,Demo Sales,1032,"[""20220120"",""900574""]",,1032-C,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""1032-C"",""d_cor_entryHeader"":""[\""20220120\"",\""900574\""]""}"
45,1,2022-01,2022-01-22,900561,Synthetic demo credit sale 900561,,,0,,,0,,,,,4000,Demo Product Sales,470100,B5,B5,42736,C004,Demo Customer Dawn,D01,Demo Sales,1033,"[""20220122"",""900561""]",,1033-C,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""1033-C"",""d_cor_entryHeader"":""[\""20220122\"",\""900561\""]""}"
45,2,2022-01,2022-01-22,900561,Synthetic demo credit sale 900561,1200,Demo Accounts Receivable,470100,00,00,0,C004,Demo Customer Dawn,D01,Demo Sales,,,0,,,0,,,,,1033,"[""20220122"",""900561""]",1033-D,,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""1033-D"",""d_cor_entryHeader"":""[\""20220122\"",\""900561\""]""}"
46,1,2022-01,2022-01-22,900570,Synthetic demo credit sale 900570,,,0,,,0,,,,,4000,Demo Product Sales,594780,B5,B5,54071,C001,Demo Customer Aurora,D01,Demo Sales,1034,"[""20220122"",""900570""]",,1034-C,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""1034-C"",""d_cor_entryHeader"":""[\""20220122\"",\""900570\""]""}"
46,2,2022-01,2022-01-22,900570,Synthetic demo credit sale 900570,1200,Demo Accounts Receivable,594780,00,00,0,C001,Demo Customer Aurora,D01,Demo Sales,,,0,,,0,,,,,1034,"[""20220122"",""900570""]",1034-D,,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""1034-D"",""d_cor_entryHeader"":""[\""20220122\"",\""900570\""]""}"
47,1,2022-01,2022-01-22,900585,Synthetic demo purchase on account 900585,,,0,,,0,,,,,2000,Demo Accounts Payable,184820,00,00,0,V006,Demo Vendor Prairie,D04,Demo Logistics,1035,"[""20220122"",""900585""]",,1035-C,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""1035-C"",""d_cor_entryHeader"":""[\""20220122\"",\""900585\""]""}"
47,2,2022-01,2022-01-22,900585,Synthetic demo purchase on account 900585,5000,Demo Purchases,184820,Q5,Q5,16802,V006,Demo Vendor Prairie,D04,Demo Logistics,,,0,,,0,,,,,1035,"[""20220122"",""900585""]",1035-D,,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""1035-D"",""d_cor_entryHeader"":""[\""20220122\"",\""900585\""]""}"
48,1,2022-01,2022-01-24,900549,Synthetic demo multi-vendor settlement 900549,2000,Demo Accounts Payable,189650,00,00,0,V010,Demo Vendor Tandem,D01,Demo Sales,,,0,,,0,,,,,1036,"[""20220124"",""900549""]",1036-D,,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""1036-D"",""d_cor_entryHeader"":""[\""20220124\"",\""900549\""]""}"
48,2,2022-01,2022-01-24,900549,Synthetic demo multi-vendor settlement 900549,2100,Demo Accrued Payables,102130,00,00,0,V003,Demo Vendor Mosaic,D01,Demo Sales,,,0,,,0,,,,,1037,"[""20220124"",""900549""]",1037-D,,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""1037-D"",""d_cor_entryHeader"":""[\""20220124\"",\""900549\""]""}"
48,3,2022-01,2022-01-24,900549,Synthetic demo multi-vendor settlement 900549,,,0,,,0,,,,,1100,Demo Central Ordinary Deposit,148800,00,00,0,B001,Demo Central Bank,D01,Demo Sales,1038,"[""20220124"",""900549""]",,1038-C,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""1038-C"",""d_cor_entryHeader"":""[\""20220124\"",\""900549\""]""}"
48,4,2022-01,2022-01-24,900549,Synthetic demo multi-vendor settlement 900549,,,0,,,0,,,,,1110,Demo North Current Deposit,142980,00,00,0,B002,North Demo Bank,D01,Demo Sales,1039,"[""20220124"",""900549""]",,1039-C,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""1039-C"",""d_cor_entryHeader"":""[\""20220124\"",\""900549\""]""}"
49,1,2022-01,2022-01-25,900564,Synthetic demo customer receipt 900564,,,0,,,0,,,,,1200,Demo Accounts Receivable,94750,00,00,0,C003,Demo Customer Cobalt,D01,Demo Sales,1040,"[""20220125"",""900564""]",,1040-C,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""1040-C"",""d_cor_entryHeader"":""[\""20220125\"",\""900564\""]""}"
49,2,2022-01,2022-01-25,900564,Synthetic demo customer receipt 900564,1100,Demo Central Ordinary Deposit,94750,00,00,0,B001,Demo Central Bank,D01,Demo Sales,,,0,,,0,,,,,1040,"[""20220125"",""900564""]",1040-D,,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""1040-D"",""d_cor_entryHeader"":""[\""20220125\"",\""900564\""]""}"
50,1,2022-01,2022-01-26,900582,Synthetic demo credit sale 900582,,,0,,,0,,,,,4000,Demo Product Sales,69520,B5,B5,6320,C007,Demo Customer Grove,D01,Demo Sales,1041,"[""20220126"",""900582""]",,1041-C,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""1041-C"",""d_cor_entryHeader"":""[\""20220126\"",\""900582\""]""}"
50,2,2022-01,2022-01-26,900582,Synthetic demo credit sale 900582,1200,Demo Accounts Receivable,69520,00,00,0,C007,Demo Customer Grove,D01,Demo Sales,,,0,,,0,,,,,1041,"[""20220126"",""900582""]",1041-D,,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""1041-D"",""d_cor_entryHeader"":""[\""20220126\"",\""900582\""]""}"
51,1,2022-01,2022-01-26,900586,Synthetic demo purchase on account 900586,,,0,,,0,,,,,2000,Demo Accounts Payable,274530,00,00,0,V001,Demo Vendor Keystone,D04,Demo Logistics,1042,"[""20220126"",""900586""]",,1042-C,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""1042-C"",""d_cor_entryHeader"":""[\""20220126\"",\""900586\""]""}"
51,2,2022-01,2022-01-26,900586,Synthetic demo purchase on account 900586,5010,Demo Freight-in,274530,Q5,Q5,24957,V001,Demo Vendor Keystone,D04,Demo Logistics,,,0,,,0,,,,,1042,"[""20220126"",""900586""]",1042-D,,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""1042-D"",""d_cor_entryHeader"":""[\""20220126\"",\""900586\""]""}"
52,1,2022-01,2022-01-28,900542,Synthetic demo credit sale 900542,,,0,,,0,,,,,4020,Demo Other Operating Revenue,555200,B5,B5,50473,C007,Demo Customer Grove,D01,Demo Sales,1043,"[""20220128"",""900542""]",,1043-C,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""1043-C"",""d_cor_entryHeader"":""[\""20220128\"",\""900542\""]""}"
52,2,2022-01,2022-01-28,900542,Synthetic demo credit sale 900542,1200,Demo Accounts Receivable,555200,00,00,0,C007,Demo Customer Grove,D01,Demo Sales,,,0,,,0,,,,,1043,"[""20220128"",""900542""]",1043-D,,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""1043-D"",""d_cor_entryHeader"":""[\""20220128\"",\""900542\""]""}"
