Journal_Document_Link_ID,Transaction_ID,Line_ID,Document_ID,Relationship_Type,Link_Amount,Recognition_Basis
JDL-000291,221,3,DOC-20210430-0015,PRIMARY_EVIDENCE,1260302,INVOICE_BASIS
JDL-000292,682,4,DOC-20210630-0054,SETTLEMENT_EVIDENCE,1260302,
JDL-000293,222,5,DOC-20210430-0023,PRIMARY_EVIDENCE,1526316,INVOICE_BASIS
JDL-000294,684,7,DOC-20210630-0056,SETTLEMENT_EVIDENCE,1526316,
JDL-000295,223,2,DOC-20210430-0028,PRIMARY_EVIDENCE,1081720,INVOICE_BASIS
JDL-000296,3003,1,DOC-20210630-0072,SETTLEMENT_EVIDENCE,1081720,
JDL-000297,221,4,DOC-20210430-0016,PRIMARY_EVIDENCE,818910,INVOICE_BASIS
JDL-000298,529,1,DOC-20210610-0001,SETTLEMENT_EVIDENCE,818910,
JDL-000299,222,6,DOC-20210430-0024,PRIMARY_EVIDENCE,1136086,INVOICE_BASIS
JDL-000300,560,1,DOC-20210615-0006,SETTLEMENT_EVIDENCE,1136086,
JDL-000301,221,5,DOC-20210430-0017,PRIMARY_EVIDENCE,845757,INVOICE_BASIS
JDL-000302,594,1,DOC-20210620-0002,SETTLEMENT_EVIDENCE,845757,
JDL-000303,223,3,DOC-20210430-0029,PRIMARY_EVIDENCE,1041464,INVOICE_BASIS
JDL-000304,497,1,DOC-20210605-0001,SETTLEMENT_EVIDENCE,1041464,
JDL-000305,222,7,DOC-20210430-0025,PRIMARY_EVIDENCE,694821,INVOICE_BASIS
JDL-000306,637,1,DOC-20210625-0003,SETTLEMENT_EVIDENCE,694821,
JDL-000307,220,11,DOC-20210430-0012,PRIMARY_EVIDENCE,430032,INVOICE_BASIS
JDL-000308,690,2,DOC-20210630-0059,SETTLEMENT_EVIDENCE,430032,
JDL-000309,219,2,DOC-20210430-0002,PRIMARY_EVIDENCE,3664410,INVOICE_BASIS
JDL-000310,638,1,DOC-20210625-0004,SETTLEMENT_EVIDENCE,3664410,
JDL-000311,220,6,DOC-20210430-0009,PRIMARY_EVIDENCE,976504,INVOICE_BASIS
JDL-000312,498,1,DOC-20210605-0002,SETTLEMENT_EVIDENCE,976504,
JDL-000313,221,6,DOC-20210430-0018,PRIMARY_EVIDENCE,883909,INVOICE_BASIS
JDL-000314,499,1,DOC-20210605-0003,SETTLEMENT_EVIDENCE,883909,
JDL-000315,222,8,DOC-20210430-0026,PRIMARY_EVIDENCE,4716787,INVOICE_BASIS
JDL-000316,530,1,DOC-20210610-0002,SETTLEMENT_EVIDENCE,4716787,
JDL-000317,223,4,DOC-20210430-0030,PRIMARY_EVIDENCE,456660,INVOICE_BASIS
JDL-000318,691,1,DOC-20210630-0060,SETTLEMENT_EVIDENCE,456660,
JDL-000319,220,7,DOC-20210430-0010,PRIMARY_EVIDENCE,1104852,INVOICE_BASIS
JDL-000320,595,1,DOC-20210620-0003,SETTLEMENT_EVIDENCE,1104852,
JDL-000321,228,2,DOC-20210430-0034,PRIMARY_EVIDENCE,6031869,INVOICE_BASIS
JDL-000322,561,1,DOC-20210615-0007,SETTLEMENT_EVIDENCE,6031869,
JDL-000323,227,1,DOC-20210430-0031,PRIMARY_EVIDENCE,185975,INVOICE_BASIS
JDL-000324,698,1,DOC-20210630-0066,SETTLEMENT_EVIDENCE,185975,
JDL-000325,228,7,DOC-20210430-0039,PRIMARY_EVIDENCE,409145,INVOICE_BASIS
JDL-000326,3004,1,DOC-20210630-0073,SETTLEMENT_EVIDENCE,409145,
JDL-000327,229,4,DOC-20210430-0044,PRIMARY_EVIDENCE,152913,INVOICE_BASIS
JDL-000328,3005,1,DOC-20210630-0074,SETTLEMENT_EVIDENCE,152913,
JDL-000329,230,7,DOC-20210430-0051,PRIMARY_EVIDENCE,293427,INVOICE_BASIS
JDL-000330,3006,1,DOC-20210630-0075,SETTLEMENT_EVIDENCE,293427,
JDL-000331,231,1,DOC-20210430-0052,PRIMARY_EVIDENCE,74390,INVOICE_BASIS
JDL-000332,3007,1,DOC-20210630-0076,SETTLEMENT_EVIDENCE,74390,
JDL-000333,228,5,DOC-20210430-0037,PRIMARY_EVIDENCE,2915080,INVOICE_BASIS
JDL-000334,533,1,DOC-20210610-0005,SETTLEMENT_EVIDENCE,2915080,
JDL-000335,230,1,DOC-20210430-0046,PRIMARY_EVIDENCE,905555,INVOICE_BASIS
JDL-000336,596,1,DOC-20210620-0004,SETTLEMENT_EVIDENCE,905555,
JDL-000337,230,5,DOC-20210430-0049,PRIMARY_EVIDENCE,3445686,INVOICE_BASIS
JDL-000338,696,8,DOC-20210630-0065,SETTLEMENT_EVIDENCE,3445686,
JDL-000339,230,4,DOC-20210430-0048,PRIMARY_EVIDENCE,3320176,INVOICE_BASIS
JDL-000340,597,1,DOC-20210620-0005,SETTLEMENT_EVIDENCE,3320176,
JDL-000341,229,3,DOC-20210430-0043,PRIMARY_EVIDENCE,3387545,INVOICE_BASIS
JDL-000342,695,6,DOC-20210630-0063,SETTLEMENT_EVIDENCE,3387545,
JDL-000343,227,2,DOC-20210430-0032,PRIMARY_EVIDENCE,23688,INVOICE_BASIS
JDL-000344,534,1,DOC-20210610-0006,SETTLEMENT_EVIDENCE,23688,
JDL-000345,228,9,DOC-20210430-0040,PRIMARY_EVIDENCE,189504,INVOICE_BASIS
JDL-000346,3008,1,DOC-20210630-0077,SETTLEMENT_EVIDENCE,189504,
JDL-000347,229,6,DOC-20210430-0045,PRIMARY_EVIDENCE,42638,INVOICE_BASIS
JDL-000348,3009,1,DOC-20210630-0078,SETTLEMENT_EVIDENCE,42638,
JDL-000349,230,6,DOC-20210430-0050,PRIMARY_EVIDENCE,71064,INVOICE_BASIS
JDL-000350,3010,1,DOC-20210630-0079,SETTLEMENT_EVIDENCE,71064,
JDL-000351,231,2,DOC-20210430-0053,PRIMARY_EVIDENCE,23688,INVOICE_BASIS
JDL-000352,3011,1,DOC-20210630-0080,SETTLEMENT_EVIDENCE,23688,
JDL-000353,229,1,DOC-20210430-0041,PRIMARY_EVIDENCE,1733105,INVOICE_BASIS
JDL-000354,701,1,DOC-20210630-0067,SETTLEMENT_EVIDENCE,1733105,
JDL-000355,230,2,DOC-20210430-0047,PRIMARY_EVIDENCE,2891993,INVOICE_BASIS
JDL-000356,696,6,DOC-20210630-0064,SETTLEMENT_EVIDENCE,2891993,
JDL-000357,228,3,DOC-20210430-0035,PRIMARY_EVIDENCE,4109548,INVOICE_BASIS
JDL-000358,598,1,DOC-20210620-0006,SETTLEMENT_EVIDENCE,4109548,
JDL-000359,228,4,DOC-20210430-0036,PRIMARY_EVIDENCE,322812,INVOICE_BASIS
JDL-000360,703,1,DOC-20210630-0068,SETTLEMENT_EVIDENCE,322812,
JDL-000361,228,1,DOC-20210430-0033,PRIMARY_EVIDENCE,1263652,INVOICE_BASIS
JDL-000362,694,6,DOC-20210630-0062,SETTLEMENT_EVIDENCE,1263652,
JDL-000363,228,6,DOC-20210430-0038,PRIMARY_EVIDENCE,2584863,INVOICE_BASIS
JDL-000364,705,1,DOC-20210630-0069,SETTLEMENT_EVIDENCE,2584863,
JDL-000365,229,2,DOC-20210430-0042,PRIMARY_EVIDENCE,1113366,INVOICE_BASIS
JDL-000366,706,1,DOC-20210630-0070,SETTLEMENT_EVIDENCE,1113366,
JDL-000367,456,1,DOC-20210531-0027,PRIMARY_EVIDENCE,1642082,INVOICE_BASIS
JDL-000368,782,1,DOC-20210715-0001,SETTLEMENT_EVIDENCE,1642082,
JDL-000369,453,2,DOC-20210531-0005,PRIMARY_EVIDENCE,15044472,INVOICE_BASIS
JDL-000370,866,2,DOC-20210725-0001,SETTLEMENT_EVIDENCE,15044472,
JDL-000371,455,1,DOC-20210531-0019,PRIMARY_EVIDENCE,733365,INVOICE_BASIS
JDL-000372,3012,1,DOC-20210731-0070,SETTLEMENT_EVIDENCE,733365,
JDL-000373,455,8,DOC-20210531-0026,PRIMARY_EVIDENCE,1274640,INVOICE_BASIS
JDL-000374,919,9,DOC-20210731-0057,SETTLEMENT_EVIDENCE,1274640,
JDL-000375,452,1,DOC-20210531-0001,PRIMARY_EVIDENCE,1245400,INVOICE_BASIS
JDL-000376,916,4,DOC-20210731-0054,SETTLEMENT_EVIDENCE,1245400,
JDL-000377,454,5,DOC-20210531-0017,PRIMARY_EVIDENCE,713868,INVOICE_BASIS
JDL-000378,783,1,DOC-20210715-0002,SETTLEMENT_EVIDENCE,713868,
JDL-000379,454,1,DOC-20210531-0013,PRIMARY_EVIDENCE,1216464,INVOICE_BASIS
JDL-000380,867,1,DOC-20210725-0002,SETTLEMENT_EVIDENCE,1216464,
JDL-000381,455,6,DOC-20210531-0024,PRIMARY_EVIDENCE,428130,INVOICE_BASIS
JDL-000382,784,1,DOC-20210715-0003,SETTLEMENT_EVIDENCE,428130,
JDL-000383,455,2,DOC-20210531-0020,PRIMARY_EVIDENCE,806520,INVOICE_BASIS
JDL-000384,785,1,DOC-20210715-0004,SETTLEMENT_EVIDENCE,806520,
JDL-000385,453,9,DOC-20210531-0012,PRIMARY_EVIDENCE,560672,INVOICE_BASIS
JDL-000386,926,1,DOC-20210731-0060,SETTLEMENT_EVIDENCE,560672,
JDL-000387,453,3,DOC-20210531-0006,PRIMARY_EVIDENCE,859668,INVOICE_BASIS
JDL-000388,821,1,DOC-20210720-0001,SETTLEMENT_EVIDENCE,859668,
JDL-000389,453,4,DOC-20210531-0007,PRIMARY_EVIDENCE,8059094,INVOICE_BASIS
JDL-000390,917,9,DOC-20210731-0056,SETTLEMENT_EVIDENCE,8059094,
JDL-000391,453,5,DOC-20210531-0008,PRIMARY_EVIDENCE,883097,INVOICE_BASIS
JDL-000392,786,1,DOC-20210715-0005,SETTLEMENT_EVIDENCE,883097,
JDL-000393,452,2,DOC-20210531-0002,PRIMARY_EVIDENCE,1329984,INVOICE_BASIS
JDL-000394,759,1,DOC-20210710-0003,SETTLEMENT_EVIDENCE,1329984,
JDL-000395,453,6,DOC-20210531-0009,PRIMARY_EVIDENCE,1587526,INVOICE_BASIS
JDL-000396,759,2,DOC-20210710-0004,SETTLEMENT_EVIDENCE,1587526,
JDL-000397,454,2,DOC-20210531-0014,PRIMARY_EVIDENCE,1192362,INVOICE_BASIS
JDL-000398,916,5,DOC-20210731-0055,SETTLEMENT_EVIDENCE,1192362,
JDL-000399,455,7,DOC-20210531-0025,PRIMARY_EVIDENCE,2209402,INVOICE_BASIS
JDL-000400,3013,1,DOC-20210731-0071,SETTLEMENT_EVIDENCE,2209402,
JDL-000401,456,2,DOC-20210531-0028,PRIMARY_EVIDENCE,991728,INVOICE_BASIS
JDL-000402,3014,1,DOC-20210731-0072,SETTLEMENT_EVIDENCE,991728,
JDL-000403,454,3,DOC-20210531-0015,PRIMARY_EVIDENCE,1012572,INVOICE_BASIS
JDL-000404,756,1,DOC-20210710-0001,SETTLEMENT_EVIDENCE,1012572,
JDL-000405,455,3,DOC-20210531-0021,PRIMARY_EVIDENCE,871688,INVOICE_BASIS
JDL-000406,787,1,DOC-20210715-0006,SETTLEMENT_EVIDENCE,871688,
JDL-000407,454,6,DOC-20210531-0018,PRIMARY_EVIDENCE,750780,INVOICE_BASIS
JDL-000408,822,1,DOC-20210720-0002,SETTLEMENT_EVIDENCE,750780,
JDL-000409,456,3,DOC-20210531-0029,PRIMARY_EVIDENCE,1295648,INVOICE_BASIS
JDL-000410,729,1,DOC-20210705-0001,SETTLEMENT_EVIDENCE,1295648,
JDL-000411,455,4,DOC-20210531-0022,PRIMARY_EVIDENCE,910136,INVOICE_BASIS
JDL-000412,868,2,DOC-20210725-0003,SETTLEMENT_EVIDENCE,910136,
JDL-000413,453,7,DOC-20210531-0010,PRIMARY_EVIDENCE,730124,INVOICE_BASIS
JDL-000414,924,1,DOC-20210731-0058,SETTLEMENT_EVIDENCE,730124,
JDL-000415,452,3,DOC-20210531-0003,PRIMARY_EVIDENCE,3964716,INVOICE_BASIS
JDL-000416,869,1,DOC-20210725-0004,SETTLEMENT_EVIDENCE,3964716,
JDL-000417,453,8,DOC-20210531-0011,PRIMARY_EVIDENCE,1163584,INVOICE_BASIS
JDL-000418,730,1,DOC-20210705-0002,SETTLEMENT_EVIDENCE,1163584,
JDL-000419,454,4,DOC-20210531-0016,PRIMARY_EVIDENCE,764268,INVOICE_BASIS
JDL-000420,731,1,DOC-20210705-0003,SETTLEMENT_EVIDENCE,764268,
JDL-000421,455,5,DOC-20210531-0023,PRIMARY_EVIDENCE,6725128,INVOICE_BASIS
JDL-000422,757,1,DOC-20210710-0002,SETTLEMENT_EVIDENCE,6725128,
JDL-000423,456,4,DOC-20210531-0030,PRIMARY_EVIDENCE,843660,INVOICE_BASIS
JDL-000424,925,1,DOC-20210731-0059,SETTLEMENT_EVIDENCE,843660,
JDL-000425,453,1,DOC-20210531-0004,PRIMARY_EVIDENCE,1379070,INVOICE_BASIS
JDL-000426,823,1,DOC-20210720-0003,SETTLEMENT_EVIDENCE,1379070,
JDL-000427,464,2,DOC-20210531-0034,PRIMARY_EVIDENCE,6139435,INVOICE_BASIS
JDL-000428,788,1,DOC-20210715-0007,SETTLEMENT_EVIDENCE,6139435,
JDL-000429,463,2,DOC-20210531-0032,PRIMARY_EVIDENCE,135474,INVOICE_BASIS
JDL-000430,932,1,DOC-20210731-0062,SETTLEMENT_EVIDENCE,135474,
JDL-000431,464,6,DOC-20210531-0037,PRIMARY_EVIDENCE,630800,INVOICE_BASIS
JDL-000432,3015,1,DOC-20210731-0073,SETTLEMENT_EVIDENCE,630800,
JDL-000433,465,6,DOC-20210531-0044,PRIMARY_EVIDENCE,190510,INVOICE_BASIS
JDL-000434,3016,1,DOC-20210731-0074,SETTLEMENT_EVIDENCE,190510,
JDL-000435,466,7,DOC-20210531-0050,PRIMARY_EVIDENCE,283648,INVOICE_BASIS
JDL-000436,3017,1,DOC-20210731-0075,SETTLEMENT_EVIDENCE,283648,
JDL-000437,467,2,DOC-20210531-0052,PRIMARY_EVIDENCE,55036,INVOICE_BASIS
JDL-000438,3018,1,DOC-20210731-0076,SETTLEMENT_EVIDENCE,55036,
JDL-000439,464,5,DOC-20210531-0036,PRIMARY_EVIDENCE,3107835,INVOICE_BASIS
JDL-000440,760,1,DOC-20210710-0005,SETTLEMENT_EVIDENCE,3107835,
JDL-000441,466,4,DOC-20210531-0048,PRIMARY_EVIDENCE,926133,INVOICE_BASIS
JDL-000442,824,1,DOC-20210720-0004,SETTLEMENT_EVIDENCE,926133,
JDL-000443,466,3,DOC-20210531-0047,PRIMARY_EVIDENCE,3744310,INVOICE_BASIS
JDL-000444,933,1,DOC-20210731-0063,SETTLEMENT_EVIDENCE,3744310,
JDL-000445,466,2,DOC-20210531-0046,PRIMARY_EVIDENCE,3530262,INVOICE_BASIS
JDL-000446,825,1,DOC-20210720-0005,SETTLEMENT_EVIDENCE,3530262,
JDL-000447,465,1,DOC-20210531-0041,PRIMARY_EVIDENCE,3549759,INVOICE_BASIS
JDL-000448,934,1,DOC-20210731-0064,SETTLEMENT_EVIDENCE,3549759,
JDL-000449,463,1,DOC-20210531-0031,PRIMARY_EVIDENCE,72576,INVOICE_BASIS
JDL-000450,761,1,DOC-20210710-0006,SETTLEMENT_EVIDENCE,72576,
JDL-000451,464,9,DOC-20210531-0040,PRIMARY_EVIDENCE,140313,INVOICE_BASIS
JDL-000452,3019,1,DOC-20210731-0077,SETTLEMENT_EVIDENCE,140313,
JDL-000453,466,5,DOC-20210531-0049,PRIMARY_EVIDENCE,169344,INVOICE_BASIS
JDL-000454,3020,1,DOC-20210731-0078,SETTLEMENT_EVIDENCE,169344,
JDL-000455,467,1,DOC-20210531-0051,PRIMARY_EVIDENCE,24192,INVOICE_BASIS
JDL-000456,3021,1,DOC-20210731-0079,SETTLEMENT_EVIDENCE,24192,
JDL-000457,465,2,DOC-20210531-0042,PRIMARY_EVIDENCE,1772046,INVOICE_BASIS
JDL-000458,935,1,DOC-20210731-0065,SETTLEMENT_EVIDENCE,1772046,
JDL-000459,466,1,DOC-20210531-0045,PRIMARY_EVIDENCE,3030717,INVOICE_BASIS
JDL-000460,936,1,DOC-20210731-0066,SETTLEMENT_EVIDENCE,3030717,
JDL-000461,464,1,DOC-20210531-0033,PRIMARY_EVIDENCE,4270793,INVOICE_BASIS
JDL-000462,826,1,DOC-20210720-0006,SETTLEMENT_EVIDENCE,4270793,
JDL-000463,464,8,DOC-20210531-0039,PRIMARY_EVIDENCE,330220,INVOICE_BASIS
JDL-000464,937,1,DOC-20210731-0067,SETTLEMENT_EVIDENCE,330220,
JDL-000465,464,7,DOC-20210531-0038,PRIMARY_EVIDENCE,1291839,INVOICE_BASIS
JDL-000466,938,1,DOC-20210731-0068,SETTLEMENT_EVIDENCE,1291839,
JDL-000467,464,4,DOC-20210531-0035,PRIMARY_EVIDENCE,2895984,INVOICE_BASIS
JDL-000468,939,1,DOC-20210731-0069,SETTLEMENT_EVIDENCE,2895984,
JDL-000469,465,3,DOC-20210531-0043,PRIMARY_EVIDENCE,1154355,INVOICE_BASIS
JDL-000470,929,4,DOC-20210731-0061,SETTLEMENT_EVIDENCE,1154355,
JDL-000471,686,3,DOC-20210630-0029,PRIMARY_EVIDENCE,1221480,INVOICE_BASIS
JDL-000472,1015,1,DOC-20210815-0001,SETTLEMENT_EVIDENCE,1221480,
JDL-000473,683,2,DOC-20210630-0005,PRIMARY_EVIDENCE,14067110,INVOICE_BASIS
JDL-000474,1096,1,DOC-20210825-0001,SETTLEMENT_EVIDENCE,14067110,
JDL-000475,685,7,DOC-20210630-0025,PRIMARY_EVIDENCE,335052,INVOICE_BASIS
JDL-000476,3022,1,DOC-20210831-0068,SETTLEMENT_EVIDENCE,335052,
JDL-000477,685,3,DOC-20210630-0021,PRIMARY_EVIDENCE,908128,INVOICE_BASIS
JDL-000478,1152,1,DOC-20210831-0053,SETTLEMENT_EVIDENCE,908128,
JDL-000479,682,1,DOC-20210630-0001,PRIMARY_EVIDENCE,904048,INVOICE_BASIS
JDL-000480,1153,1,DOC-20210831-0054,SETTLEMENT_EVIDENCE,904048,
JDL-000481,684,3,DOC-20210630-0015,PRIMARY_EVIDENCE,893412,INVOICE_BASIS
JDL-000482,1016,1,DOC-20210815-0002,SETTLEMENT_EVIDENCE,893412,
JDL-000483,684,2,DOC-20210630-0014,PRIMARY_EVIDENCE,1108544,INVOICE_BASIS
JDL-000484,1097,1,DOC-20210825-0002,SETTLEMENT_EVIDENCE,1108544,
JDL-000485,685,6,DOC-20210630-0024,PRIMARY_EVIDENCE,746892,INVOICE_BASIS
JDL-000486,1017,1,DOC-20210815-0003,SETTLEMENT_EVIDENCE,746892,
JDL-000487,685,8,DOC-20210630-0026,PRIMARY_EVIDENCE,746304,INVOICE_BASIS
JDL-000488,1018,1,DOC-20210815-0004,SETTLEMENT_EVIDENCE,746304,
JDL-000489,683,8,DOC-20210630-0011,PRIMARY_EVIDENCE,372176,INVOICE_BASIS
JDL-000490,1157,1,DOC-20210831-0058,SETTLEMENT_EVIDENCE,372176,
JDL-000491,683,5,DOC-20210630-0008,PRIMARY_EVIDENCE,603296,INVOICE_BASIS
JDL-000492,1051,1,DOC-20210820-0001,SETTLEMENT_EVIDENCE,603296,
JDL-000493,683,1,DOC-20210630-0004,PRIMARY_EVIDENCE,10195015,INVOICE_BASIS
JDL-000494,1154,1,DOC-20210831-0055,SETTLEMENT_EVIDENCE,10195015,
JDL-000495,683,6,DOC-20210630-0009,PRIMARY_EVIDENCE,1101380,INVOICE_BASIS
JDL-000496,1019,1,DOC-20210815-0005,SETTLEMENT_EVIDENCE,1101380,
JDL-000497,682,3,DOC-20210630-0003,PRIMARY_EVIDENCE,1536704,INVOICE_BASIS
JDL-000498,990,1,DOC-20210810-0003,SETTLEMENT_EVIDENCE,1536704,
JDL-000499,683,7,DOC-20210630-0010,PRIMARY_EVIDENCE,1903676,INVOICE_BASIS
JDL-000500,990,2,DOC-20210810-0004,SETTLEMENT_EVIDENCE,1903676,
JDL-000501,684,4,DOC-20210630-0016,PRIMARY_EVIDENCE,1472424,INVOICE_BASIS
JDL-000502,3023,1,DOC-20210831-0069,SETTLEMENT_EVIDENCE,1472424,
JDL-000503,685,4,DOC-20210630-0022,PRIMARY_EVIDENCE,2319041,INVOICE_BASIS
JDL-000504,3024,1,DOC-20210831-0070,SETTLEMENT_EVIDENCE,2319041,
JDL-000505,686,1,DOC-20210630-0027,PRIMARY_EVIDENCE,1335240,INVOICE_BASIS
JDL-000506,3025,1,DOC-20210831-0071,SETTLEMENT_EVIDENCE,1335240,
JDL-000507,684,5,DOC-20210630-0017,PRIMARY_EVIDENCE,804060,INVOICE_BASIS
JDL-000508,987,1,DOC-20210810-0001,SETTLEMENT_EVIDENCE,804060,
JDL-000509,685,1,DOC-20210630-0019,PRIMARY_EVIDENCE,1016210,INVOICE_BASIS
JDL-000510,1020,1,DOC-20210815-0006,SETTLEMENT_EVIDENCE,1016210,
JDL-000511,684,6,DOC-20210630-0018,PRIMARY_EVIDENCE,504450,INVOICE_BASIS
JDL-000512,1052,2,DOC-20210820-0002,SETTLEMENT_EVIDENCE,504450,
JDL-000513,686,4,DOC-20210630-0030,PRIMARY_EVIDENCE,915480,INVOICE_BASIS
JDL-000514,961,1,DOC-20210805-0001,SETTLEMENT_EVIDENCE,915480,
JDL-000515,685,5,DOC-20210630-0023,PRIMARY_EVIDENCE,859929,INVOICE_BASIS
JDL-000516,1098,1,DOC-20210825-0003,SETTLEMENT_EVIDENCE,859929,
JDL-000517,683,4,DOC-20210630-0007,PRIMARY_EVIDENCE,602808,INVOICE_BASIS
JDL-000518,1155,1,DOC-20210831-0056,SETTLEMENT_EVIDENCE,602808,
JDL-000519,682,2,DOC-20210630-0002,PRIMARY_EVIDENCE,2998818,INVOICE_BASIS
JDL-000520,1099,1,DOC-20210825-0004,SETTLEMENT_EVIDENCE,2998818,
JDL-000521,683,9,DOC-20210630-0012,PRIMARY_EVIDENCE,763160,INVOICE_BASIS
JDL-000522,962,1,DOC-20210805-0002,SETTLEMENT_EVIDENCE,763160,
JDL-000523,684,1,DOC-20210630-0013,PRIMARY_EVIDENCE,799276,INVOICE_BASIS
JDL-000524,963,1,DOC-20210805-0003,SETTLEMENT_EVIDENCE,799276,
JDL-000525,685,2,DOC-20210630-0020,PRIMARY_EVIDENCE,5645572,INVOICE_BASIS
JDL-000526,988,1,DOC-20210810-0002,SETTLEMENT_EVIDENCE,5645572,
JDL-000527,686,2,DOC-20210630-0028,PRIMARY_EVIDENCE,404352,INVOICE_BASIS
JDL-000528,1156,1,DOC-20210831-0057,SETTLEMENT_EVIDENCE,404352,
JDL-000529,683,3,DOC-20210630-0006,PRIMARY_EVIDENCE,1019738,INVOICE_BASIS
JDL-000530,1053,1,DOC-20210820-0003,SETTLEMENT_EVIDENCE,1019738,
JDL-000531,694,2,DOC-20210630-0034,PRIMARY_EVIDENCE,5813524,INVOICE_BASIS
JDL-000532,1021,1,DOC-20210815-0007,SETTLEMENT_EVIDENCE,5813524,
JDL-000533,693,1,DOC-20210630-0031,PRIMARY_EVIDENCE,77565,INVOICE_BASIS
JDL-000534,1163,1,DOC-20210831-0059,SETTLEMENT_EVIDENCE,77565,
JDL-000535,694,11,DOC-20210630-0040,PRIMARY_EVIDENCE,616209,INVOICE_BASIS
JDL-000536,3026,1,DOC-20210831-0072,SETTLEMENT_EVIDENCE,616209,
JDL-000537,695,4,DOC-20210630-0044,PRIMARY_EVIDENCE,116346,INVOICE_BASIS
JDL-000538,3027,1,DOC-20210831-0073,SETTLEMENT_EVIDENCE,116346,
JDL-000539,696,5,DOC-20210630-0050,PRIMARY_EVIDENCE,349042,INVOICE_BASIS
JDL-000540,3028,1,DOC-20210831-0074,SETTLEMENT_EVIDENCE,349042,
JDL-000541,697,1,DOC-20210630-0052,PRIMARY_EVIDENCE,137893,INVOICE_BASIS
JDL-000542,3029,1,DOC-20210831-0075,SETTLEMENT_EVIDENCE,137893,
JDL-000543,694,4,DOC-20210630-0036,PRIMARY_EVIDENCE,3136658,INVOICE_BASIS
JDL-000544,991,1,DOC-20210810-0005,SETTLEMENT_EVIDENCE,3136658,
JDL-000545,696,4,DOC-20210630-0049,PRIMARY_EVIDENCE,888656,INVOICE_BASIS
JDL-000546,1054,1,DOC-20210820-0004,SETTLEMENT_EVIDENCE,888656,
JDL-000547,696,3,DOC-20210630-0048,PRIMARY_EVIDENCE,3702978,INVOICE_BASIS
JDL-000548,1164,1,DOC-20210831-0060,SETTLEMENT_EVIDENCE,3702978,
JDL-000549,696,2,DOC-20210630-0047,PRIMARY_EVIDENCE,3482789,INVOICE_BASIS
JDL-000550,1055,2,DOC-20210820-0005,SETTLEMENT_EVIDENCE,3482789,
JDL-000551,695,1,DOC-20210630-0041,PRIMARY_EVIDENCE,3490290,INVOICE_BASIS
JDL-000552,1165,1,DOC-20210831-0061,SETTLEMENT_EVIDENCE,3490290,
JDL-000553,693,2,DOC-20210630-0032,PRIMARY_EVIDENCE,49392,INVOICE_BASIS
JDL-000554,992,1,DOC-20210810-0006,SETTLEMENT_EVIDENCE,49392,
JDL-000555,694,9,DOC-20210630-0039,PRIMARY_EVIDENCE,222264,INVOICE_BASIS
JDL-000556,3030,1,DOC-20210831-0076,SETTLEMENT_EVIDENCE,222264,
JDL-000557,695,5,DOC-20210630-0045,PRIMARY_EVIDENCE,24696,INVOICE_BASIS
JDL-000558,3031,1,DOC-20210831-0077,SETTLEMENT_EVIDENCE,24696,
JDL-000559,696,7,DOC-20210630-0051,PRIMARY_EVIDENCE,44452,INVOICE_BASIS
JDL-000560,3032,1,DOC-20210831-0078,SETTLEMENT_EVIDENCE,44452,
JDL-000561,697,2,DOC-20210630-0053,PRIMARY_EVIDENCE,49392,INVOICE_BASIS
JDL-000562,3033,1,DOC-20210831-0079,SETTLEMENT_EVIDENCE,49392,
JDL-000563,695,2,DOC-20210630-0042,PRIMARY_EVIDENCE,1712425,INVOICE_BASIS
JDL-000564,1166,1,DOC-20210831-0062,SETTLEMENT_EVIDENCE,1712425,
JDL-000565,696,1,DOC-20210630-0046,PRIMARY_EVIDENCE,3040340,INVOICE_BASIS
JDL-000566,1167,1,DOC-20210831-0063,SETTLEMENT_EVIDENCE,3040340,
JDL-000567,694,1,DOC-20210630-0033,PRIMARY_EVIDENCE,4187544,INVOICE_BASIS
JDL-000568,1056,1,DOC-20210820-0006,SETTLEMENT_EVIDENCE,4187544,
JDL-000569,694,7,DOC-20210630-0038,PRIMARY_EVIDENCE,316537,INVOICE_BASIS
JDL-000570,1168,1,DOC-20210831-0064,SETTLEMENT_EVIDENCE,316537,
JDL-000571,694,5,DOC-20210630-0037,PRIMARY_EVIDENCE,1224976,INVOICE_BASIS
JDL-000572,1169,1,DOC-20210831-0065,SETTLEMENT_EVIDENCE,1224976,
JDL-000573,694,3,DOC-20210630-0035,PRIMARY_EVIDENCE,2864586,INVOICE_BASIS
JDL-000574,1170,1,DOC-20210831-0066,SETTLEMENT_EVIDENCE,2864586,
JDL-000575,695,3,DOC-20210630-0043,PRIMARY_EVIDENCE,1109128,INVOICE_BASIS
JDL-000576,1171,1,DOC-20210831-0067,SETTLEMENT_EVIDENCE,1109128,
JDL-000577,920,3,DOC-20210731-0029,PRIMARY_EVIDENCE,1369532,INVOICE_BASIS
JDL-000578,1237,1,DOC-20210912-0001,SETTLEMENT_EVIDENCE,1369532,
JDL-000579,917,2,DOC-20210731-0005,PRIMARY_EVIDENCE,16459173,INVOICE_BASIS
JDL-000580,1329,1,DOC-20210925-0001,SETTLEMENT_EVIDENCE,16459173,
JDL-000581,919,8,DOC-20210731-0026,PRIMARY_EVIDENCE,588672,INVOICE_BASIS
JDL-000582,3034,1,DOC-20210930-0067,SETTLEMENT_EVIDENCE,588672,
