scope,partner_type,partner_code,invoice_month,invoice_transaction_id,invoice_line_id,invoice_document_date,invoice_document_id,invoice_document_number,settlement_month,settlement_transaction_id,settlement_line_id,settlement_document_date,settlement_document_id,settlement_document_number,amount,relationship
REPORTING_PERIOD,C,C001,2021-05,9,2,2021-05-04,DOC-INV-202105-900101-2-AR,INV-202105-900101-2-AR,2021-07,17,1,2021-07-13,DOC-SET-202107-900234-1-AR,SET-202107-900234-1-AR,151890,EXPLICIT_APPLICATION
REPORTING_PERIOD,C,C001,2021-05,9,2,2021-05-04,DOC-INV-202105-900101-2-AR,INV-202105-900101-2-AR,2021-07,26,1,2021-07-17,DOC-SET-202107-900233-1-AR,SET-202107-900233-1-AR,114250,EXPLICIT_APPLICATION
REPORTING_PERIOD,C,C001,2021-05,11,2,2021-05-06,DOC-INV-202105-900091-2-AR,INV-202105-900091-2-AR,2021-07,26,1,2021-07-17,DOC-SET-202107-900233-1-AR,SET-202107-900233-1-AR,124120,EXPLICIT_APPLICATION
REPORTING_PERIOD,C,C001,2021-05,13,2,2021-05-07,DOC-INV-202105-900100-2-AR,INV-202105-900100-2-AR,2021-07,26,1,2021-07-17,DOC-SET-202107-900233-1-AR,SET-202107-900233-1-AR,130370,EXPLICIT_APPLICATION
REPORTING_PERIOD,S,V001,2021-05,27,1,2021-05-13,DOC-INV-202105-900096-1-AP,INV-202105-900096-1-AP,2021-07,28,1,2021-07-18,DOC-SET-202107-900193-1-AP,SET-202107-900193-1-AP,134230,EXPLICIT_APPLICATION
REPORTING_PERIOD,S,V001,2021-05,39,1,2021-05-20,DOC-INV-202105-900085-1-AP,INV-202105-900085-1-AP,2021-07,28,1,2021-07-18,DOC-SET-202107-900193-1-AP,SET-202107-900193-1-AP,94360,EXPLICIT_APPLICATION
REPORTING_PERIOD,C,C001,2021-05,13,2,2021-05-07,DOC-INV-202105-900100-2-AR,INV-202105-900100-2-AR,2021-07,35,1,2021-07-20,DOC-SET-202107-900213-1-AR,SET-202107-900213-1-AR,170730,EXPLICIT_APPLICATION
REPORTING_PERIOD,C,C001,2021-05,13,2,2021-05-07,DOC-INV-202105-900100-2-AR,INV-202105-900100-2-AR,2021-07,36,1,2021-07-20,DOC-SET-202107-900224-1-AR,SET-202107-900224-1-AR,235690,EXPLICIT_APPLICATION
REPORTING_PERIOD,C,C001,2021-05,14,2,2021-05-08,DOC-INV-202105-900092-2-AR,INV-202105-900092-2-AR,2021-07,36,1,2021-07-20,DOC-SET-202107-900224-1-AR,SET-202107-900224-1-AR,80430,EXPLICIT_APPLICATION
REPORTING_PERIOD,S,V001,2021-05,39,1,2021-05-20,DOC-INV-202105-900085-1-AP,INV-202105-900085-1-AP,2021-07,38,2,2021-07-23,DOC-SET-202107-900237-2-AP,SET-202107-900237-2-AP,84300,EXPLICIT_APPLICATION
REPORTING_PERIOD,C,C001,2021-05,14,2,2021-05-08,DOC-INV-202105-900092-2-AR,INV-202105-900092-2-AR,2021-07,39,1,2021-07-24,DOC-SET-202107-900183-1-AR,SET-202107-900183-1-AR,405780,EXPLICIT_APPLICATION
REPORTING_PERIOD,S,V001,2021-05,39,1,2021-05-20,DOC-INV-202105-900085-1-AP,INV-202105-900085-1-AP,2021-07,40,1,2021-07-24,DOC-SET-202107-900187-1-AP,SET-202107-900187-1-AP,30880,EXPLICIT_APPLICATION
REPORTING_PERIOD,S,V001,2021-05,60,1,2021-05-31,DOC-INV-202105-900115-1-AP,INV-202105-900115-1-AP,2021-07,40,1,2021-07-24,DOC-SET-202107-900187-1-AP,SET-202107-900187-1-AP,36650,EXPLICIT_APPLICATION
REPORTING_PERIOD,S,V001,2021-06,10,1,2021-06-05,DOC-INV-202106-900146-1-AP,INV-202106-900146-1-AP,2021-07,40,1,2021-07-24,DOC-SET-202107-900187-1-AP,SET-202107-900187-1-AP,24490,EXPLICIT_APPLICATION
REPORTING_PERIOD,S,V001,2021-06,10,1,2021-06-05,DOC-INV-202106-900146-1-AP,INV-202106-900146-1-AP,2021-07,41,1,2021-07-24,DOC-SET-202107-900223-1-AP,SET-202107-900223-1-AP,243940,EXPLICIT_APPLICATION
REPORTING_PERIOD,C,C001,2021-05,14,2,2021-05-08,DOC-INV-202105-900092-2-AR,INV-202105-900092-2-AR,2021-07,43,1,2021-07-25,DOC-SET-202107-900214-1-AR,SET-202107-900214-1-AR,83550,EXPLICIT_APPLICATION
REPORTING_PERIOD,C,C001,2021-05,15,2,2021-05-08,DOC-INV-202105-900111-2-AR,INV-202105-900111-2-AR,2021-07,43,1,2021-07-25,DOC-SET-202107-900214-1-AR,SET-202107-900214-1-AR,131160,EXPLICIT_APPLICATION
REPORTING_PERIOD,C,C001,2021-05,15,2,2021-05-08,DOC-INV-202105-900111-2-AR,INV-202105-900111-2-AR,2021-07,44,1,2021-07-26,DOC-SET-202107-900203-1-AR,SET-202107-900203-1-AR,180530,EXPLICIT_APPLICATION
REPORTING_PERIOD,C,C001,2021-05,17,2,2021-05-09,DOC-INV-202105-900068-2-AR,INV-202105-900068-2-AR,2021-07,44,1,2021-07-26,DOC-SET-202107-900203-1-AR,SET-202107-900203-1-AR,91250,EXPLICIT_APPLICATION
REPORTING_PERIOD,C,C001,2021-05,19,2,2021-05-09,DOC-INV-202105-900082-2-AR,INV-202105-900082-2-AR,2021-07,44,1,2021-07-26,DOC-SET-202107-900203-1-AR,SET-202107-900203-1-AR,139230,EXPLICIT_APPLICATION
REPORTING_PERIOD,S,V001,2021-06,10,1,2021-06-05,DOC-INV-202106-900146-1-AP,INV-202106-900146-1-AP,2021-07,50,2,2021-07-28,DOC-SET-202107-900227-2-AP,SET-202107-900227-2-AP,52790,EXPLICIT_APPLICATION
REPORTING_PERIOD,S,V001,2021-06,13,1,2021-06-06,DOC-INV-202106-900155-1-AP,INV-202106-900155-1-AP,2021-07,50,2,2021-07-28,DOC-SET-202107-900227-2-AP,SET-202107-900227-2-AP,284200,EXPLICIT_APPLICATION
REPORTING_PERIOD,S,V001,2021-06,13,1,2021-06-06,DOC-INV-202106-900155-1-AP,INV-202106-900155-1-AP,2021-07,53,2,2021-07-29,DOC-SET-202107-900207-2-AP,SET-202107-900207-2-AP,24480,EXPLICIT_APPLICATION
REPORTING_PERIOD,S,V001,2021-06,16,1,2021-06-08,DOC-INV-202106-900145-1-AP,INV-202106-900145-1-AP,2021-07,53,2,2021-07-29,DOC-SET-202107-900207-2-AP,SET-202107-900207-2-AP,117860,EXPLICIT_APPLICATION
REPORTING_PERIOD,S,V001,2021-06,16,1,2021-06-08,DOC-INV-202106-900145-1-AP,INV-202106-900145-1-AP,2021-07,58,2,2021-07-31,DOC-SET-202107-900217-2-AP,SET-202107-900217-2-AP,99660,EXPLICIT_APPLICATION
REPORTING_PERIOD,S,V001,2021-06,16,1,2021-06-08,DOC-INV-202106-900145-1-AP,INV-202106-900145-1-AP,2021-07,59,1,2021-07-31,DOC-SET-202107-900229-1-AP,SET-202107-900229-1-AP,77940,EXPLICIT_APPLICATION
REPORTING_PERIOD,S,V001,2021-06,25,1,2021-06-11,DOC-INV-202106-900136-1-AP,INV-202106-900136-1-AP,2021-07,59,1,2021-07-31,DOC-SET-202107-900229-1-AP,SET-202107-900229-1-AP,311910,EXPLICIT_APPLICATION
REPORTING_PERIOD,S,V001,2021-06,32,1,2021-06-14,DOC-INV-202106-900176-1-AP,INV-202106-900176-1-AP,2021-07,59,1,2021-07-31,DOC-SET-202107-900229-1-AP,SET-202107-900229-1-AP,78180,EXPLICIT_APPLICATION
REPORTING_PERIOD,S,V001,2021-06,34,1,2021-06-15,DOC-INV-202106-900126-1-AP,INV-202106-900126-1-AP,2021-07,59,1,2021-07-31,DOC-SET-202107-900229-1-AP,SET-202107-900229-1-AP,1780,EXPLICIT_APPLICATION
REPORTING_PERIOD,C,C001,2021-05,19,2,2021-05-09,DOC-INV-202105-900082-2-AR,INV-202105-900082-2-AR,2021-08,1,1,2021-08-01,DOC-SET-202108-900274-1-AR,SET-202108-900274-1-AR,216280,EXPLICIT_APPLICATION
REPORTING_PERIOD,C,C001,2021-05,25,2,2021-05-12,DOC-INV-202105-900074-2-AR,INV-202105-900074-2-AR,2021-08,1,1,2021-08-01,DOC-SET-202108-900274-1-AR,SET-202108-900274-1-AR,71780,EXPLICIT_APPLICATION
REPORTING_PERIOD,C,C001,2021-05,32,2,2021-05-16,DOC-INV-202105-900080-2-AR,INV-202105-900080-2-AR,2021-08,1,1,2021-08-01,DOC-SET-202108-900274-1-AR,SET-202108-900274-1-AR,129310,EXPLICIT_APPLICATION
REPORTING_PERIOD,S,V001,2021-06,34,1,2021-06-15,DOC-INV-202106-900126-1-AP,INV-202106-900126-1-AP,2021-08,2,1,2021-08-02,DOC-SET-202108-900241-1-AP,SET-202108-900241-1-AP,90560,EXPLICIT_APPLICATION
REPORTING_PERIOD,S,V001,2021-06,34,1,2021-06-15,DOC-INV-202106-900126-1-AP,INV-202106-900126-1-AP,2021-08,9,2,2021-08-04,DOC-SET-202108-900277-2-AP,SET-202108-900277-2-AP,7330,EXPLICIT_APPLICATION
REPORTING_PERIOD,S,V001,2021-06,38,1,2021-06-19,DOC-INV-202106-900175-1-AP,INV-202106-900175-1-AP,2021-08,9,2,2021-08-04,DOC-SET-202108-900277-2-AP,SET-202108-900277-2-AP,27580,EXPLICIT_APPLICATION
REPORTING_PERIOD,S,V001,2021-06,38,1,2021-06-19,DOC-INV-202106-900175-1-AP,INV-202106-900175-1-AP,2021-08,10,1,2021-08-05,DOC-SET-202108-900273-1-AP,SET-202108-900273-1-AP,96170,EXPLICIT_APPLICATION
REPORTING_PERIOD,S,V001,2021-06,45,1,2021-06-25,DOC-INV-202106-900156-1-AP,INV-202106-900156-1-AP,2021-08,10,1,2021-08-05,DOC-SET-202108-900273-1-AP,SET-202108-900273-1-AP,87870,EXPLICIT_APPLICATION
REPORTING_PERIOD,S,V001,2021-06,45,1,2021-06-25,DOC-INV-202106-900156-1-AP,INV-202106-900156-1-AP,2021-08,20,1,2021-08-12,DOC-SET-202108-900287-1-AP,SET-202108-900287-1-AP,119820,EXPLICIT_APPLICATION
REPORTING_PERIOD,S,V001,2021-06,55,1,2021-06-30,DOC-INV-202106-900165-1-AP,INV-202106-900165-1-AP,2021-08,20,1,2021-08-12,DOC-SET-202108-900287-1-AP,SET-202108-900287-1-AP,129600,EXPLICIT_APPLICATION
REPORTING_PERIOD,S,V001,2021-07,4,1,2021-07-03,DOC-INV-202107-900226-1-AP,INV-202107-900226-1-AP,2021-08,20,1,2021-08-12,DOC-SET-202108-900287-1-AP,SET-202108-900287-1-AP,13100,EXPLICIT_APPLICATION
REPORTING_PERIOD,C,C001,2021-05,32,2,2021-05-16,DOC-INV-202105-900080-2-AR,INV-202105-900080-2-AR,2021-08,21,1,2021-08-13,DOC-SET-202108-900253-1-AR,SET-202108-900253-1-AR,179710,EXPLICIT_APPLICATION
REPORTING_PERIOD,C,C001,2021-05,32,2,2021-05-16,DOC-INV-202105-900080-2-AR,INV-202105-900080-2-AR,2021-08,23,1,2021-08-13,DOC-SET-202108-900283-1-AR,SET-202108-900283-1-AR,15410,EXPLICIT_APPLICATION
REPORTING_PERIOD,C,C001,2021-05,33,2,2021-05-16,DOC-INV-202105-900116-2-AR,INV-202105-900116-2-AR,2021-08,23,1,2021-08-13,DOC-SET-202108-900283-1-AR,SET-202108-900283-1-AR,181470,EXPLICIT_APPLICATION
REPORTING_PERIOD,C,C001,2021-05,34,2,2021-05-16,DOC-INV-202105-900122-2-AR,INV-202105-900122-2-AR,2021-08,23,1,2021-08-13,DOC-SET-202108-900283-1-AR,SET-202108-900283-1-AR,40640,EXPLICIT_APPLICATION
REPORTING_PERIOD,C,C001,2021-05,34,2,2021-05-16,DOC-INV-202105-900122-2-AR,INV-202105-900122-2-AR,2021-08,34,1,2021-08-17,DOC-SET-202108-900284-1-AR,SET-202108-900284-1-AR,74340,EXPLICIT_APPLICATION
REPORTING_PERIOD,C,C001,2021-05,35,2,2021-05-17,DOC-INV-202105-900081-2-AR,INV-202105-900081-2-AR,2021-08,34,1,2021-08-17,DOC-SET-202108-900284-1-AR,SET-202108-900284-1-AR,107830,EXPLICIT_APPLICATION
REPORTING_PERIOD,S,V001,2021-07,4,1,2021-07-03,DOC-INV-202107-900226-1-AP,INV-202107-900226-1-AP,2021-08,36,2,2021-08-18,DOC-SET-202108-900247-2-AP,SET-202108-900247-2-AP,71020,EXPLICIT_APPLICATION
REPORTING_PERIOD,S,V001,2021-07,15,1,2021-07-13,DOC-INV-202107-900186-1-AP,INV-202107-900186-1-AP,2021-08,36,2,2021-08-18,DOC-SET-202108-900247-2-AP,SET-202108-900247-2-AP,49340,EXPLICIT_APPLICATION
REPORTING_PERIOD,C,C001,2021-05,35,2,2021-05-17,DOC-INV-202105-900081-2-AR,INV-202105-900081-2-AR,2021-08,37,1,2021-08-18,DOC-SET-202108-900276-1-AR,SET-202108-900276-1-AR,148340,EXPLICIT_APPLICATION
REPORTING_PERIOD,C,C001,2021-05,35,2,2021-05-17,DOC-INV-202105-900081-2-AR,INV-202105-900081-2-AR,2021-08,37,3,2021-08-18,DOC-SET-202108-900276-3-AR,SET-202108-900276-3-AR,11240,EXPLICIT_APPLICATION
REPORTING_PERIOD,C,C001,2021-05,50,2,2021-05-26,DOC-INV-202105-900070-2-AR,INV-202105-900070-2-AR,2021-08,37,3,2021-08-18,DOC-SET-202108-900276-3-AR,SET-202108-900276-3-AR,24360,EXPLICIT_APPLICATION
REPORTING_PERIOD,C,C001,2021-05,50,2,2021-05-26,DOC-INV-202105-900070-2-AR,INV-202105-900070-2-AR,2021-08,37,4,2021-08-18,DOC-SET-202108-900276-4-AR,SET-202108-900276-4-AR,213270,EXPLICIT_APPLICATION
REPORTING_PERIOD,C,C001,2021-05,51,2,2021-05-26,DOC-INV-202105-900102-2-AR,INV-202105-900102-2-AR,2021-08,37,4,2021-08-18,DOC-SET-202108-900276-4-AR,SET-202108-900276-4-AR,196160,EXPLICIT_APPLICATION
REPORTING_PERIOD,S,V001,2021-07,15,1,2021-07-13,DOC-INV-202107-900186-1-AP,INV-202107-900186-1-AP,2021-08,38,1,2021-08-18,DOC-SET-202108-900281-1-AP,SET-202108-900281-1-AP,222800,EXPLICIT_APPLICATION
REPORTING_PERIOD,S,V001,2021-07,20,1,2021-07-15,DOC-INV-202107-900195-1-AP,INV-202107-900195-1-AP,2021-08,38,1,2021-08-18,DOC-SET-202108-900281-1-AP,SET-202108-900281-1-AP,106450,EXPLICIT_APPLICATION
REPORTING_PERIOD,S,V001,2021-07,25,1,2021-07-17,DOC-INV-202107-900215-1-AP,INV-202107-900215-1-AP,2021-08,38,1,2021-08-18,DOC-SET-202108-900281-1-AP,SET-202108-900281-1-AP,30960,EXPLICIT_APPLICATION
REPORTING_PERIOD,C,C001,2021-05,51,2,2021-05-26,DOC-INV-202105-900102-2-AR,INV-202105-900102-2-AR,2021-08,44,1,2021-08-22,DOC-SET-202108-900243-1-AR,SET-202108-900243-1-AR,286300,EXPLICIT_APPLICATION
REPORTING_PERIOD,C,C001,2021-05,53,2,2021-05-27,DOC-INV-202105-900072-2-AR,INV-202105-900072-2-AR,2021-08,44,1,2021-08-22,DOC-SET-202108-900243-1-AR,SET-202108-900243-1-AR,224900,EXPLICIT_APPLICATION
REPORTING_PERIOD,C,C001,2021-05,53,2,2021-05-27,DOC-INV-202105-900072-2-AR,INV-202105-900072-2-AR,2021-08,46,1,2021-08-22,DOC-SET-202108-900263-1-AR,SET-202108-900263-1-AR,171850,EXPLICIT_APPLICATION
REPORTING_PERIOD,C,C001,2021-05,55,2,2021-05-27,DOC-INV-202105-900120-2-AR,INV-202105-900120-2-AR,2021-08,46,1,2021-08-22,DOC-SET-202108-900263-1-AR,SET-202108-900263-1-AR,97300,EXPLICIT_APPLICATION
REPORTING_PERIOD,C,C001,2021-05,56,2,2021-05-28,DOC-INV-202105-900110-2-AR,INV-202105-900110-2-AR,2021-08,46,1,2021-08-22,DOC-SET-202108-900263-1-AR,SET-202108-900263-1-AR,146190,EXPLICIT_APPLICATION
REPORTING_PERIOD,C,C001,2021-05,56,2,2021-05-28,DOC-INV-202105-900110-2-AR,INV-202105-900110-2-AR,2021-08,47,1,2021-08-22,DOC-SET-202108-900293-1-AR,SET-202108-900293-1-AR,94720,EXPLICIT_APPLICATION
REPORTING_PERIOD,C,C001,2021-06,3,2,2021-06-01,DOC-INV-202106-900170-2-AR,INV-202106-900170-2-AR,2021-08,47,1,2021-08-22,DOC-SET-202108-900293-1-AR,SET-202108-900293-1-AR,339490,EXPLICIT_APPLICATION
REPORTING_PERIOD,S,V001,2021-07,25,1,2021-07-17,DOC-INV-202107-900215-1-AP,INV-202107-900215-1-AP,2021-08,49,1,2021-08-24,DOC-SET-202108-900267-1-AP,SET-202108-900267-1-AP,258900,EXPLICIT_APPLICATION
REPORTING_PERIOD,S,V001,2021-07,33,1,2021-07-20,DOC-INV-202107-900196-1-AP,INV-202107-900196-1-AP,2021-08,49,1,2021-08-24,DOC-SET-202108-900267-1-AP,SET-202108-900267-1-AP,75630,EXPLICIT_APPLICATION
REPORTING_PERIOD,C,C001,2021-06,3,2,2021-06-01,DOC-INV-202106-900170-2-AR,INV-202106-900170-2-AR,2021-09,3,1,2021-09-02,DOC-SET-202109-900343-1-AR,SET-202109-900343-1-AR,91960,EXPLICIT_APPLICATION
REPORTING_PERIOD,C,C001,2021-06,9,2,2021-06-04,DOC-INV-202106-900128-2-AR,INV-202106-900128-2-AR,2021-09,3,1,2021-09-02,DOC-SET-202109-900343-1-AR,SET-202109-900343-1-AR,131050,EXPLICIT_APPLICATION
REPORTING_PERIOD,C,C001,2021-06,14,2,2021-06-07,DOC-INV-202106-900140-2-AR,INV-202106-900140-2-AR,2021-09,3,1,2021-09-02,DOC-SET-202109-900343-1-AR,SET-202109-900343-1-AR,67120,EXPLICIT_APPLICATION
REPORTING_PERIOD,C,C001,2021-06,14,2,2021-06-07,DOC-INV-202106-900140-2-AR,INV-202106-900140-2-AR,2021-09,8,1,2021-09-04,DOC-SET-202109-900324-1-AR,SET-202109-900324-1-AR,382510,EXPLICIT_APPLICATION
REPORTING_PERIOD,C,C001,2021-06,14,2,2021-06-07,DOC-INV-202106-900140-2-AR,INV-202106-900140-2-AR,2021-09,14,1,2021-09-07,DOC-SET-202109-900353-1-AR,SET-202109-900353-1-AR,20440,EXPLICIT_APPLICATION
REPORTING_PERIOD,C,C001,2021-06,17,2,2021-06-08,DOC-INV-202106-900174-2-AR,INV-202106-900174-2-AR,2021-09,14,1,2021-09-07,DOC-SET-202109-900353-1-AR,SET-202109-900353-1-AR,169640,EXPLICIT_APPLICATION
REPORTING_PERIOD,C,C001,2021-06,18,2,2021-06-09,DOC-INV-202106-900132-2-AR,INV-202106-900132-2-AR,2021-09,14,1,2021-09-07,DOC-SET-202109-900353-1-AR,SET-202109-900353-1-AR,196120,EXPLICIT_APPLICATION
REPORTING_PERIOD,S,V001,2021-07,33,1,2021-07-20,DOC-INV-202107-900196-1-AP,INV-202107-900196-1-AP,2021-09,15,2,2021-09-08,DOC-SET-202109-900327-2-AP,SET-202109-900327-2-AP,168360,EXPLICIT_APPLICATION
REPORTING_PERIOD,C,C001,2021-06,18,2,2021-06-09,DOC-INV-202106-900132-2-AR,INV-202106-900132-2-AR,2021-09,16,1,2021-09-09,DOC-SET-202109-900314-1-AR,SET-202109-900314-1-AR,87980,EXPLICIT_APPLICATION
REPORTING_PERIOD,S,V001,2021-07,33,1,2021-07-20,DOC-INV-202107-900196-1-AP,INV-202107-900196-1-AP,2021-09,18,1,2021-09-10,DOC-SET-202109-900317-1-AP,SET-202109-900317-1-AP,19020,EXPLICIT_APPLICATION
REPORTING_PERIOD,S,V001,2021-07,37,1,2021-07-20,DOC-INV-202107-900236-1-AP,INV-202107-900236-1-AP,2021-09,18,1,2021-09-10,DOC-SET-202109-900317-1-AP,SET-202109-900317-1-AP,58120,EXPLICIT_APPLICATION
REPORTING_PERIOD,S,V001,2021-07,52,1,2021-07-29,DOC-INV-202107-900205-1-AP,INV-202107-900205-1-AP,2021-09,18,1,2021-09-10,DOC-SET-202109-900317-1-AP,SET-202109-900317-1-AP,46240,EXPLICIT_APPLICATION
REPORTING_PERIOD,S,V001,2021-07,52,1,2021-07-29,DOC-INV-202107-900205-1-AP,INV-202107-900205-1-AP,2021-09,22,1,2021-09-13,DOC-SET-202109-900329-1-AP,SET-202109-900329-1-AP,15980,EXPLICIT_APPLICATION
REPORTING_PERIOD,S,V001,2021-07,56,1,2021-07-31,DOC-INV-202107-900185-1-AP,INV-202107-900185-1-AP,2021-09,22,1,2021-09-13,DOC-SET-202109-900329-1-AP,SET-202109-900329-1-AP,122380,EXPLICIT_APPLICATION
REPORTING_PERIOD,S,V001,2021-07,56,1,2021-07-31,DOC-INV-202107-900185-1-AP,INV-202107-900185-1-AP,2021-09,30,1,2021-09-16,DOC-SET-202109-900323-1-AP,SET-202109-900323-1-AP,44500,EXPLICIT_APPLICATION
REPORTING_PERIOD,C,C001,2021-06,18,2,2021-06-09,DOC-INV-202106-900132-2-AR,INV-202106-900132-2-AR,2021-09,34,1,2021-09-17,DOC-SET-202109-900334-1-AR,SET-202109-900334-1-AR,92990,EXPLICIT_APPLICATION
REPORTING_PERIOD,C,C001,2021-06,18,2,2021-06-09,DOC-INV-202106-900132-2-AR,INV-202106-900132-2-AR,2021-09,36,1,2021-09-17,DOC-SET-202109-900344-1-AR,SET-202109-900344-1-AR,112580,EXPLICIT_APPLICATION
REPORTING_PERIOD,S,V001,2021-07,56,1,2021-07-31,DOC-INV-202107-900185-1-AP,INV-202107-900185-1-AP,2021-09,45,2,2021-09-23,DOC-SET-202109-900297-2-AP,SET-202109-900297-2-AP,85610,EXPLICIT_APPLICATION
REPORTING_PERIOD,S,V001,2021-08,11,1,2021-08-06,DOC-INV-202108-900255-1-AP,INV-202108-900255-1-AP,2021-09,45,2,2021-09-23,DOC-SET-202109-900297-2-AP,SET-202109-900297-2-AP,60770,EXPLICIT_APPLICATION
REPORTING_PERIOD,S,V001,2021-08,11,1,2021-08-06,DOC-INV-202108-900255-1-AP,INV-202108-900255-1-AP,2021-09,47,1,2021-09-25,DOC-SET-202109-900311-1-AP,SET-202109-900311-1-AP,88880,EXPLICIT_APPLICATION
REPORTING_PERIOD,S,V001,2021-08,14,1,2021-08-08,DOC-INV-202108-900245-1-AP,INV-202108-900245-1-AP,2021-09,47,1,2021-09-25,DOC-SET-202109-900311-1-AP,SET-202109-900311-1-AP,27530,EXPLICIT_APPLICATION
REPORTING_PERIOD,S,V001,2021-08,14,1,2021-08-08,DOC-INV-202108-900245-1-AP,INV-202108-900245-1-AP,2021-09,49,2,2021-09-25,DOC-SET-202109-900347-2-AP,SET-202109-900347-2-AP,161470,EXPLICIT_APPLICATION
REPORTING_PERIOD,S,V001,2021-08,40,1,2021-08-19,DOC-INV-202108-900265-1-AP,INV-202108-900265-1-AP,2021-09,49,2,2021-09-25,DOC-SET-202109-900347-2-AP,SET-202109-900347-2-AP,24100,EXPLICIT_APPLICATION
REPORTING_PERIOD,S,V001,2021-08,40,1,2021-08-19,DOC-INV-202108-900265-1-AP,INV-202108-900265-1-AP,2021-09,51,2,2021-09-28,DOC-SET-202109-900307-2-AP,SET-202109-900307-2-AP,72440,EXPLICIT_APPLICATION
REPORTING_PERIOD,S,V001,2021-08,41,1,2021-08-19,DOC-INV-202108-900275-1-AP,INV-202108-900275-1-AP,2021-09,51,2,2021-09-28,DOC-SET-202109-900307-2-AP,SET-202109-900307-2-AP,142190,EXPLICIT_APPLICATION
REPORTING_PERIOD,S,V001,2021-08,41,1,2021-08-19,DOC-INV-202108-900275-1-AP,INV-202108-900275-1-AP,2021-09,52,2,2021-09-28,DOC-SET-202109-900337-2-AP,SET-202109-900337-2-AP,188470,EXPLICIT_APPLICATION
REPORTING_PERIOD,S,V001,2021-08,42,1,2021-08-19,DOC-INV-202108-900286-1-AP,INV-202108-900286-1-AP,2021-09,52,2,2021-09-28,DOC-SET-202109-900337-2-AP,SET-202109-900337-2-AP,33080,EXPLICIT_APPLICATION
REPORTING_PERIOD,C,C001,2021-06,18,2,2021-06-09,DOC-INV-202106-900132-2-AR,INV-202106-900132-2-AR,2021-09,54,1,2021-09-29,DOC-SET-202109-900333-1-AR,SET-202109-900333-1-AR,104200,EXPLICIT_APPLICATION
REPORTING_PERIOD,C,C001,2021-06,23,2,2021-06-10,DOC-INV-202106-900162-2-AR,INV-202106-900162-2-AR,2021-09,54,1,2021-09-29,DOC-SET-202109-900333-1-AR,SET-202109-900333-1-AR,99520,EXPLICIT_APPLICATION
REPORTING_PERIOD,C,C001,2021-06,23,2,2021-06-10,DOC-INV-202106-900162-2-AR,INV-202106-900162-2-AR,2021-09,56,1,2021-09-30,DOC-SET-202109-900303-1-AR,SET-202109-900303-1-AR,175050,EXPLICIT_APPLICATION
REPORTING_PERIOD,S,V001,2021-08,42,1,2021-08-19,DOC-INV-202108-900286-1-AP,INV-202108-900286-1-AP,2021-10,1,1,2021-10-01,DOC-SET-202110-900367-1-AP,SET-202110-900367-1-AP,30710,EXPLICIT_APPLICATION
REPORTING_PERIOD,S,V001,2021-08,48,1,2021-08-24,DOC-INV-202108-900246-1-AP,INV-202108-900246-1-AP,2021-10,1,1,2021-10-01,DOC-SET-202110-900367-1-AP,SET-202110-900367-1-AP,31780,EXPLICIT_APPLICATION
REPORTING_PERIOD,S,V001,2021-08,52,1,2021-08-27,DOC-INV-202108-900295-1-AP,INV-202108-900295-1-AP,2021-10,1,1,2021-10-01,DOC-SET-202110-900367-1-AP,SET-202110-900367-1-AP,83710,EXPLICIT_APPLICATION
REPORTING_PERIOD,S,V001,2021-08,52,1,2021-08-27,DOC-INV-202108-900295-1-AP,INV-202108-900295-1-AP,2021-10,5,1,2021-10-03,DOC-SET-202110-900401-1-AP,SET-202110-900401-1-AP,231960,EXPLICIT_APPLICATION
REPORTING_PERIOD,C,C001,2021-06,23,2,2021-06-10,DOC-INV-202106-900162-2-AR,INV-202106-900162-2-AR,2021-10,9,1,2021-10-06,DOC-SET-202110-900396-1-AR,SET-202110-900396-1-AR,80610,EXPLICIT_APPLICATION
REPORTING_PERIOD,C,C001,2021-06,23,2,2021-06-10,DOC-INV-202106-900162-2-AR,INV-202106-900162-2-AR,2021-10,9,3,2021-10-06,DOC-SET-202110-900396-3-AR,SET-202110-900396-3-AR,29550,EXPLICIT_APPLICATION
REPORTING_PERIOD,C,C001,2021-06,23,2,2021-06-10,DOC-INV-202106-900162-2-AR,INV-202106-900162-2-AR,2021-10,9,4,2021-10-06,DOC-SET-202110-900396-4-AR,SET-202110-900396-4-AR,27630,EXPLICIT_APPLICATION
REPORTING_PERIOD,C,C001,2021-06,27,2,2021-06-12,DOC-INV-202106-900130-2-AR,INV-202106-900130-2-AR,2021-10,9,4,2021-10-06,DOC-SET-202110-900396-4-AR,SET-202110-900396-4-AR,130920,EXPLICIT_APPLICATION
REPORTING_PERIOD,C,C001,2021-06,27,2,2021-06-12,DOC-INV-202106-900130-2-AR,INV-202106-900130-2-AR,2021-10,15,1,2021-10-09,DOC-SET-202110-900354-1-AR,SET-202110-900354-1-AR,65690,EXPLICIT_APPLICATION
REPORTING_PERIOD,C,C001,2021-06,35,2,2021-06-17,DOC-INV-202106-900160-2-AR,INV-202106-900160-2-AR,2021-10,15,1,2021-10-09,DOC-SET-202110-900354-1-AR,SET-202110-900354-1-AR,172330,EXPLICIT_APPLICATION
