Transaction_Date,Description,Ledger_Account_Number,Ledger_Account_Name,Subaccount_Code,Subaccount_Name,Department_Code,Department_Name,Debit_Amount,Credit_Amount,Counterpart_Account_Number,Counterpart_Account_Name,Counterpart_Subaccount_Code,Counterpart_Subaccount_Name,Counterpart_Department_Code,Counterpart_Department_Name,Balance,Month
2021-09-13,台所用品他,10E201270,雑費,,,,,1311,0,10A100020,現金及び預金,,,,,2495813,2021-09
2021-09-13,駐車代,10A100020,現金及び預金,,,,,0,368,10E201120,車両費,,,,,-10545824,2021-09
2021-09-13,駐車代,10E201120,車両費,,,,,368,0,10A100020,現金及び預金,,,,,3036017,2021-09
2021-09-13,ゴルフプレー代,10A100020,現金及び預金,,,,,0,7350,10E200150,交際費,,,,,-10553174,2021-09
2021-09-13,ゴルフプレー代,10E200150,交際費,,,,,7350,0,10A100020,現金及び預金,,,,,1807408,2021-09
2021-09-14,飲食代 和食ダイニング小笹3名,10A100020,現金及び預金,,,,,0,18750,10E200150,交際費,,,,,-10571924,2021-09
2021-09-14,飲食代 和食ダイニング小笹3名,10E200150,交際費,,,,,18750,0,10A100020,現金及び預金,,,,,1826158,2021-09
2021-09-14,高速代,10A100020,現金及び預金,,,,,0,3124,10E201120,車両費,,,,,-10575048,2021-09
2021-09-14,駐車代,10A100020,現金及び預金,,,,,0,2620,10E201120,車両費,,,,,-10577668,2021-09
2021-09-14,高速代,10E201120,車両費,,,,,3124,0,10A100020,現金及び預金,,,,,3039141,2021-09
2021-09-14,駐車代,10E201120,車両費,,,,,2620,0,10A100020,現金及び預金,,,,,3041761,2021-09
2021-09-14,電話代,10A100020,現金及び預金,20,みずほ 本店,,,0,129673,10E200180,通信費,,,,,-10707341,2021-09
2021-09-14,電話代,10E200180,通信費,,,,,129673,0,10A100020,現金及び預金,20,みずほ 本店,,,6421225,2021-09
2021-09-15,9月15日伝票No304五越株式会社,10A100020,現金及び預金,50,福岡 北九州,,,1304390,0,10A100090,売掛金,1,五越㈱,,,-9402951,2021-09
2021-09-15,9月15日伝票No304五越株式会社,10A100090,売掛金,1,五越㈱,,,0,1304390,10A100020,現金及び預金,50,福岡 北九州,,,-67019180,2021-09
2021-09-15,9月15日伝票No304五越株式会社,10A100090,売掛金,1,五越㈱,,,0,840,10E200690,支払手数料,,,,,-67020020,2021-09
2021-09-15,9月15日伝票No304五越株式会社,10E200690,支払手数料,,,,,840,0,10A100090,売掛金,1,五越㈱,,,62837,2021-09
2021-09-15,9月15日伝票No305株式会社 エントリー,10A100020,現金及び預金,30,三井 名古屋,,,1277554,0,10A100090,売掛金,6,㈱ｴﾝﾄﾘｰ,,,-8125397,2021-09
2021-09-15,9月15日伝票No305株式会社 エントリー,10A100090,売掛金,6,㈱ｴﾝﾄﾘｰ,,,0,1277554,10A100020,現金及び預金,30,三井 名古屋,,,-68297574,2021-09
2021-09-15,9月15日伝票No305株式会社 エントリー,10A100090,売掛金,6,㈱ｴﾝﾄﾘｰ,,,0,840,10E200690,支払手数料,,,,,-68298414,2021-09
2021-09-15,9月15日伝票No305株式会社 エントリー,10E200690,支払手数料,,,,,840,0,10A100090,売掛金,6,㈱ｴﾝﾄﾘｰ,,,63677,2021-09
2021-09-15,9月15日伝票No306タワー株式会社,10A100020,現金及び預金,40,三菱東京 梅田,,,744725,0,10A100090,売掛金,8,ﾀﾜｰ㈱,,,-7380672,2021-09
2021-09-15,9月15日伝票No306タワー株式会社,10A100090,売掛金,8,ﾀﾜｰ㈱,,,0,744725,10A100020,現金及び預金,40,三菱東京 梅田,,,-69043139,2021-09
2021-09-15,9月15日伝票No306タワー株式会社,10A100090,売掛金,8,ﾀﾜｰ㈱,,,0,840,10E200690,支払手数料,,,,,-69043979,2021-09
2021-09-15,9月15日伝票No306タワー株式会社,10E200690,支払手数料,,,,,840,0,10A100090,売掛金,8,ﾀﾜｰ㈱,,,64517,2021-09
2021-09-15,9月15日伝票No307高橋物産株式会社,10A100020,現金及び預金,40,三菱東京 梅田,,,705936,0,10A100090,売掛金,9,高橋物産㈱,,,-6674736,2021-09
2021-09-15,9月15日伝票No307高橋物産株式会社,10A100090,売掛金,9,高橋物産㈱,,,0,705936,10A100020,現金及び預金,40,三菱東京 梅田,,,-69749915,2021-09
2021-09-15,9月15日伝票No307高橋物産株式会社,10A100090,売掛金,9,高橋物産㈱,,,0,840,10E200690,支払手数料,,,,,-69750755,2021-09
2021-09-15,9月15日伝票No307高橋物産株式会社,10E200690,支払手数料,,,,,840,0,10A100090,売掛金,9,高橋物産㈱,,,65357,2021-09
2021-09-15,9月15日伝票No308阿部商事株式会社,10A100020,現金及び預金,20,みずほ 本店,,,1263747,0,10A100090,売掛金,13,阿部商事㈱,,,-5410989,2021-09
2021-09-15,9月15日伝票No308阿部商事株式会社,10A100090,売掛金,13,阿部商事㈱,,,0,1263747,10A100020,現金及び預金,20,みずほ 本店,,,-71014502,2021-09
2021-09-15,9月15日伝票No309株式会社 久城商事,10A100020,現金及び預金,40,三菱東京 梅田,,,763474,0,10A100090,売掛金,20,㈱久城商事,,,-4647515,2021-09
2021-09-15,9月15日伝票No309株式会社 久城商事,10A100090,売掛金,20,㈱久城商事,,,0,763474,10A100020,現金及び預金,40,三菱東京 梅田,,,-71777976,2021-09
2021-09-15,9月15日伝票No309株式会社 久城商事,10A100090,売掛金,20,㈱久城商事,,,0,315,10E200690,支払手数料,,,,,-71778291,2021-09
2021-09-15,9月15日伝票No309株式会社 久城商事,10E200690,支払手数料,,,,,315,0,10A100090,売掛金,20,㈱久城商事,,,65672,2021-09
2021-09-15,9月15日伝票No224株式会社 Y2,10A100020,現金及び預金,20,みずほ 本店,,,0,6139436,10B100040,買掛金,1,㈱Y2,,,-10786951,2021-09
2021-09-15,9月15日伝票No224株式会社 Y2,10B100040,買掛金,1,㈱Y2,,,6139436,0,10A100020,現金及び預金,20,みずほ 本店,,,-24839925,2021-09
2021-09-15,会費,10A100020,現金及び預金,,,,,0,20000,10E201140,諸会費,,,,,-10806951,2021-09
2021-09-15,会費,10E201140,諸会費,,,,,20000,0,10A100020,現金及び預金,,,,,600000,2021-09
2021-09-15,ガソリン代,10B100630,未払金,,,,,0,25780,10E201120,車両費,,,,,35507257,2021-09
2021-09-15,ガソリン代,10E201120,車両費,,,,,25780,0,10B100630,未払金,,,,,3067541,2021-09
2021-09-15,9月給与その他 0060 パート･アルバイト,10A100020,現金及び預金,,,,,0,349816,10E200520,雑給,,,,,-11156767,2021-09
2021-09-15,9月給与その他 0060 パート･アルバイト,10B100690,預り金,3,源泉税,,,0,480,10E200520,雑給,,,,,-105799,2021-09
2021-09-15,9月給与その他 0060 パート･アルバイト,10B100690,預り金,9,その他,,,0,5734,10E200520,雑給,,,,,-100065,2021-09
2021-09-15,9月給与その他 0060 パート･アルバイト,10E200520,雑給,,,,,349816,0,10A100020,現金及び預金,,,,,2151713,2021-09
2021-09-15,9月給与その他 0060 パート･アルバイト,10E200520,雑給,,,,,480,0,10B100690,預り金,3,源泉税,,,2152193,2021-09
2021-09-15,9月給与その他 0060 パート･アルバイト,10E200520,雑給,,,,,5734,0,10B100690,預り金,9,その他,,,2157927,2021-09
2021-09-16,会費,10A100020,現金及び預金,40,三菱東京 梅田,,,0,24000,10E201140,諸会費,,,,,-11180767,2021-09
2021-09-16,会費,10E201140,諸会費,,,,,24000,0,10A100020,現金及び預金,40,三菱東京 梅田,,,624000,2021-09
2021-09-16,ダスキン代,10A100020,現金及び預金,,,,,0,16500,10E201270,雑費,,,,,-11197267,2021-09
2021-09-16,ダスキン代,10E201270,雑費,,,,,16500,0,10A100020,現金及び預金,,,,,2512313,2021-09
2021-09-16,ゴルフプレー代,10A100020,現金及び預金,,,,,0,11000,10E200150,交際費,,,,,-11208267,2021-09
2021-09-16,ゴルフプレー代,10E200150,交際費,,,,,11000,0,10A100020,現金及び預金,,,,,1837158,2021-09
2021-09-16,タクシー代,10A100020,現金及び預金,,,,,0,7600,10E201230,旅費及び交通費,,,,,-11215867,2021-09
2021-09-16,タクシー代,10E201230,旅費及び交通費,,,,,7600,0,10A100020,現金及び預金,,,,,5668911,2021-09
2021-09-17,ガソリン代,10A100020,現金及び預金,,,,,0,7113,10E201120,車両費,,,,,-11222980,2021-09
2021-09-17,ガソリン代,10A100020,現金及び預金,,,,,0,4015,10E201120,車両費,,,,,-11226995,2021-09
2021-09-17,ガソリン代,10E201120,車両費,,,,,7113,0,10A100020,現金及び預金,,,,,3074654,2021-09
2021-09-17,ガソリン代,10E201120,車両費,,,,,4015,0,10A100020,現金及び預金,,,,,3078669,2021-09
2021-09-17,広告費,10B100630,未払金,,,,,0,31500,10E200050,広告宣伝費,,,,,35538757,2021-09
2021-09-17,広告費,10E200050,広告宣伝費,,,,,31500,0,10B100630,未払金,,,,,869700,2021-09
2021-09-17,高速代,10A100020,現金及び預金,,,,,0,1096,10E201120,車両費,,,,,-11228091,2021-09
2021-09-17,駐車代,10A100020,現金及び預金,,,,,0,762,10E201120,車両費,,,,,-11228853,2021-09
2021-09-17,ガソリン代,10A100020,現金及び預金,,,,,0,5477,10E201120,車両費,,,,,-11234330,2021-09
2021-09-17,高速代,10E201120,車両費,,,,,1096,0,10A100020,現金及び預金,,,,,3079765,2021-09
2021-09-17,駐車代,10E201120,車両費,,,,,762,0,10A100020,現金及び預金,,,,,3080527,2021-09
2021-09-17,ガソリン代,10E201120,車両費,,,,,5477,0,10A100020,現金及び預金,,,,,3086004,2021-09
2021-09-18,JR回数券,10A100020,現金及び預金,,,,,0,82620,10E201230,旅費及び交通費,,,,,-11316950,2021-09
2021-09-18,JR回数券,10E201230,旅費及び交通費,,,,,82620,0,10A100020,現金及び預金,,,,,5751531,2021-09
2021-09-18,手土産代 今井百貨店,10A100020,現金及び預金,,,,,0,6300,10E200150,交際費,,,,,-11323250,2021-09
2021-09-18,手土産代 今井百貨店,10E200150,交際費,,,,,6300,0,10A100020,現金及び預金,,,,,1843458,2021-09
2021-09-18,景品代,10A100020,現金及び預金,,,,,0,39874,10E200140,福利厚生費,,,,,-11363124,2021-09
2021-09-18,景品代,10E200140,福利厚生費,,,,,39874,0,10A100020,現金及び預金,,,,,2367956,2021-09
2021-09-19,ガソリン代,10A100020,現金及び預金,,,,,0,3620,10E201120,車両費,,,,,-11366744,2021-09
2021-09-19,ガソリン代,10E201120,車両費,,,,,3620,0,10A100020,現金及び預金,,,,,3089624,2021-09
2021-09-19,ガソリン代,10A100020,現金及び預金,,,,,0,4602,10E201120,車両費,,,,,-11371346,2021-09
2021-09-19,駐車代,10A100020,現金及び預金,,,,,0,381,10E201120,車両費,,,,,-11371727,2021-09
2021-09-19,ガソリン代,10E201120,車両費,,,,,4602,0,10A100020,現金及び預金,,,,,3094226,2021-09
2021-09-19,駐車代,10E201120,車両費,,,,,381,0,10A100020,現金及び預金,,,,,3094607,2021-09
2021-09-20,残業夜食 軽減税率,10A100020,現金及び預金,,,,,0,21600,10E200140,福利厚生費,,,,,-11393327,2021-09
2021-09-20,残業夜食 軽減税率,10E200140,福利厚生費,,,,,21600,0,10A100020,現金及び預金,,,,,2389556,2021-09
2021-09-20,広告料,10B100630,未払金,,,,,0,52500,10E200050,広告宣伝費,,,,,35591257,2021-09
2021-09-20,広告料,10E200050,広告宣伝費,,,,,52500,0,10B100630,未払金,,,,,922200,2021-09
2021-09-20,手形満期 もみじデパート,10A100020,現金及び預金,1,みずほ銀行,,,10772743,0,10A100060,受取手形,,,,,-620584,2021-09
2021-09-20,手形満期 もみじデパート,10A100060,受取手形,,,,,0,10772743,10A100020,現金及び預金,1,みずほ銀行,,,42612301,2021-09
2021-09-20,9月20日伝票No310株式会社 斉藤,10A100020,現金及び預金,,,,,727257,0,10A100090,売掛金,11,㈱斉藤,,,106673,2021-09
2021-09-20,資金移動,10A100020,現金及び預金,20,みずほ 本店,,,15000000,0,10A100090,売掛金,11,㈱斉藤,,,15106673,2021-09
2021-09-20,9月20日伝票No310株式会社 斉藤,10A100090,売掛金,11,㈱斉藤,,,0,727257,10A100020,現金及び預金,,,,,-72505548,2021-09
2021-09-20,資金移動,10A100090,売掛金,11,㈱斉藤,,,0,15000000,10A100020,現金及び預金,20,みずほ 本店,,,-87505548,2021-09
2021-09-20,9月20日伝票No311合同会社 たかだ,10A100020,現金及び預金,30,三井 名古屋,,,781357,0,10A100090,売掛金,21,(同)たかだ,,,15888030,2021-09
2021-09-20,9月20日伝票No311合同会社 たかだ,10A100090,売掛金,21,(同)たかだ,,,0,781357,10A100020,現金及び預金,30,三井 名古屋,,,-88286905,2021-09
2021-09-20,9月20日伝票No311合同会社 たかだ,10A100090,売掛金,21,(同)たかだ,,,0,630,10E200690,支払手数料,,,,,-88287535,2021-09
2021-09-20,9月20日伝票No311合同会社 たかだ,10E200690,支払手数料,,,,,630,0,10A100090,売掛金,21,(同)たかだ,,,66302,2021-09
2021-09-20,9月20日伝票No312株式会社 ＹＡＧ,10A100020,現金及び預金,20,みずほ 本店,,,1006422,0,10A100090,売掛金,30,㈱YAG,,,16894452,2021-09
2021-09-20,9月20日伝票No312株式会社 ＹＡＧ,10A100090,売掛金,30,㈱YAG,,,0,1006422,10A100020,現金及び預金,20,みずほ 本店,,,-89293957,2021-09
2021-09-20,9月20日伝票No312株式会社 ＹＡＧ,10A100090,売掛金,30,㈱YAG,,,0,735,10E200690,支払手数料,,,,,-89294692,2021-09
2021-09-20,9月20日伝票No312株式会社 ＹＡＧ,10E200690,支払手数料,,,,,735,0,10A100090,売掛金,30,㈱YAG,,,67037,2021-09
2021-09-20,9月20日伝票No226株式会社 アタッチ,10A100020,現金及び預金,20,みずほ 本店,,,0,944145,10B100040,買掛金,4,㈱ｱﾀｯﾁ,,,15950307,2021-09
2021-09-20,9月20日伝票No226株式会社 アタッチ,10B100040,買掛金,4,㈱ｱﾀｯﾁ,,,944145,0,10A100020,現金及び預金,20,みずほ 本店,,,-25784070,2021-09
2021-09-20,9月20日伝票No227株式会社 ハナダ,10A100020,現金及び預金,20,みずほ 本店,,,0,3600809,10B100040,買掛金,6,㈱ﾊﾅﾀﾞ,,,12349498,2021-09
2021-09-20,9月20日伝票No227株式会社 ハナダ,10B100040,買掛金,6,㈱ﾊﾅﾀﾞ,,,3600809,0,10A100020,現金及び預金,20,みずほ 本店,,,-29384879,2021-09
2021-09-20,9月20日伝票No229株式会社 まつむら,10A100020,現金及び預金,20,みずほ 本店,,,0,4398969,10B100040,買掛金,11,㈱まつむら,,,7950529,2021-09
2021-09-20,9月20日伝票No229株式会社 まつむら,10B100040,買掛金,11,㈱まつむら,,,4398969,0,10A100020,現金及び預金,20,みずほ 本店,,,-33783848,2021-09
2021-09-20,コピー代,10B100630,未払金,,,,,0,7198,10E201110,事務用消耗品費,,,,,35598455,2021-09
2021-09-20,コピー代,10E201110,事務用消耗品費,,,,,7198,0,10B100630,未払金,,,,,700206,2021-09
2021-09-20,事務用品,10B100630,未払金,,,,,0,5730,10E201110,事務用消耗品費,,,,,35604185,2021-09
2021-09-20,事務用品,10E201110,事務用消耗品費,,,,,5730,0,10B100630,未払金,,,,,705936,2021-09
2021-09-20,高速代,10A100020,現金及び預金,,,,,0,3410,10E201120,車両費,,,,,7947119,2021-09
2021-09-20,高速代,10A100020,現金及び預金,,,,,0,2524,10E201120,車両費,,,,,7944595,2021-09
2021-09-20,高速代,10A100020,現金及び預金,,,,,0,3667,10E201120,車両費,,,,,7940928,2021-09
2021-09-20,洗車代,10A100020,現金及び預金,,,,,0,1905,10E201120,車両費,,,,,7939023,2021-09
2021-09-20,ガソリン代,10A100020,現金及び預金,,,,,0,8560,10E201120,車両費,,,,,7930463,2021-09
2021-09-20,ウォッシャー液代,10A100020,現金及び預金,,,,,0,572,10E201120,車両費,,,,,7929891,2021-09
2021-09-20,高速代,10A100020,現金及び預金,,,,,0,4291,10E201120,車両費,,,,,7925600,2021-09
2021-09-20,高速代,10E201120,車両費,,,,,3410,0,10A100020,現金及び預金,,,,,3098017,2021-09
2021-09-20,高速代,10E201120,車両費,,,,,2524,0,10A100020,現金及び預金,,,,,3100541,2021-09
2021-09-20,高速代,10E201120,車両費,,,,,3667,0,10A100020,現金及び預金,,,,,3104208,2021-09
2021-09-20,洗車代,10E201120,車両費,,,,,1905,0,10A100020,現金及び預金,,,,,3106113,2021-09
2021-09-20,ガソリン代,10E201120,車両費,,,,,8560,0,10A100020,現金及び預金,,,,,3114673,2021-09
2021-09-20,ウォッシャー液代,10E201120,車両費,,,,,572,0,10A100020,現金及び預金,,,,,3115245,2021-09
2021-09-20,高速代,10E201120,車両費,,,,,4291,0,10A100020,現金及び預金,,,,,3119536,2021-09
2021-09-20,JR代,10A100020,現金及び預金,,,,,0,8500,10E201230,旅費及び交通費,,,,,7917100,2021-09
2021-09-20,JR代,10E201230,旅費及び交通費,,,,,8500,0,10A100020,現金及び預金,,,,,5760031,2021-09
2021-09-20,会費,10A100020,現金及び預金,,,,,0,18000,10E201140,諸会費,,,,,7899100,2021-09
2021-09-20,会費,10E201140,諸会費,,,,,18000,0,10A100020,現金及び預金,,,,,642000,2021-09
2021-09-20,コピー代,10B100630,未払金,,,,,0,2813,10E201110,事務用消耗品費,,,,,35606998,2021-09
2021-09-20,コピー代,10E201110,事務用消耗品費,,,,,2813,0,10B100630,未払金,,,,,708749,2021-09
2021-09-20,ガソリン代,10A100020,現金及び預金,,,,,0,4303,10E201120,車両費,,,,,7894797,2021-09
2021-09-20,ガソリン代,10E201120,車両費,,,,,4303,0,10A100020,現金及び預金,,,,,3123839,2021-09
2021-09-20,ガソリン代,10A100020,現金及び預金,,,,,0,2381,10E201120,車両費,,,,,7892416,2021-09
2021-09-20,高速代,10A100020,現金及び預金,,,,,0,1191,10E201120,車両費,,,,,7891225,2021-09
2021-09-20,ガソリン代,10E201120,車両費,,,,,2381,0,10A100020,現金及び預金,,,,,3126220,2021-09
2021-09-20,高速代,10E201120,車両費,,,,,1191,0,10A100020,現金及び預金,,,,,3127411,2021-09
2021-09-20,広告料,10A100020,現金及び預金,,,,,0,5000,10E200050,広告宣伝費,,,,,7886225,2021-09
2021-09-20,広告料,10E200050,広告宣伝費,,,,,5000,0,10A100020,現金及び預金,,,,,927200,2021-09
2021-09-20,有線,10B100630,未払金,,,,,0,5000,10E201270,雑費,,,,,35611998,2021-09
2021-09-20,有線,10E201270,雑費,,,,,5000,0,10B100630,未払金,,,,,2517313,2021-09
2021-09-20,事務用品,10B100630,未払金,,,,,0,5981,10E201110,事務用消耗品費,,,,,35617979,2021-09
2021-09-20,カウンター料金,10B100630,未払金,,,,,0,29203,10E201110,事務用消耗品費,,,,,35647182,2021-09
2021-09-20,事務用品,10E201110,事務用消耗品費,,,,,5981,0,10B100630,未払金,,,,,714730,2021-09
2021-09-20,カウンター料金,10E201110,事務用消耗品費,,,,,29203,0,10B100630,未払金,,,,,743933,2021-09
2021-09-20,カウンター料金,10B100630,未払金,,,,,0,6300,10E201110,事務用消耗品費,,,,,35653482,2021-09
2021-09-20,カウンター料金,10E201110,事務用消耗品費,,,,,6300,0,10B100630,未払金,,,,,750233,2021-09
2021-09-20,ファイル等,10B100630,未払金,,,,,0,35038,10E200200,消耗品費,,,,,35688520,2021-09
2021-09-20,飲料水,10B100630,未払金,,,,,0,265940,10E200200,消耗品費,,,,,35954460,2021-09
2021-09-20,ファイル等,10E200200,消耗品費,,,,,35038,0,10B100630,未払金,,,,,1312965,2021-09
2021-09-20,飲料水,10E200200,消耗品費,,,,,265940,0,10B100630,未払金,,,,,1578905,2021-09
2021-09-20,コピー代,10B100630,未払金,,,,,0,36448,10E201110,事務用消耗品費,,,,,35990908,2021-09
2021-09-20,コピー代,10E201110,事務用消耗品費,,,,,36448,0,10B100630,未払金,,,,,786681,2021-09
2021-09-20,事務用品,10B100630,未払金,,,,,0,5123,10E201110,事務用消耗品費,,,,,35996031,2021-09
2021-09-20,事務用品,10E201110,事務用消耗品費,,,,,5123,0,10B100630,未払金,,,,,791804,2021-09
2021-09-21,電気代,10A100020,現金及び預金,40,三菱東京 梅田,,,0,107691,10E201040,水道光熱費,,,,,7778534,2021-09
2021-09-21,水道代,10A100020,現金及び預金,40,三菱東京 梅田,,,0,6308,10E201040,水道光熱費,,,,,7772226,2021-09
2021-09-21,電気代,10E201040,水道光熱費,,,,,107691,0,10A100020,現金及び預金,40,三菱東京 梅田,,,3029322,2021-09
2021-09-21,水道代,10E201040,水道光熱費,,,,,6308,0,10A100020,現金及び預金,40,三菱東京 梅田,,,3035630,2021-09
2021-09-21,飲食代 居酒屋花道4名,10B100630,未払金,,,,,0,23610,10E200150,交際費,,,,,36019641,2021-09
2021-09-21,飲食代 スナックみわ,10B100630,未払金,,,,,0,33715,10E200150,交際費,,,,,36053356,2021-09
2021-09-21,飲食代 居酒屋花道4名,10E200150,交際費,,,,,23610,0,10B100630,未払金,,,,,1867068,2021-09
2021-09-21,飲食代 スナックみわ,10E200150,交際費,,,,,33715,0,10B100630,未払金,,,,,1900783,2021-09
2021-09-21,出張旅費,10A100020,現金及び預金,,,,,0,70000,10E201230,旅費及び交通費,,,,,7702226,2021-09
2021-09-21,出張旅費,10E201230,旅費及び交通費,,,,,70000,0,10A100020,現金及び預金,,,,,5830031,2021-09
2021-09-21,電気料,10A100020,現金及び預金,50,福岡 北九州,,,0,102337,10E201040,水道光熱費,,,,,7599889,2021-09
2021-09-21,水道料,10A100020,現金及び預金,50,福岡 北九州,,,0,5558,10E201040,水道光熱費,,,,,7594331,2021-09
2021-09-21,電気料,10E201040,水道光熱費,,,,,102337,0,10A100020,現金及び預金,50,福岡 北九州,,,3137967,2021-09
2021-09-21,水道料,10E201040,水道光熱費,,,,,5558,0,10A100020,現金及び預金,50,福岡 北九州,,,3143525,2021-09
2021-09-21,電気代,10A100020,現金及び預金,10,北海道 駅前,,,0,74629,10E201040,水道光熱費,,,,,7519702,2021-09
2021-09-21,水道代,10A100020,現金及び預金,10,北海道 駅前,,,0,4246,10E201040,水道光熱費,,,,,7515456,2021-09
2021-09-21,電気代,10E201040,水道光熱費,,,,,74629,0,10A100020,現金及び預金,10,北海道 駅前,,,3218154,2021-09
2021-09-21,水道代,10E201040,水道光熱費,,,,,4246,0,10A100020,現金及び預金,10,北海道 駅前,,,3222400,2021-09
2021-09-21,電気料,10A100020,現金及び預金,20,みずほ 本店,,,0,179448,10E201040,水道光熱費,,,,,7336008,2021-09
2021-09-21,水道料,10A100020,現金及び預金,20,みずほ 本店,,,0,7313,10E201040,水道光熱費,,,,,7328695,2021-09
2021-09-21,電気料,10E201040,水道光熱費,,,,,179448,0,10A100020,現金及び預金,20,みずほ 本店,,,3401848,2021-09
2021-09-21,水道料,10E201040,水道光熱費,,,,,7313,0,10A100020,現金及び預金,20,みずほ 本店,,,3409161,2021-09
2021-09-21,電気料,10A100020,現金及び預金,30,三井 名古屋,,,0,78757,10E201040,水道光熱費,,,,,7249938,2021-09
2021-09-21,水道料,10A100020,現金及び預金,30,三井 名古屋,,,0,3425,10E201040,水道光熱費,,,,,7246513,2021-09
2021-09-21,ガス代,10A100020,現金及び預金,30,三井 名古屋,,,0,3823,10E201040,水道光熱費,,,,,7242690,2021-09
2021-09-21,電気料,10E201040,水道光熱費,,,,,78757,0,10A100020,現金及び預金,30,三井 名古屋,,,3487918,2021-09
2021-09-21,水道料,10E201040,水道光熱費,,,,,3425,0,10A100020,現金及び預金,30,三井 名古屋,,,3491343,2021-09
2021-09-21,ガス代,10E201040,水道光熱費,,,,,3823,0,10A100020,現金及び預金,30,三井 名古屋,,,3495166,2021-09
2021-09-22,お見舞い,10A100020,現金及び預金,,,,,0,10000,10E200150,交際費,,,,,7232690,2021-09
2021-09-22,お見舞い,10E200150,交際費,,,,,10000,0,10A100020,現金及び預金,,,,,1910783,2021-09
2021-09-22,コーヒー代2名,10A100020,現金及び預金,,,,,0,1260,10E200150,交際費,,,,,7231430,2021-09
2021-09-22,コーヒー代2名,10E200150,交際費,,,,,1260,0,10A100020,現金及び預金,,,,,1912043,2021-09
2021-09-22,ダスキン代,10A100020,現金及び預金,,,,,0,1890,10E201270,雑費,,,,,7229540,2021-09
2021-09-22,ダスキン代,10E201270,雑費,,,,,1890,0,10A100020,現金及び預金,,,,,2519203,2021-09
2021-09-22,宿泊費,10B100630,未払金,,,,,0,48164,10E200140,福利厚生費,,,,,36101520,2021-09
2021-09-22,宿泊費,10E200140,福利厚生費,,,,,48164,0,10B100630,未払金,,,,,2437720,2021-09
2021-09-22,お茶代,10B100630,未払金,,,,,0,10900,10E200140,福利厚生費,,,,,36112420,2021-09
2021-09-22,お茶代,10E200140,福利厚生費,,,,,10900,0,10B100630,未払金,,,,,2448620,2021-09
2021-09-22,ティッシュペーパー他,10A100020,現金及び預金,,,,,0,1581,10E201270,雑費,,,,,7227959,2021-09
2021-09-22,ティッシュペーパー他,10E201270,雑費,,,,,1581,0,10A100020,現金及び預金,,,,,2520784,2021-09
2021-09-22,飲食代 スナックりりあん2名,10A100020,現金及び預金,,,,,0,10460,10E200150,交際費,,,,,7217499,2021-09
2021-09-22,飲食代 スナックりりあん2名,10E200150,交際費,,,,,10460,0,10A100020,現金及び預金,,,,,1922503,2021-09
2021-09-22,ダスキン代,10A100020,現金及び預金,,,,,0,10500,10E201270,雑費,,,,,7206999,2021-09
2021-09-22,ダスキン代,10E201270,雑費,,,,,10500,0,10A100020,現金及び預金,,,,,2531284,2021-09
2021-09-22,清掃料,10B100630,未払金,,,,,0,71675,10E201270,雑費,,,,,36184095,2021-09
2021-09-22,清掃料,10E201270,雑費,,,,,71675,0,10B100630,未払金,,,,,2602959,2021-09
2021-09-23,旅費,10A100020,現金及び預金,,,,,0,23500,10E201230,旅費及び交通費,,,,,7183499,2021-09
2021-09-23,旅費,10E201230,旅費及び交通費,,,,,23500,0,10A100020,現金及び預金,,,,,5853531,2021-09
2021-09-23,旅費,10A100020,現金及び預金,,,,,0,11000,10E201230,旅費及び交通費,,,,,7172499,2021-09
2021-09-23,旅費,10E201230,旅費及び交通費,,,,,11000,0,10A100020,現金及び預金,,,,,5864531,2021-09
2021-09-23,タクシー代,10B100630,未払金,,,,,0,2420,10E201230,旅費及び交通費,,,,,36186515,2021-09
2021-09-23,タクシー代,10E201230,旅費及び交通費,,,,,2420,0,10B100630,未払金,,,,,5866951,2021-09
2021-09-23,宿泊代,10B100630,未払金,,,,,0,28851,10E200140,福利厚生費,,,,,36215366,2021-09
2021-09-23,宿泊代,10E200140,福利厚生費,,,,,28851,0,10B100630,未払金,,,,,2477471,2021-09
2021-09-23,高速代,10A100020,現金及び預金,,,,,0,4600,10E201120,車両費,,,,,7167899,2021-09
2021-09-23,高速代,10E201120,車両費,,,,,4600,0,10A100020,現金及び預金,,,,,3132011,2021-09
2021-09-24,ガソリン代,10B100630,未払金,,,,,0,45400,10E201120,車両費,,,,,36260766,2021-09
2021-09-24,ガソリン代,10E201120,車両費,,,,,45400,0,10B100630,未払金,,,,,3177411,2021-09
2021-09-24,業務委託費,10B100630,未払金,,,,,0,504000,10E200020,販売手数料,,,,,36764766,2021-09
2021-09-24,業務委託費,10E200020,販売手数料,,,,,504000,0,10B100630,未払金,,,,,11362708,2021-09
2021-09-24,ガソリン代,10A100020,現金及び預金,,,,,0,6172,10E201120,車両費,,,,,7161727,2021-09
2021-09-24,高速代,10A100020,現金及び預金,,,,,0,8477,10E201120,車両費,,,,,7153250,2021-09
2021-09-24,ガソリン代,10E201120,車両費,,,,,6172,0,10A100020,現金及び預金,,,,,3183583,2021-09
2021-09-24,高速代,10E201120,車両費,,,,,8477,0,10A100020,現金及び預金,,,,,3192060,2021-09
2021-09-24,業務委託費,10B100630,未払金,,,,,0,147000,10E200020,販売手数料,,,,,36911766,2021-09
