C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18
1,"[""20211110"",""900429""]",774-C,1,2-auxiliary-account,,,,,,,,,B001,Demo Central Bank,auxiliary-account,,
1,"[""20211110"",""900429""]",774-C,,,1,,,,,,,,,,,00,0
1,"[""20211110"",""900429""]",774-D,,,,,,,D,79610,,,,,,,
1,"[""20211110"",""900429""]",774-D,1,,,,,,,,1400,Demo Prepaid Expenses,,,,,
1,"[""20211110"",""900429""]",774-D,1,1-department,,,,,,,,,D05,Demo Digital Services,department,,
1,"[""20211110"",""900429""]",774-D,1,2-auxiliary-account,,,,,,,,,S004,Demo Logistics Services,auxiliary-account,,
1,"[""20211110"",""900429""]",774-D,,,1,,,,,,,,,,,00,0
1,"[""20211112"",""900456""]",,,,,2021-11-12,900456,Synthetic demo purchase on account 900456,,,,,,,,,
1,"[""20211112"",""900456""]",775-C,,,,,,,C,204250,,,,,,,
1,"[""20211112"",""900456""]",775-C,1,,,,,,,,2000,Demo Accounts Payable,,,,,
1,"[""20211112"",""900456""]",775-C,1,1-department,,,,,,,,,D04,Demo Logistics,department,,
1,"[""20211112"",""900456""]",775-C,1,2-auxiliary-account,,,,,,,,,V001,Demo Vendor Keystone,auxiliary-account,,
1,"[""20211112"",""900456""]",775-C,,,1,,,,,,,,,,,00,0
1,"[""20211112"",""900456""]",775-D,,,,,,,D,204250,,,,,,,
1,"[""20211112"",""900456""]",775-D,1,,,,,,,,5000,Demo Purchases,,,,,
1,"[""20211112"",""900456""]",775-D,1,1-department,,,,,,,,,D04,Demo Logistics,department,,
1,"[""20211112"",""900456""]",775-D,1,2-auxiliary-account,,,,,,,,,V001,Demo Vendor Keystone,auxiliary-account,,
1,"[""20211112"",""900456""]",775-D,,,1,,,,,,,,,,,Q5,18568
1,"[""20211113"",""900441""]",,,,,2021-11-13,900441,Synthetic demo credit sale 900441,,,,,,,,,
1,"[""20211113"",""900441""]",776-C,,,,,,,C,337560,,,,,,,
1,"[""20211113"",""900441""]",776-C,1,,,,,,,,4000,Demo Product Sales,,,,,
1,"[""20211113"",""900441""]",776-C,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20211113"",""900441""]",776-C,1,2-auxiliary-account,,,,,,,,,C004,Demo Customer Dawn,auxiliary-account,,
1,"[""20211113"",""900441""]",776-C,,,1,,,,,,,,,,,B5,30687
1,"[""20211113"",""900441""]",776-D,,,,,,,D,337560,,,,,,,
1,"[""20211113"",""900441""]",776-D,1,,,,,,,,1200,Demo Accounts Receivable,,,,,
1,"[""20211113"",""900441""]",776-D,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20211113"",""900441""]",776-D,1,2-auxiliary-account,,,,,,,,,C001,Demo Customer Aurora,auxiliary-account,,
1,"[""20211113"",""900441""]",776-D,,,1,,,,,,,,,,,00,0
1,"[""20211114"",""900421""]",,,,,2021-11-14,900421,Synthetic demo credit sale 900421,,,,,,,,,
1,"[""20211114"",""900421""]",777-C,,,,,,,C,167500,,,,,,,
1,"[""20211114"",""900421""]",777-C,1,,,,,,,,4010,Demo Service Revenue,,,,,
1,"[""20211114"",""900421""]",777-C,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20211114"",""900421""]",777-C,1,2-auxiliary-account,,,,,,,,,C004,Demo Customer Dawn,auxiliary-account,,
1,"[""20211114"",""900421""]",777-C,,,1,,,,,,,,,,,B5,15227
1,"[""20211114"",""900421""]",777-D,,,,,,,D,167500,,,,,,,
1,"[""20211114"",""900421""]",777-D,1,,,,,,,,1200,Demo Accounts Receivable,,,,,
1,"[""20211114"",""900421""]",777-D,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20211114"",""900421""]",777-D,1,2-auxiliary-account,,,,,,,,,C001,Demo Customer Aurora,auxiliary-account,,
1,"[""20211114"",""900421""]",777-D,,,1,,,,,,,,,,,00,0
1,"[""20211114"",""900433""]",,,,,2021-11-14,900433,Synthetic demo operating cost bundle 900433,,,,,,,,,
1,"[""20211114"",""900433""]",778-C,,,,,,,C,186570,,,,,,,
1,"[""20211114"",""900433""]",778-C,1,,,,,,,,1110,Demo North Current Deposit,,,,,
1,"[""20211114"",""900433""]",778-C,1,1-department,,,,,,,,,D03,Demo Operations,department,,
1,"[""20211114"",""900433""]",778-C,1,2-auxiliary-account,,,,,,,,,B002,North Demo Bank,auxiliary-account,,
1,"[""20211114"",""900433""]",778-C,,,1,,,,,,,,,,,00,0
1,"[""20211114"",""900433""]",778-D,,,,,,,D,37310,,,,,,,
1,"[""20211114"",""900433""]",778-D,1,,,,,,,,6030,Demo Utilities,,,,,
1,"[""20211114"",""900433""]",778-D,1,1-department,,,,,,,,,D03,Demo Operations,department,,
1,"[""20211114"",""900433""]",778-D,1,2-auxiliary-account,,,,,,,,,S002,Demo Energy Services,auxiliary-account,,
1,"[""20211114"",""900433""]",778-D,,,1,,,,,,,,,,,Q5,3392
1,"[""20211114"",""900433""]",779-D,,,,,,,D,14920,,,,,,,
1,"[""20211114"",""900433""]",779-D,1,,,,,,,,6040,Demo Communication,,,,,
1,"[""20211114"",""900433""]",779-D,1,1-department,,,,,,,,,D03,Demo Operations,department,,
1,"[""20211114"",""900433""]",779-D,1,2-auxiliary-account,,,,,,,,,S003,Demo Network Services,auxiliary-account,,
1,"[""20211114"",""900433""]",779-D,,,1,,,,,,,,,,,Q5,1356
1,"[""20211114"",""900433""]",780-D,,,,,,,D,134340,,,,,,,
1,"[""20211114"",""900433""]",780-D,1,,,,,,,,6060,Demo Office Supplies,,,,,
1,"[""20211114"",""900433""]",780-D,1,1-department,,,,,,,,,D03,Demo Operations,department,,
1,"[""20211114"",""900433""]",780-D,1,2-auxiliary-account,,,,,,,,,V004,Demo Vendor Nimbus,auxiliary-account,,
1,"[""20211114"",""900433""]",780-D,,,1,,,,,,,,,,,Q5,12213
1,"[""20211114"",""900448""]",,,,,2021-11-14,900448,Synthetic demo operating expense 900448,,,,,,,,,
1,"[""20211114"",""900448""]",781-C,,,,,,,C,118920,,,,,,,
1,"[""20211114"",""900448""]",781-C,1,,,,,,,,1110,Demo North Current Deposit,,,,,
1,"[""20211114"",""900448""]",781-C,1,1-department,,,,,,,,,D03,Demo Operations,department,,
1,"[""20211114"",""900448""]",781-C,1,2-auxiliary-account,,,,,,,,,B002,North Demo Bank,auxiliary-account,,
1,"[""20211114"",""900448""]",781-C,,,1,,,,,,,,,,,00,0
1,"[""20211114"",""900448""]",781-D,,,,,,,D,118920,,,,,,,
1,"[""20211114"",""900448""]",781-D,1,,,,,,,,7000,Demo Taxes and Dues,,,,,
1,"[""20211114"",""900448""]",781-D,1,1-department,,,,,,,,,D03,Demo Operations,department,,
1,"[""20211114"",""900448""]",781-D,1,2-auxiliary-account,,,,,,,,,V001,Demo Vendor Keystone,auxiliary-account,,
1,"[""20211114"",""900448""]",781-D,,,1,,,,,,,,,,,P0,0
1,"[""20211115"",""900419""]",,,,,2021-11-15,900419,Synthetic demo prepaid service 900419,,,,,,,,,
1,"[""20211115"",""900419""]",782-C,,,,,,,C,125550,,,,,,,
1,"[""20211115"",""900419""]",782-C,1,,,,,,,,1120,Demo Harbor Ordinary Deposit,,,,,
1,"[""20211115"",""900419""]",782-C,1,1-department,,,,,,,,,D05,Demo Digital Services,department,,
1,"[""20211115"",""900419""]",782-C,1,2-auxiliary-account,,,,,,,,,B003,Harbor Demo Bank,auxiliary-account,,
1,"[""20211115"",""900419""]",782-C,,,1,,,,,,,,,,,00,0
1,"[""20211115"",""900419""]",782-D,,,,,,,D,125550,,,,,,,
1,"[""20211115"",""900419""]",782-D,1,,,,,,,,1400,Demo Prepaid Expenses,,,,,
1,"[""20211115"",""900419""]",782-D,1,1-department,,,,,,,,,D05,Demo Digital Services,department,,
1,"[""20211115"",""900419""]",782-D,1,2-auxiliary-account,,,,,,,,,S006,Demo Insurance Services,auxiliary-account,,
1,"[""20211115"",""900419""]",782-D,,,1,,,,,,,,,,,00,0
1,"[""20211115"",""900427""]",,,,,2021-11-15,900427,Synthetic demo vendor settlement 900427,,,,,,,,,
1,"[""20211115"",""900427""]",783-C,,,,,,,C,159020,,,,,,,
1,"[""20211115"",""900427""]",783-C,1,,,,,,,,1110,Demo North Current Deposit,,,,,
1,"[""20211115"",""900427""]",783-C,1,1-department,,,,,,,,,D04,Demo Logistics,department,,
1,"[""20211115"",""900427""]",783-C,1,2-auxiliary-account,,,,,,,,,B002,North Demo Bank,auxiliary-account,,
1,"[""20211115"",""900427""]",783-C,,,1,,,,,,,,,,,00,0
1,"[""20211115"",""900427""]",783-D,,,,,,,D,159020,,,,,,,
1,"[""20211115"",""900427""]",783-D,1,,,,,,,,2000,Demo Accounts Payable,,,,,
1,"[""20211115"",""900427""]",783-D,1,1-department,,,,,,,,,D04,Demo Logistics,department,,
1,"[""20211115"",""900427""]",783-D,1,2-auxiliary-account,,,,,,,,,V001,Demo Vendor Keystone,auxiliary-account,,
1,"[""20211115"",""900427""]",783-D,,,1,,,,,,,,,,,00,0
1,"[""20211115"",""900428""]",,,,,2021-11-15,900428,Synthetic demo operating expense 900428,,,,,,,,,
1,"[""20211115"",""900428""]",784-C,,,,,,,C,57890,,,,,,,
1,"[""20211115"",""900428""]",784-C,1,,,,,,,,1120,Demo Harbor Ordinary Deposit,,,,,
1,"[""20211115"",""900428""]",784-C,1,1-department,,,,,,,,,D05,Demo Digital Services,department,,
1,"[""20211115"",""900428""]",784-C,1,2-auxiliary-account,,,,,,,,,B003,Harbor Demo Bank,auxiliary-account,,
1,"[""20211115"",""900428""]",784-C,,,1,,,,,,,,,,,00,0
1,"[""20211115"",""900428""]",784-D,,,,,,,D,57890,,,,,,,
1,"[""20211115"",""900428""]",784-D,1,,,,,,,,6160,Demo Shipping,,,,,
1,"[""20211115"",""900428""]",784-D,1,1-department,,,,,,,,,D05,Demo Digital Services,department,,
1,"[""20211115"",""900428""]",784-D,1,2-auxiliary-account,,,,,,,,,V001,Demo Vendor Keystone,auxiliary-account,,
1,"[""20211115"",""900428""]",784-D,,,1,,,,,,,,,,,Q5,5263
1,"[""20211115"",""900436""]",,,,,2021-11-15,900436,Synthetic demo mixed sales and receipt 900436,,,,,,,,,
1,"[""20211115"",""900436""]",785-D,,,,,,,D,139290,,,,,,,
1,"[""20211115"",""900436""]",785-D,1,,,,,,,,1110,Demo North Current Deposit,,,,,
1,"[""20211115"",""900436""]",785-D,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20211115"",""900436""]",785-D,1,2-auxiliary-account,,,,,,,,,B002,North Demo Bank,auxiliary-account,,
1,"[""20211115"",""900436""]",785-D,,,1,,,,,,,,,,,00,0
1,"[""20211115"",""900436""]",786-D,,,,,,,D,441120,,,,,,,
1,"[""20211115"",""900436""]",786-D,1,,,,,,,,1200,Demo Accounts Receivable,,,,,
1,"[""20211115"",""900436""]",786-D,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20211115"",""900436""]",786-D,1,2-auxiliary-account,,,,,,,,,C001,Demo Customer Aurora,auxiliary-account,,
1,"[""20211115"",""900436""]",786-D,,,1,,,,,,,,,,,00,0
1,"[""20211115"",""900436""]",787-C,,,,,,,C,266980,,,,,,,
1,"[""20211115"",""900436""]",787-C,1,,,,,,,,4000,Demo Product Sales,,,,,
1,"[""20211115"",""900436""]",787-C,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20211115"",""900436""]",787-C,1,2-auxiliary-account,,,,,,,,,C008,Demo Customer Halo,auxiliary-account,,
1,"[""20211115"",""900436""]",787-C,,,1,,,,,,,,,,,B5,24271
1,"[""20211115"",""900436""]",788-C,,,,,,,C,313430,,,,,,,
1,"[""20211115"",""900436""]",788-C,1,,,,,,,,4010,Demo Service Revenue,,,,,
1,"[""20211115"",""900436""]",788-C,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20211115"",""900436""]",788-C,1,2-auxiliary-account,,,,,,,,,C009,Demo Customer Indigo,auxiliary-account,,
1,"[""20211115"",""900436""]",788-C,,,1,,,,,,,,,,,B5,28494
1,"[""20211115"",""900458""]",,,,,2021-11-15,900458,Synthetic demo financing settlement 900458,,,,,,,,,
1,"[""20211115"",""900458""]",789-C,,,,,,,C,491530,,,,,,,
1,"[""20211115"",""900458""]",789-C,1,,,,,,,,1120,Demo Harbor Ordinary Deposit,,,,,
1,"[""20211115"",""900458""]",789-C,1,1-department,,,,,,,,,D06,Demo Management,department,,
1,"[""20211115"",""900458""]",789-C,1,2-auxiliary-account,,,,,,,,,B003,Harbor Demo Bank,auxiliary-account,,
1,"[""20211115"",""900458""]",789-C,,,1,,,,,,,,,,,00,0
1,"[""20211115"",""900458""]",789-D,,,,,,,D,157280,,,,,,,
1,"[""20211115"",""900458""]",789-D,1,,,,,,,,2200,Demo Short-term Loans,,,,,
1,"[""20211115"",""900458""]",789-D,1,1-department,,,,,,,,,D06,Demo Management,department,,
1,"[""20211115"",""900458""]",789-D,,,1,,,,,,,,,,,00,0
1,"[""20211115"",""900458""]",790-D,,,,,,,D,108130,,,,,,,
1,"[""20211115"",""900458""]",790-D,1,,,,,,,,6070,Demo Bank Fees,,,,,
1,"[""20211115"",""900458""]",790-D,1,1-department,,,,,,,,,D06,Demo Management,department,,
1,"[""20211115"",""900458""]",790-D,1,2-auxiliary-account,,,,,,,,,B003,Harbor Demo Bank,auxiliary-account,,
1,"[""20211115"",""900458""]",790-D,,,1,,,,,,,,,,,00,0
1,"[""20211115"",""900458""]",791-D,,,,,,,D,226120,,,,,,,
1,"[""20211115"",""900458""]",791-D,1,,,,,,,,7000,Demo Taxes and Dues,,,,,
1,"[""20211115"",""900458""]",791-D,1,1-department,,,,,,,,,D06,Demo Management,department,,
1,"[""20211115"",""900458""]",791-D,,,1,,,,,,,,,,,P0,0
1,"[""20211116"",""900432""]",,,,,2021-11-16,900432,Synthetic demo credit sale 900432,,,,,,,,,
1,"[""20211116"",""900432""]",792-C,,,,,,,C,247300,,,,,,,
1,"[""20211116"",""900432""]",792-C,1,,,,,,,,4000,Demo Product Sales,,,,,
1,"[""20211116"",""900432""]",792-C,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20211116"",""900432""]",792-C,1,2-auxiliary-account,,,,,,,,,C007,Demo Customer Grove,auxiliary-account,,
1,"[""20211116"",""900432""]",792-C,,,1,,,,,,,,,,,B5,22482
1,"[""20211116"",""900432""]",792-D,,,,,,,D,247300,,,,,,,
1,"[""20211116"",""900432""]",792-D,1,,,,,,,,1200,Demo Accounts Receivable,,,,,
1,"[""20211116"",""900432""]",792-D,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20211116"",""900432""]",792-D,1,2-auxiliary-account,,,,,,,,,C001,Demo Customer Aurora,auxiliary-account,,
1,"[""20211116"",""900432""]",792-D,,,1,,,,,,,,,,,00,0
1,"[""20211116"",""900437""]",,,,,2021-11-16,900437,Synthetic demo vendor settlement 900437,,,,,,,,,
1,"[""20211116"",""900437""]",793-C,,,,,,,C,88090,,,,,,,
1,"[""20211116"",""900437""]",793-C,1,,,,,,,,1120,Demo Harbor Ordinary Deposit,,,,,
1,"[""20211116"",""900437""]",793-C,1,1-department,,,,,,,,,D04,Demo Logistics,department,,
1,"[""20211116"",""900437""]",793-C,1,2-auxiliary-account,,,,,,,,,B003,Harbor Demo Bank,auxiliary-account,,
1,"[""20211116"",""900437""]",793-C,,,1,,,,,,,,,,,00,0
1,"[""20211116"",""900437""]",793-D,,,,,,,D,88090,,,,,,,
1,"[""20211116"",""900437""]",793-D,1,,,,,,,,2000,Demo Accounts Payable,,,,,
1,"[""20211116"",""900437""]",793-D,1,1-department,,,,,,,,,D04,Demo Logistics,department,,
1,"[""20211116"",""900437""]",793-D,1,2-auxiliary-account,,,,,,,,,V001,Demo Vendor Keystone,auxiliary-account,,
1,"[""20211116"",""900437""]",793-D,,,1,,,,,,,,,,,00,0
1,"[""20211117"",""900445""]",,,,,2021-11-17,900445,Synthetic demo operating cost bundle 900445,,,,,,,,,
1,"[""20211117"",""900445""]",794-C,,,,,,,C,425530,,,,,,,
1,"[""20211117"",""900445""]",794-C,1,,,,,,,,1110,Demo North Current Deposit,,,,,
1,"[""20211117"",""900445""]",794-C,1,1-department,,,,,,,,,D03,Demo Operations,department,,
1,"[""20211117"",""900445""]",794-C,1,2-auxiliary-account,,,,,,,,,B002,North Demo Bank,auxiliary-account,,
1,"[""20211117"",""900445""]",794-C,,,1,,,,,,,,,,,00,0
1,"[""20211117"",""900445""]",794-D,,,,,,,D,85100,,,,,,,
1,"[""20211117"",""900445""]",794-D,1,,,,,,,,6030,Demo Utilities,,,,,
1,"[""20211117"",""900445""]",794-D,1,1-department,,,,,,,,,D03,Demo Operations,department,,
1,"[""20211117"",""900445""]",794-D,1,2-auxiliary-account,,,,,,,,,S002,Demo Energy Services,auxiliary-account,,
1,"[""20211117"",""900445""]",794-D,,,1,,,,,,,,,,,Q5,7736
1,"[""20211117"",""900445""]",795-D,,,,,,,D,204250,,,,,,,
1,"[""20211117"",""900445""]",795-D,1,,,,,,,,6040,Demo Communication,,,,,
1,"[""20211117"",""900445""]",795-D,1,1-department,,,,,,,,,D03,Demo Operations,department,,
1,"[""20211117"",""900445""]",795-D,1,2-auxiliary-account,,,,,,,,,S003,Demo Network Services,auxiliary-account,,
1,"[""20211117"",""900445""]",795-D,,,1,,,,,,,,,,,Q5,18568
1,"[""20211117"",""900445""]",796-D,,,,,,,D,136180,,,,,,,
1,"[""20211117"",""900445""]",796-D,1,,,,,,,,6060,Demo Office Supplies,,,,,
1,"[""20211117"",""900445""]",796-D,1,1-department,,,,,,,,,D03,Demo Operations,department,,
1,"[""20211117"",""900445""]",796-D,1,2-auxiliary-account,,,,,,,,,V006,Demo Vendor Prairie,auxiliary-account,,
1,"[""20211117"",""900445""]",796-D,,,1,,,,,,,,,,,Q5,12380
1,"[""20211117"",""900452""]",,,,,2021-11-17,900452,Synthetic demo financing settlement 900452,,,,,,,,,
1,"[""20211117"",""900452""]",797-C,,,,,,,C,260360,,,,,,,
1,"[""20211117"",""900452""]",797-C,1,,,,,,,,1120,Demo Harbor Ordinary Deposit,,,,,
1,"[""20211117"",""900452""]",797-C,1,1-department,,,,,,,,,D06,Demo Management,department,,
1,"[""20211117"",""900452""]",797-C,1,2-auxiliary-account,,,,,,,,,B003,Harbor Demo Bank,auxiliary-account,,
1,"[""20211117"",""900452""]",797-C,,,1,,,,,,,,,,,00,0
1,"[""20211117"",""900452""]",797-D,,,,,,,D,39050,,,,,,,
1,"[""20211117"",""900452""]",797-D,1,,,,,,,,2200,Demo Short-term Loans,,,,,
1,"[""20211117"",""900452""]",797-D,1,1-department,,,,,,,,,D06,Demo Management,department,,
1,"[""20211117"",""900452""]",797-D,,,1,,,,,,,,,,,00,0
1,"[""20211117"",""900452""]",798-D,,,,,,,D,119760,,,,,,,
1,"[""20211117"",""900452""]",798-D,1,,,,,,,,6070,Demo Bank Fees,,,,,
1,"[""20211117"",""900452""]",798-D,1,1-department,,,,,,,,,D06,Demo Management,department,,
1,"[""20211117"",""900452""]",798-D,1,2-auxiliary-account,,,,,,,,,B003,Harbor Demo Bank,auxiliary-account,,
1,"[""20211117"",""900452""]",798-D,,,1,,,,,,,,,,,00,0
1,"[""20211117"",""900452""]",799-D,,,,,,,D,101550,,,,,,,
1,"[""20211117"",""900452""]",799-D,1,,,,,,,,7000,Demo Taxes and Dues,,,,,
1,"[""20211117"",""900452""]",799-D,1,1-department,,,,,,,,,D06,Demo Management,department,,
1,"[""20211117"",""900452""]",799-D,,,1,,,,,,,,,,,P0,0
1,"[""20211117"",""900460""]",,,,,2021-11-17,900460,Synthetic demo credit sale 900460,,,,,,,,,
1,"[""20211117"",""900460""]",800-C,,,,,,,C,286310,,,,,,,
1,"[""20211117"",""900460""]",800-C,1,,,,,,,,4010,Demo Service Revenue,,,,,
1,"[""20211117"",""900460""]",800-C,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20211117"",""900460""]",800-C,1,2-auxiliary-account,,,,,,,,,C001,Demo Customer Aurora,auxiliary-account,,
1,"[""20211117"",""900460""]",800-C,,,1,,,,,,,,,,,B5,26028
1,"[""20211117"",""900460""]",800-D,,,,,,,D,286310,,,,,,,
1,"[""20211117"",""900460""]",800-D,1,,,,,,,,1200,Demo Accounts Receivable,,,,,
1,"[""20211117"",""900460""]",800-D,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20211117"",""900460""]",800-D,1,2-auxiliary-account,,,,,,,,,C001,Demo Customer Aurora,auxiliary-account,,
1,"[""20211117"",""900460""]",800-D,,,1,,,,,,,,,,,00,0
1,"[""20211117"",""900470""]",,,,,2021-11-17,900470,Synthetic demo credit sale 900470,,,,,,,,,
1,"[""20211117"",""900470""]",801-C,,,,,,,C,405040,,,,,,,
1,"[""20211117"",""900470""]",801-C,1,,,,,,,,4020,Demo Other Operating Revenue,,,,,
1,"[""20211117"",""900470""]",801-C,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20211117"",""900470""]",801-C,1,2-auxiliary-account,,,,,,,,,C001,Demo Customer Aurora,auxiliary-account,,
1,"[""20211117"",""900470""]",801-C,,,1,,,,,,,,,,,B5,36822
1,"[""20211117"",""900470""]",801-D,,,,,,,D,405040,,,,,,,
1,"[""20211117"",""900470""]",801-D,1,,,,,,,,1200,Demo Accounts Receivable,,,,,
1,"[""20211117"",""900470""]",801-D,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20211117"",""900470""]",801-D,1,2-auxiliary-account,,,,,,,,,C001,Demo Customer Aurora,auxiliary-account,,
1,"[""20211117"",""900470""]",801-D,,,1,,,,,,,,,,,00,0
1,"[""20211118"",""900442""]",,,,,2021-11-18,900442,Synthetic demo mixed sales and receipt 900442,,,,,,,,,
1,"[""20211118"",""900442""]",802-D,,,,,,,D,356400,,,,,,,
1,"[""20211118"",""900442""]",802-D,1,,,,,,,,1110,Demo North Current Deposit,,,,,
1,"[""20211118"",""900442""]",802-D,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20211118"",""900442""]",802-D,1,2-auxiliary-account,,,,,,,,,B002,North Demo Bank,auxiliary-account,,
1,"[""20211118"",""900442""]",802-D,,,1,,,,,,,,,,,00,0
1,"[""20211118"",""900442""]",803-D,,,,,,,D,106470,,,,,,,
1,"[""20211118"",""900442""]",803-D,1,,,,,,,,1200,Demo Accounts Receivable,,,,,
1,"[""20211118"",""900442""]",803-D,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20211118"",""900442""]",803-D,1,2-auxiliary-account,,,,,,,,,C001,Demo Customer Aurora,auxiliary-account,,
1,"[""20211118"",""900442""]",803-D,,,1,,,,,,,,,,,00,0
1,"[""20211118"",""900442""]",804-C,,,,,,,C,203660,,,,,,,
1,"[""20211118"",""900442""]",804-C,1,,,,,,,,4000,Demo Product Sales,,,,,
1,"[""20211118"",""900442""]",804-C,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20211118"",""900442""]",804-C,1,2-auxiliary-account,,,,,,,,,C004,Demo Customer Dawn,auxiliary-account,,
1,"[""20211118"",""900442""]",804-C,,,1,,,,,,,,,,,R5,15086
1,"[""20211118"",""900442""]",805-C,,,,,,,C,259210,,,,,,,
1,"[""20211118"",""900442""]",805-C,1,,,,,,,,4010,Demo Service Revenue,,,,,
1,"[""20211118"",""900442""]",805-C,1,1-department,,,,,,,,,D01,Demo Sales,department,,
1,"[""20211118"",""900442""]",805-C,1,2-auxiliary-account,,,,,,,,,C005,Demo Customer Elm,auxiliary-account,,
1,"[""20211118"",""900442""]",805-C,,,1,,,,,,,,,,,B5,23565
1,"[""20211118"",""900446""]",,,,,2021-11-18,900446,Synthetic demo purchase on account 900446,,,,,,,,,
1,"[""20211118"",""900446""]",806-C,,,,,,,C,142990,,,,,,,
1,"[""20211118"",""900446""]",806-C,1,,,,,,,,2000,Demo Accounts Payable,,,,,
1,"[""20211118"",""900446""]",806-C,1,1-department,,,,,,,,,D04,Demo Logistics,department,,
1,"[""20211118"",""900446""]",806-C,1,2-auxiliary-account,,,,,,,,,V001,Demo Vendor Keystone,auxiliary-account,,
1,"[""20211118"",""900446""]",806-C,,,1,,,,,,,,,,,00,0
1,"[""20211118"",""900446""]",806-D,,,,,,,D,142990,,,,,,,
1,"[""20211118"",""900446""]",806-D,1,,,,,,,,5020,Demo Inventory Adjustment,,,,,
1,"[""20211118"",""900446""]",806-D,1,1-department,,,,,,,,,D04,Demo Logistics,department,,
1,"[""20211118"",""900446""]",806-D,1,2-auxiliary-account,,,,,,,,,V001,Demo Vendor Keystone,auxiliary-account,,
1,"[""20211118"",""900446""]",806-D,,,1,,,,,,,,,,,Q5,12999
1,"[""20211118"",""900447""]",,,,,2021-11-18,900447,Synthetic demo vendor settlement 900447,,,,,,,,,
1,"[""20211118"",""900447""]",807-C,,,,,,,C,240590,,,,,,,
1,"[""20211118"",""900447""]",807-C,1,,,,,,,,1100,Demo Central Ordinary Deposit,,,,,
1,"[""20211118"",""900447""]",807-C,1,1-department,,,,,,,,,D04,Demo Logistics,department,,
1,"[""20211118"",""900447""]",807-C,1,2-auxiliary-account,,,,,,,,,B001,Demo Central Bank,auxiliary-account,,
1,"[""20211118"",""900447""]",807-C,,,1,,,,,,,,,,,00,0
1,"[""20211118"",""900447""]",807-D,,,,,,,D,240590,,,,,,,
1,"[""20211118"",""900447""]",807-D,1,,,,,,,,2000,Demo Accounts Payable,,,,,
1,"[""20211118"",""900447""]",807-D,1,1-department,,,,,,,,,D04,Demo Logistics,department,,
1,"[""20211118"",""900447""]",807-D,1,2-auxiliary-account,,,,,,,,,V001,Demo Vendor Keystone,auxiliary-account,,
1,"[""20211118"",""900447""]",807-D,,,1,,,,,,,,,,,00,0
1,"[""20211120"",""900413""]",,,,,2021-11-20,900413,Synthetic demo financing settlement 900413,,,,,,,,,
1,"[""20211120"",""900413""]",808-C,,,,,,,C,264910,,,,,,,
1,"[""20211120"",""900413""]",808-C,1,,,,,,,,1120,Demo Harbor Ordinary Deposit,,,,,
1,"[""20211120"",""900413""]",808-C,1,1-department,,,,,,,,,D06,Demo Management,department,,
1,"[""20211120"",""900413""]",808-C,1,2-auxiliary-account,,,,,,,,,B003,Harbor Demo Bank,auxiliary-account,,
1,"[""20211120"",""900413""]",808-C,,,1,,,,,,,,,,,00,0
1,"[""20211120"",""900413""]",808-D,,,,,,,D,39730,,,,,,,
1,"[""20211120"",""900413""]",808-D,1,,,,,,,,2200,Demo Short-term Loans,,,,,
1,"[""20211120"",""900413""]",808-D,1,1-department,,,,,,,,,D06,Demo Management,department,,
1,"[""20211120"",""900413""]",808-D,,,1,,,,,,,,,,,00,0
1,"[""20211120"",""900413""]",809-D,,,,,,,D,21190,,,,,,,
1,"[""20211120"",""900413""]",809-D,1,,,,,,,,6070,Demo Bank Fees,,,,,
1,"[""20211120"",""900413""]",809-D,1,1-department,,,,,,,,,D06,Demo Management,department,,
1,"[""20211120"",""900413""]",809-D,1,2-auxiliary-account,,,,,,,,,B003,Harbor Demo Bank,auxiliary-account,,
1,"[""20211120"",""900413""]",809-D,,,1,,,,,,,,,,,00,0
1,"[""20211120"",""900413""]",810-D,,,,,,,D,203990,,,,,,,
1,"[""20211120"",""900413""]",810-D,1,,,,,,,,7000,Demo Taxes and Dues,,,,,
1,"[""20211120"",""900413""]",810-D,1,1-department,,,,,,,,,D06,Demo Management,department,,
1,"[""20211120"",""900413""]",810-D,,,1,,,,,,,,,,,P0,0
1,"[""20211122"",""900438""]",,,,,2021-11-22,900438,Synthetic demo operating expense 900438,,,,,,,,,
