Open_Item_ID,Ledger_Type,Invoice_Document_ID,Invoice_Document_Number,Partner_Type,Partner_Code,Recognition_Date,Due_Date,Original_Amount,Applied_Amount,Open_Amount,Currency,Recognition_Basis,Journal_Transaction_ID,Journal_Line_ID,Status
OI-202109-900346-1-AP,AP,DOC-INV-202109-900346-1-AP,INV-202109-900346-1-AP,S,V001,2021-09-17,2021-10-28,332620,332620,0,JPY,control-account posting,37,1,SETTLED
OI-202109-900322-2-AR,AR,DOC-INV-202109-900322-2-AR,INV-202109-900322-2-AR,C,C001,2021-09-18,2021-10-28,174370,0,174370,JPY,control-account posting,38,2,UNSETTLED
OI-202109-900325-1-AP,AP,DOC-INV-202109-900325-1-AP,INV-202109-900325-1-AP,S,V001,2021-09-18,2021-10-28,284710,284710,0,JPY,control-account posting,39,1,SETTLED
OI-202109-900304-2-AR,AR,DOC-INV-202109-900304-2-AR,INV-202109-900304-2-AR,C,C001,2021-09-19,2021-10-28,523820,0,523820,JPY,control-account posting,40,2,UNSETTLED
OI-202109-900342-2-AR,AR,DOC-INV-202109-900342-2-AR,INV-202109-900342-2-AR,C,C001,2021-09-20,2021-10-28,160300,0,160300,JPY,control-account posting,42,2,UNSETTLED
OI-202109-900316-1-AP,AP,DOC-INV-202109-900316-1-AP,INV-202109-900316-1-AP,S,V001,2021-09-21,2021-10-28,148540,148540,0,JPY,control-account posting,43,1,SETTLED
OI-202109-900315-1-AP,AP,DOC-INV-202109-900315-1-AP,INV-202109-900315-1-AP,S,V001,2021-09-23,2021-10-28,353960,353960,0,JPY,control-account posting,46,1,SETTLED
OI-202109-900320-2-AR,AR,DOC-INV-202109-900320-2-AR,INV-202109-900320-2-AR,C,C001,2021-09-25,2021-10-28,305090,0,305090,JPY,control-account posting,48,2,UNSETTLED
OI-202109-900321-2-AR,AR,DOC-INV-202109-900321-2-AR,INV-202109-900321-2-AR,C,C001,2021-09-29,2021-10-28,595770,0,595770,JPY,control-account posting,53,2,UNSETTLED
OI-202109-900341-2-AR,AR,DOC-INV-202109-900341-2-AR,INV-202109-900341-2-AR,C,C001,2021-09-29,2021-10-28,285420,0,285420,JPY,control-account posting,55,2,UNSETTLED
OI-202109-900305-1-AP,AP,DOC-INV-202109-900305-1-AP,INV-202109-900305-1-AP,S,V001,2021-09-30,2021-10-28,101790,101790,0,JPY,control-account posting,57,1,SETTLED
OI-202109-900352-2-AR,AR,DOC-INV-202109-900352-2-AR,INV-202109-900352-2-AR,C,C001,2021-09-30,2021-10-28,272770,0,272770,JPY,control-account posting,58,2,UNSETTLED
OI-202110-900385-1-AP,AP,DOC-INV-202110-900385-1-AP,INV-202110-900385-1-AP,S,V001,2021-10-02,2021-11-28,36660,36660,0,JPY,control-account posting,3,1,SETTLED
OI-202110-900406-1-AP,AP,DOC-INV-202110-900406-1-AP,INV-202110-900406-1-AP,S,V001,2021-10-04,2021-11-28,333950,333950,0,JPY,control-account posting,6,1,SETTLED
OI-202110-900395-1-AP,AP,DOC-INV-202110-900395-1-AP,INV-202110-900395-1-AP,S,V001,2021-10-05,2021-11-28,195440,195440,0,JPY,control-account posting,7,1,SETTLED
OI-202110-900372-2-AR,AR,DOC-INV-202110-900372-2-AR,INV-202110-900372-2-AR,C,C001,2021-10-06,2021-11-28,486740,0,486740,JPY,control-account posting,8,2,UNSETTLED
OI-202110-900380-2-AR,AR,DOC-INV-202110-900380-2-AR,INV-202110-900380-2-AR,C,C001,2021-10-07,2021-11-28,78840,0,78840,JPY,control-account posting,12,2,UNSETTLED
OI-202110-900382-2-AR,AR,DOC-INV-202110-900382-2-AR,INV-202110-900382-2-AR,C,C001,2021-10-08,2021-11-28,100740,0,100740,JPY,control-account posting,13,2,UNSETTLED
OI-202110-900392-2-AR,AR,DOC-INV-202110-900392-2-AR,INV-202110-900392-2-AR,C,C001,2021-10-08,2021-11-28,368460,0,368460,JPY,control-account posting,14,2,UNSETTLED
OI-202110-900356-1-AP,AP,DOC-INV-202110-900356-1-AP,INV-202110-900356-1-AP,S,V001,2021-10-09,2021-11-28,268000,268000,0,JPY,control-account posting,16,1,SETTLED
OI-202110-900381-2-AR,AR,DOC-INV-202110-900381-2-AR,INV-202110-900381-2-AR,C,C001,2021-10-09,2021-11-28,335100,0,335100,JPY,control-account posting,17,2,UNSETTLED
OI-202110-900400-2-AR,AR,DOC-INV-202110-900400-2-AR,INV-202110-900400-2-AR,C,C001,2021-10-10,2021-11-28,246940,0,246940,JPY,control-account posting,20,2,UNSETTLED
OI-202110-900360-2-AR,AR,DOC-INV-202110-900360-2-AR,INV-202110-900360-2-AR,C,C001,2021-10-12,2021-11-28,302090,0,302090,JPY,control-account posting,24,2,UNSETTLED
OI-202110-900386-2-AR,AR,DOC-INV-202110-900386-2-AR,INV-202110-900386-2-AR,C,C001,2021-10-15,2021-11-28,279450,0,279450,JPY,control-account posting,28,2,UNSETTLED
OI-202110-900391-2-AR,AR,DOC-INV-202110-900391-2-AR,INV-202110-900391-2-AR,C,C001,2021-10-16,2021-11-28,100730,0,100730,JPY,control-account posting,32,2,UNSETTLED
OI-202110-900402-2-AR,AR,DOC-INV-202110-900402-2-AR,INV-202110-900402-2-AR,C,C001,2021-10-19,2021-11-28,71050,0,71050,JPY,control-account posting,35,2,UNSETTLED
OI-202110-900375-1-AP,AP,DOC-INV-202110-900375-1-AP,INV-202110-900375-1-AP,S,V001,2021-10-20,2021-11-28,113680,113680,0,JPY,control-account posting,37,1,SETTLED
OI-202110-900362-2-AR,AR,DOC-INV-202110-900362-2-AR,INV-202110-900362-2-AR,C,C001,2021-10-23,2021-11-28,149380,0,149380,JPY,control-account posting,41,2,UNSETTLED
OI-202110-900366-1-AP,AP,DOC-INV-202110-900366-1-AP,INV-202110-900366-1-AP,S,V001,2021-10-23,2021-11-28,222290,222290,0,JPY,control-account posting,42,1,SETTLED
OI-202110-900365-1-AP,AP,DOC-INV-202110-900365-1-AP,INV-202110-900365-1-AP,S,V001,2021-10-27,2021-11-28,249130,249130,0,JPY,control-account posting,49,1,SETTLED
OI-202110-900370-2-AR,AR,DOC-INV-202110-900370-2-AR,INV-202110-900370-2-AR,C,C001,2021-10-28,2021-11-28,376100,0,376100,JPY,control-account posting,50,2,UNSETTLED
OI-202110-900376-1-AP,AP,DOC-INV-202110-900376-1-AP,INV-202110-900376-1-AP,S,V001,2021-10-28,2021-11-28,184540,184540,0,JPY,control-account posting,52,1,SETTLED
OI-202110-900410-2-AR,AR,DOC-INV-202110-900410-2-AR,INV-202110-900410-2-AR,C,C001,2021-10-28,2021-11-28,256830,0,256830,JPY,control-account posting,53,2,UNSETTLED
OI-202111-900425-1-AP,AP,DOC-INV-202111-900425-1-AP,INV-202111-900425-1-AP,S,V001,2021-11-01,2021-12-28,309160,309160,0,JPY,control-account posting,2,1,SETTLED
OI-202111-900435-1-AP,AP,DOC-INV-202111-900435-1-AP,INV-202111-900435-1-AP,S,V001,2021-11-02,2021-12-28,72000,72000,0,JPY,control-account posting,4,1,SETTLED
OI-202111-900466-1-AP,AP,DOC-INV-202111-900466-1-AP,INV-202111-900466-1-AP,S,V001,2021-11-04,2021-12-28,363650,363650,0,JPY,control-account posting,6,1,SETTLED
OI-202111-900462-2-AR,AR,DOC-INV-202111-900462-2-AR,INV-202111-900462-2-AR,C,C001,2021-11-05,2021-12-28,236330,0,236330,JPY,control-account posting,8,2,UNSETTLED
OI-202111-900412-2-AR,AR,DOC-INV-202111-900412-2-AR,INV-202111-900412-2-AR,C,C001,2021-11-06,2021-12-28,438890,0,438890,JPY,control-account posting,10,2,UNSETTLED
OI-202111-900440-2-AR,AR,DOC-INV-202111-900440-2-AR,INV-202111-900440-2-AR,C,C001,2021-11-07,2021-12-28,83210,0,83210,JPY,control-account posting,14,2,UNSETTLED
OI-202111-900422-2-AR,AR,DOC-INV-202111-900422-2-AR,INV-202111-900422-2-AR,C,C001,2021-11-09,2021-12-28,580680,0,580680,JPY,control-account posting,18,2,UNSETTLED
OI-202111-900450-2-AR,AR,DOC-INV-202111-900450-2-AR,INV-202111-900450-2-AR,C,C001,2021-11-09,2021-12-28,438240,0,438240,JPY,control-account posting,20,2,UNSETTLED
OI-202111-900451-2-AR,AR,DOC-INV-202111-900451-2-AR,INV-202111-900451-2-AR,C,C001,2021-11-09,2021-12-28,300970,0,300970,JPY,control-account posting,21,2,UNSETTLED
OI-202111-900456-1-AP,AP,DOC-INV-202111-900456-1-AP,INV-202111-900456-1-AP,S,V001,2021-11-12,2021-12-28,204250,204250,0,JPY,control-account posting,24,1,SETTLED
OI-202111-900441-2-AR,AR,DOC-INV-202111-900441-2-AR,INV-202111-900441-2-AR,C,C001,2021-11-13,2021-12-28,337560,0,337560,JPY,control-account posting,25,2,UNSETTLED
OI-202111-900421-2-AR,AR,DOC-INV-202111-900421-2-AR,INV-202111-900421-2-AR,C,C001,2021-11-14,2021-12-28,167500,0,167500,JPY,control-account posting,26,2,UNSETTLED
OI-202111-900436-2-AR,AR,DOC-INV-202111-900436-2-AR,INV-202111-900436-2-AR,C,C001,2021-11-15,2021-12-28,441120,0,441120,JPY,control-account posting,32,2,UNSETTLED
OI-202111-900432-2-AR,AR,DOC-INV-202111-900432-2-AR,INV-202111-900432-2-AR,C,C001,2021-11-16,2021-12-28,247300,0,247300,JPY,control-account posting,34,2,UNSETTLED
OI-202111-900460-2-AR,AR,DOC-INV-202111-900460-2-AR,INV-202111-900460-2-AR,C,C001,2021-11-17,2021-12-28,286310,0,286310,JPY,control-account posting,38,2,UNSETTLED
OI-202111-900470-2-AR,AR,DOC-INV-202111-900470-2-AR,INV-202111-900470-2-AR,C,C001,2021-11-17,2021-12-28,405040,0,405040,JPY,control-account posting,39,2,UNSETTLED
OI-202111-900442-2-AR,AR,DOC-INV-202111-900442-2-AR,INV-202111-900442-2-AR,C,C001,2021-11-18,2021-12-28,106470,0,106470,JPY,control-account posting,40,2,UNSETTLED
OI-202111-900446-1-AP,AP,DOC-INV-202111-900446-1-AP,INV-202111-900446-1-AP,S,V001,2021-11-18,2021-12-28,142990,142990,0,JPY,control-account posting,41,1,SETTLED
OI-202111-900415-1-AP,AP,DOC-INV-202111-900415-1-AP,INV-202111-900415-1-AP,S,V001,2021-11-25,2021-12-28,127820,127820,0,JPY,control-account posting,47,1,SETTLED
OI-202111-900424-2-AR,AR,DOC-INV-202111-900424-2-AR,INV-202111-900424-2-AR,C,C001,2021-11-26,2021-12-28,200490,0,200490,JPY,control-account posting,48,2,UNSETTLED
OI-202111-900431-2-AR,AR,DOC-INV-202111-900431-2-AR,INV-202111-900431-2-AR,C,C001,2021-11-26,2021-12-28,380420,0,380420,JPY,control-account posting,49,2,UNSETTLED
OI-202111-900468-2-AR,AR,DOC-INV-202111-900468-2-AR,INV-202111-900468-2-AR,C,C001,2021-11-26,2021-12-28,145010,0,145010,JPY,control-account posting,50,2,UNSETTLED
OI-202111-900416-1-AP,AP,DOC-INV-202111-900416-1-AP,INV-202111-900416-1-AP,S,V001,2021-11-28,2021-12-28,70730,70730,0,JPY,control-account posting,52,1,SETTLED
OI-202111-900430-2-AR,AR,DOC-INV-202111-900430-2-AR,INV-202111-900430-2-AR,C,C001,2021-11-29,2021-12-28,245890,0,245890,JPY,control-account posting,55,2,UNSETTLED
OI-202112-900512-2-AR,AR,DOC-INV-202112-900512-2-AR,INV-202112-900512-2-AR,C,C001,2021-12-01,2022-01-28,223440,0,223440,JPY,control-account posting,1,2,UNSETTLED
OI-202112-900516-1-AP,AP,DOC-INV-202112-900516-1-AP,INV-202112-900516-1-AP,S,V001,2021-12-02,2022-01-28,102160,102160,0,JPY,control-account posting,2,1,SETTLED
OI-202112-900492-2-AR,AR,DOC-INV-202112-900492-2-AR,INV-202112-900492-2-AR,C,C001,2021-12-03,2022-01-28,566420,0,566420,JPY,control-account posting,5,2,UNSETTLED
OI-202112-900496-1-AP,AP,DOC-INV-202112-900496-1-AP,INV-202112-900496-1-AP,S,V001,2021-12-03,2022-01-28,387010,387010,0,JPY,control-account posting,6,1,SETTLED
OI-202112-900525-1-AP,AP,DOC-INV-202112-900525-1-AP,INV-202112-900525-1-AP,S,V001,2021-12-04,2022-01-28,89390,89390,0,JPY,control-account posting,7,1,SETTLED
OI-202112-900518-2-AR,AR,DOC-INV-202112-900518-2-AR,INV-202112-900518-2-AR,C,C001,2021-12-05,2022-01-28,182160,0,182160,JPY,control-account posting,11,2,UNSETTLED
OI-202112-900474-2-AR,AR,DOC-INV-202112-900474-2-AR,INV-202112-900474-2-AR,C,C001,2021-12-05,2022-01-28,125340,0,125340,JPY,control-account posting,8,2,UNSETTLED
OI-202112-900485-1-AP,AP,DOC-INV-202112-900485-1-AP,INV-202112-900485-1-AP,S,V001,2021-12-06,2022-01-28,209170,209170,0,JPY,control-account posting,14,1,SETTLED
OI-202112-900502-2-AR,AR,DOC-INV-202112-900502-2-AR,INV-202112-900502-2-AR,C,C001,2021-12-06,2022-01-28,114990,0,114990,JPY,control-account posting,16,2,UNSETTLED
OI-202112-900500-2-AR,AR,DOC-INV-202112-900500-2-AR,INV-202112-900500-2-AR,C,C001,2021-12-07,2022-01-28,321310,0,321310,JPY,control-account posting,17,2,UNSETTLED
OI-202112-900506-1-AP,AP,DOC-INV-202112-900506-1-AP,INV-202112-900506-1-AP,S,V001,2021-12-08,2022-01-28,107000,107000,0,JPY,control-account posting,19,1,SETTLED
OI-202112-900521-2-AR,AR,DOC-INV-202112-900521-2-AR,INV-202112-900521-2-AR,C,C001,2021-12-08,2022-01-28,363790,0,363790,JPY,control-account posting,20,2,UNSETTLED
OI-202112-900531-2-AR,AR,DOC-INV-202112-900531-2-AR,INV-202112-900531-2-AR,C,C001,2021-12-09,2022-01-28,245710,0,245710,JPY,control-account posting,23,2,UNSETTLED
OI-202112-900511-2-AR,AR,DOC-INV-202112-900511-2-AR,INV-202112-900511-2-AR,C,C001,2021-12-11,2022-01-28,434600,0,434600,JPY,control-account posting,26,2,UNSETTLED
OI-202112-900480-2-AR,AR,DOC-INV-202112-900480-2-AR,INV-202112-900480-2-AR,C,C001,2021-12-12,2022-01-28,560760,0,560760,JPY,control-account posting,28,2,UNSETTLED
OI-202112-900510-2-AR,AR,DOC-INV-202112-900510-2-AR,INV-202112-900510-2-AR,C,C001,2021-12-12,2022-01-28,299300,0,299300,JPY,control-account posting,29,2,UNSETTLED
OI-202112-900486-2-AR,AR,DOC-INV-202112-900486-2-AR,INV-202112-900486-2-AR,C,C001,2021-12-13,2022-01-28,240960,0,240960,JPY,control-account posting,31,2,UNSETTLED
OI-202112-900495-1-AP,AP,DOC-INV-202112-900495-1-AP,INV-202112-900495-1-AP,S,V001,2021-12-15,2022-01-28,193300,193300,0,JPY,control-account posting,32,1,SETTLED
OI-202112-900515-1-AP,AP,DOC-INV-202112-900515-1-AP,INV-202112-900515-1-AP,S,V001,2021-12-17,2022-01-28,184330,184330,0,JPY,control-account posting,38,1,SETTLED
OI-202112-900530-2-AR,AR,DOC-INV-202112-900530-2-AR,INV-202112-900530-2-AR,C,C001,2021-12-17,2022-01-28,299560,0,299560,JPY,control-account posting,39,2,UNSETTLED
OI-202112-900522-2-AR,AR,DOC-INV-202112-900522-2-AR,INV-202112-900522-2-AR,C,C001,2021-12-18,2022-01-28,412820,0,412820,JPY,control-account posting,40,2,UNSETTLED
OI-202112-900481-2-AR,AR,DOC-INV-202112-900481-2-AR,INV-202112-900481-2-AR,C,C001,2021-12-19,2022-01-28,561980,0,561980,JPY,control-account posting,41,2,UNSETTLED
OI-202112-900491-2-AR,AR,DOC-INV-202112-900491-2-AR,INV-202112-900491-2-AR,C,C001,2021-12-20,2022-01-28,524660,0,524660,JPY,control-account posting,46,2,UNSETTLED
OI-202112-900526-1-AP,AP,DOC-INV-202112-900526-1-AP,INV-202112-900526-1-AP,S,V001,2021-12-20,2022-01-28,359270,359270,0,JPY,control-account posting,47,1,SETTLED
OI-202112-900501-2-AR,AR,DOC-INV-202112-900501-2-AR,INV-202112-900501-2-AR,C,C001,2021-12-24,2022-01-28,108870,0,108870,JPY,control-account posting,51,2,UNSETTLED
OI-202112-900524-2-AR,AR,DOC-INV-202112-900524-2-AR,INV-202112-900524-2-AR,C,C001,2021-12-24,2022-01-28,185990,0,185990,JPY,control-account posting,52,2,UNSETTLED
OI-202112-900476-1-AP,AP,DOC-INV-202112-900476-1-AP,INV-202112-900476-1-AP,S,V001,2021-12-26,2022-01-28,53400,53400,0,JPY,control-account posting,54,1,SETTLED
OI-202112-900472-2-AR,AR,DOC-INV-202112-900472-2-AR,INV-202112-900472-2-AR,C,C001,2021-12-27,2022-01-28,345930,0,345930,JPY,control-account posting,56,2,UNSETTLED
OI-202112-900475-1-AP,AP,DOC-INV-202112-900475-1-AP,INV-202112-900475-1-AP,S,V001,2021-12-28,2022-01-28,327130,327130,0,JPY,control-account posting,57,1,SETTLED
OI-202112-900482-2-AR,AR,DOC-INV-202112-900482-2-AR,INV-202112-900482-2-AR,C,C001,2021-12-30,2022-01-28,458500,0,458500,JPY,control-account posting,58,2,UNSETTLED
OI-202201-900535-1-AP,AP,DOC-INV-202201-900535-1-AP,INV-202201-900535-1-AP,S,V001,2022-01-03,2022-02-28,376950,376950,0,JPY,control-account posting,3,1,SETTLED
OI-202201-900566-1-AP,AP,DOC-INV-202201-900566-1-AP,INV-202201-900566-1-AP,S,V001,2022-01-07,2022-02-28,154460,154460,0,JPY,control-account posting,13,1,SETTLED
OI-202201-900590-2-AR,AR,DOC-INV-202201-900590-2-AR,INV-202201-900590-2-AR,C,C001,2022-01-07,2022-02-28,441180,0,441180,JPY,control-account posting,16,2,UNSETTLED
OI-202201-900536-1-AP,AP,DOC-INV-202201-900536-1-AP,INV-202201-900536-1-AP,S,V001,2022-01-07,2022-02-28,46110,46110,0,JPY,control-account posting,9,1,SETTLED
OI-202201-900532-2-AR,AR,DOC-INV-202201-900532-2-AR,INV-202201-900532-2-AR,C,C001,2022-01-08,2022-02-28,278710,0,278710,JPY,control-account posting,17,2,UNSETTLED
OI-202201-900545-1-AP,AP,DOC-INV-202201-900545-1-AP,INV-202201-900545-1-AP,S,V001,2022-01-08,2022-02-28,145800,145800,0,JPY,control-account posting,19,1,SETTLED
OI-202201-900571-2-AR,AR,DOC-INV-202201-900571-2-AR,INV-202201-900571-2-AR,C,C001,2022-01-08,2022-02-28,462720,0,462720,JPY,control-account posting,21,2,UNSETTLED
OI-202201-900550-2-AR,AR,DOC-INV-202201-900550-2-AR,INV-202201-900550-2-AR,C,C001,2022-01-09,2022-02-28,257130,0,257130,JPY,control-account posting,22,2,UNSETTLED
OI-202201-900562-2-AR,AR,DOC-INV-202201-900562-2-AR,INV-202201-900562-2-AR,C,C001,2022-01-09,2022-02-28,141390,0,141390,JPY,control-account posting,23,2,UNSETTLED
OI-202201-900551-2-AR,AR,DOC-INV-202201-900551-2-AR,INV-202201-900551-2-AR,C,C001,2022-01-12,2022-02-28,199900,0,199900,JPY,control-account posting,30,2,UNSETTLED
OI-202201-900556-2-AR,AR,DOC-INV-202201-900556-2-AR,INV-202201-900556-2-AR,C,C001,2022-01-13,2022-02-28,324790,0,324790,JPY,control-account posting,31,2,UNSETTLED
OI-202201-900575-1-AP,AP,DOC-INV-202201-900575-1-AP,INV-202201-900575-1-AP,S,V001,2022-01-13,2022-02-28,133180,133180,0,JPY,control-account posting,32,1,SETTLED
OI-202201-900576-1-AP,AP,DOC-INV-202201-900576-1-AP,INV-202201-900576-1-AP,S,V001,2022-01-14,2022-02-28,394400,394400,0,JPY,control-account posting,34,1,SETTLED
OI-202201-900574-2-AR,AR,DOC-INV-202201-900574-2-AR,INV-202201-900574-2-AR,C,C001,2022-01-20,2022-02-28,158760,0,158760,JPY,control-account posting,44,2,UNSETTLED
OI-202201-900561-2-AR,AR,DOC-INV-202201-900561-2-AR,INV-202201-900561-2-AR,C,C001,2022-01-22,2022-02-28,470100,0,470100,JPY,control-account posting,45,2,UNSETTLED
OI-202201-900570-2-AR,AR,DOC-INV-202201-900570-2-AR,INV-202201-900570-2-AR,C,C001,2022-01-22,2022-02-28,594780,0,594780,JPY,control-account posting,46,2,UNSETTLED
OI-202201-900585-1-AP,AP,DOC-INV-202201-900585-1-AP,INV-202201-900585-1-AP,S,V001,2022-01-22,2022-02-28,184820,184820,0,JPY,control-account posting,47,1,SETTLED
OI-202201-900582-2-AR,AR,DOC-INV-202201-900582-2-AR,INV-202201-900582-2-AR,C,C001,2022-01-26,2022-02-28,69520,0,69520,JPY,control-account posting,50,2,UNSETTLED
OI-202201-900586-1-AP,AP,DOC-INV-202201-900586-1-AP,INV-202201-900586-1-AP,S,V001,2022-01-26,2022-02-28,274530,274530,0,JPY,control-account posting,51,1,SETTLED
OI-202201-900542-2-AR,AR,DOC-INV-202201-900542-2-AR,INV-202201-900542-2-AR,C,C001,2022-01-28,2022-02-28,555200,0,555200,JPY,control-account posting,52,2,UNSETTLED
OI-202201-900555-1-AP,AP,DOC-INV-202201-900555-1-AP,INV-202201-900555-1-AP,S,V001,2022-01-28,2022-02-28,170990,170990,0,JPY,control-account posting,53,1,SETTLED
OI-202201-900560-2-AR,AR,DOC-INV-202201-900560-2-AR,INV-202201-900560-2-AR,C,C001,2022-01-29,2022-02-28,143540,0,143540,JPY,control-account posting,55,2,UNSETTLED
OI-202201-900568-2-AR,AR,DOC-INV-202201-900568-2-AR,INV-202201-900568-2-AR,C,C001,2022-01-29,2022-02-28,103980,0,103980,JPY,control-account posting,56,2,UNSETTLED
OI-202201-900541-2-AR,AR,DOC-INV-202201-900541-2-AR,INV-202201-900541-2-AR,C,C001,2022-01-31,2022-02-28,470430,0,470430,JPY,control-account posting,58,2,UNSETTLED
OI-202201-900580-2-AR,AR,DOC-INV-202201-900580-2-AR,INV-202201-900580-2-AR,C,C001,2022-01-31,2022-02-28,498270,0,498270,JPY,control-account posting,59,2,UNSETTLED
OI-202202-900605-1-AP,AP,DOC-INV-202202-900605-1-AP,INV-202202-900605-1-AP,S,V001,2022-02-01,2022-03-28,137870,137870,0,JPY,control-account posting,1,1,SETTLED
OI-202202-900592-2-AR,AR,DOC-INV-202202-900592-2-AR,INV-202202-900592-2-AR,C,C001,2022-02-02,2022-03-28,439160,0,439160,JPY,control-account posting,2,2,UNSETTLED
OI-202202-900595-1-AP,AP,DOC-INV-202202-900595-1-AP,INV-202202-900595-1-AP,S,V001,2022-02-02,2022-03-28,38230,38230,0,JPY,control-account posting,3,1,SETTLED
OI-202202-900641-2-AR,AR,DOC-INV-202202-900641-2-AR,INV-202202-900641-2-AR,C,C001,2022-02-02,2022-03-28,550300,0,550300,JPY,control-account posting,5,2,UNSETTLED
OI-202202-900626-1-AP,AP,DOC-INV-202202-900626-1-AP,INV-202202-900626-1-AP,S,V001,2022-02-03,2022-03-28,277450,277450,0,JPY,control-account posting,7,1,SETTLED
OI-202202-900600-2-AR,AR,DOC-INV-202202-900600-2-AR,INV-202202-900600-2-AR,C,C001,2022-02-04,2022-03-28,387360,0,387360,JPY,control-account posting,10,2,UNSETTLED
OI-202202-900616-2-AR,AR,DOC-INV-202202-900616-2-AR,INV-202202-900616-2-AR,C,C001,2022-02-05,2022-03-28,182270,0,182270,JPY,control-account posting,12,2,UNSETTLED
OI-202202-900620-2-AR,AR,DOC-INV-202202-900620-2-AR,INV-202202-900620-2-AR,C,C001,2022-02-09,2022-03-28,406720,0,406720,JPY,control-account posting,20,2,UNSETTLED
OI-202202-900642-2-AR,AR,DOC-INV-202202-900642-2-AR,INV-202202-900642-2-AR,C,C001,2022-02-11,2022-03-28,327270,0,327270,JPY,control-account posting,23,2,UNSETTLED
OI-202202-900645-1-AP,AP,DOC-INV-202202-900645-1-AP,INV-202202-900645-1-AP,S,V001,2022-02-11,2022-03-28,362650,362650,0,JPY,control-account posting,24,1,SETTLED
OI-202202-900621-2-AR,AR,DOC-INV-202202-900621-2-AR,INV-202202-900621-2-AR,C,C001,2022-02-12,2022-03-28,558020,0,558020,JPY,control-account posting,26,2,UNSETTLED
OI-202202-900630-2-AR,AR,DOC-INV-202202-900630-2-AR,INV-202202-900630-2-AR,C,C001,2022-02-12,2022-03-28,396830,0,396830,JPY,control-account posting,27,2,UNSETTLED
OI-202202-900644-2-AR,AR,DOC-INV-202202-900644-2-AR,INV-202202-900644-2-AR,C,C001,2022-02-12,2022-03-28,33250,0,33250,JPY,control-account posting,28,2,UNSETTLED
OI-202202-900615-1-AP,AP,DOC-INV-202202-900615-1-AP,INV-202202-900615-1-AP,S,V001,2022-02-13,2022-03-28,292150,292150,0,JPY,control-account posting,30,1,SETTLED
OI-202202-900610-2-AR,AR,DOC-INV-202202-900610-2-AR,INV-202202-900610-2-AR,C,C001,2022-02-14,2022-03-28,460340,0,460340,JPY,control-account posting,32,2,UNSETTLED
OI-202202-900622-2-AR,AR,DOC-INV-202202-900622-2-AR,INV-202202-900622-2-AR,C,C001,2022-02-14,2022-03-28,362110,0,362110,JPY,control-account posting,34,2,UNSETTLED
OI-202202-900636-1-AP,AP,DOC-INV-202202-900636-1-AP,INV-202202-900636-1-AP,S,V001,2022-02-19,2022-03-28,133490,133490,0,JPY,control-account posting,40,1,SETTLED
OI-202202-900596-1-AP,AP,DOC-INV-202202-900596-1-AP,INV-202202-900596-1-AP,S,V001,2022-02-21,2022-03-28,199620,199620,0,JPY,control-account posting,42,1,SETTLED
OI-202202-900611-2-AR,AR,DOC-INV-202202-900611-2-AR,INV-202202-900611-2-AR,C,C001,2022-02-22,2022-03-28,53250,0,53250,JPY,control-account posting,44,2,UNSETTLED
OI-202202-900632-2-AR,AR,DOC-INV-202202-900632-2-AR,INV-202202-900632-2-AR,C,C001,2022-02-22,2022-03-28,532500,0,532500,JPY,control-account posting,45,2,UNSETTLED
OI-202202-900601-2-AR,AR,DOC-INV-202202-900601-2-AR,INV-202202-900601-2-AR,C,C001,2022-02-24,2022-03-28,524240,0,524240,JPY,control-account posting,47,2,UNSETTLED
OI-202202-900602-2-AR,AR,DOC-INV-202202-900602-2-AR,INV-202202-900602-2-AR,C,C001,2022-02-26,2022-03-28,61000,0,61000,JPY,control-account posting,50,2,UNSETTLED
OI-202202-900606-2-AR,AR,DOC-INV-202202-900606-2-AR,INV-202202-900606-2-AR,C,C001,2022-02-27,2022-03-28,83550,0,83550,JPY,control-account posting,54,2,UNSETTLED
OI-202203-900671-2-AR,AR,DOC-INV-202203-900671-2-AR,INV-202203-900671-2-AR,C,C001,2022-03-01,2022-04-28,478190,0,478190,JPY,control-account posting,1,2,UNSETTLED
OI-202203-900692-2-AR,AR,DOC-INV-202203-900692-2-AR,INV-202203-900692-2-AR,C,C001,2022-03-02,2022-04-28,333380,0,333380,JPY,control-account posting,4,2,UNSETTLED
OI-202203-900686-1-AP,AP,DOC-INV-202203-900686-1-AP,INV-202203-900686-1-AP,S,V001,2022-03-03,2022-04-28,54120,54120,0,JPY,control-account posting,7,1,SETTLED
OI-202203-900651-2-AR,AR,DOC-INV-202203-900651-2-AR,INV-202203-900651-2-AR,C,C001,2022-03-04,2022-04-28,542830,0,542830,JPY,control-account posting,9,2,UNSETTLED
OI-202203-900670-2-AR,AR,DOC-INV-202203-900670-2-AR,INV-202203-900670-2-AR,C,C001,2022-03-05,2022-04-28,554310,0,554310,JPY,control-account posting,11,2,UNSETTLED
OI-202203-900706-2-AR,AR,DOC-INV-202203-900706-2-AR,INV-202203-900706-2-AR,C,C001,2022-03-05,2022-04-28,604030,0,604030,JPY,control-account posting,12,2,UNSETTLED
OI-202203-900656-2-AR,AR,DOC-INV-202203-900656-2-AR,INV-202203-900656-2-AR,C,C001,2022-03-06,2022-04-28,281490,0,281490,JPY,control-account posting,13,2,UNSETTLED
