scope,partner_type,partner_code,invoice_month,invoice_transaction_id,invoice_line_id,invoice_document_date,invoice_document_id,invoice_document_number,settlement_month,settlement_transaction_id,settlement_line_id,settlement_document_date,settlement_document_id,settlement_document_number,amount,relationship
reporting,C,20,2021-04,222,6,2021-04-30,DOC-20210430-0024,,2021-06,560,1,2021-06-15,DOC-20210615-0006,,1136086,reporting-invoice-to-reporting-settlement
reporting,C,21,2021-04,221,5,2021-04-30,DOC-20210430-0017,,2021-06,594,1,2021-06-20,DOC-20210620-0002,,845757,reporting-invoice-to-reporting-settlement
reporting,C,22,2021-04,223,3,2021-04-30,DOC-20210430-0029,,2021-06,497,1,2021-06-05,DOC-20210605-0001,,1041464,reporting-invoice-to-reporting-settlement
reporting,C,23,2021-04,222,7,2021-04-30,DOC-20210430-0025,,2021-06,637,1,2021-06-25,DOC-20210625-0003,,694821,reporting-invoice-to-reporting-settlement
reporting,C,24,2021-04,220,11,2021-04-30,DOC-20210430-0012,,2021-06,690,2,2021-06-30,DOC-20210630-0059,,430032,reporting-invoice-to-reporting-settlement
reporting,C,25,2021-04,219,2,2021-04-30,DOC-20210430-0002,,2021-06,638,1,2021-06-25,DOC-20210625-0004,,3664410,reporting-invoice-to-reporting-settlement
reporting,C,26,2021-04,220,6,2021-04-30,DOC-20210430-0009,,2021-06,498,1,2021-06-05,DOC-20210605-0002,,976504,reporting-invoice-to-reporting-settlement
reporting,C,27,2021-04,221,6,2021-04-30,DOC-20210430-0018,,2021-06,499,1,2021-06-05,DOC-20210605-0003,,883909,reporting-invoice-to-reporting-settlement
reporting,C,28,2021-04,222,8,2021-04-30,DOC-20210430-0026,,2021-06,530,1,2021-06-10,DOC-20210610-0002,,4716787,reporting-invoice-to-reporting-settlement
reporting,C,29,2021-04,223,4,2021-04-30,DOC-20210430-0030,,2021-06,691,1,2021-06-30,DOC-20210630-0060,,456660,reporting-invoice-to-reporting-settlement
reporting,C,30,2021-04,220,7,2021-04-30,DOC-20210430-0010,,2021-06,595,1,2021-06-20,DOC-20210620-0003,,1104852,reporting-invoice-to-reporting-settlement
reporting,S,1,2021-04,228,2,2021-04-30,DOC-20210430-0034,,2021-06,561,1,2021-06-15,DOC-20210615-0007,,6031869,reporting-invoice-to-reporting-settlement
reporting,S,2,2021-04,227,1,2021-04-30,DOC-20210430-0031,,2021-06,698,1,2021-06-30,DOC-20210630-0066,,185975,reporting-invoice-to-reporting-settlement
reporting,S,2,2021-04,228,7,2021-04-30,DOC-20210430-0039,,2021-06,3004,1,2021-06-30,DOC-20210630-0073,,409145,reporting-invoice-to-reporting-settlement
reporting,S,2,2021-04,229,4,2021-04-30,DOC-20210430-0044,,2021-06,3005,1,2021-06-30,DOC-20210630-0074,,152913,reporting-invoice-to-reporting-settlement
reporting,S,2,2021-04,230,7,2021-04-30,DOC-20210430-0051,,2021-06,3006,1,2021-06-30,DOC-20210630-0075,,293427,reporting-invoice-to-reporting-settlement
reporting,S,2,2021-04,231,1,2021-04-30,DOC-20210430-0052,,2021-06,3007,1,2021-06-30,DOC-20210630-0076,,74390,reporting-invoice-to-reporting-settlement
reporting,S,3,2021-04,228,5,2021-04-30,DOC-20210430-0037,,2021-06,533,1,2021-06-10,DOC-20210610-0005,,2915080,reporting-invoice-to-reporting-settlement
reporting,S,4,2021-04,230,1,2021-04-30,DOC-20210430-0046,,2021-06,596,1,2021-06-20,DOC-20210620-0004,,905555,reporting-invoice-to-reporting-settlement
reporting,S,5,2021-04,230,5,2021-04-30,DOC-20210430-0049,,2021-06,696,8,2021-06-30,DOC-20210630-0065,,3445686,reporting-invoice-to-reporting-settlement
reporting,S,6,2021-04,230,4,2021-04-30,DOC-20210430-0048,,2021-06,597,1,2021-06-20,DOC-20210620-0005,,3320176,reporting-invoice-to-reporting-settlement
reporting,S,7,2021-04,229,3,2021-04-30,DOC-20210430-0043,,2021-06,695,6,2021-06-30,DOC-20210630-0063,,3387545,reporting-invoice-to-reporting-settlement
reporting,S,8,2021-04,227,2,2021-04-30,DOC-20210430-0032,,2021-06,534,1,2021-06-10,DOC-20210610-0006,,23688,reporting-invoice-to-reporting-settlement
reporting,S,8,2021-04,228,9,2021-04-30,DOC-20210430-0040,,2021-06,3008,1,2021-06-30,DOC-20210630-0077,,189504,reporting-invoice-to-reporting-settlement
reporting,S,8,2021-04,229,6,2021-04-30,DOC-20210430-0045,,2021-06,3009,1,2021-06-30,DOC-20210630-0078,,42638,reporting-invoice-to-reporting-settlement
reporting,S,8,2021-04,230,6,2021-04-30,DOC-20210430-0050,,2021-06,3010,1,2021-06-30,DOC-20210630-0079,,71064,reporting-invoice-to-reporting-settlement
reporting,S,8,2021-04,231,2,2021-04-30,DOC-20210430-0053,,2021-06,3011,1,2021-06-30,DOC-20210630-0080,,23688,reporting-invoice-to-reporting-settlement
reporting,S,9,2021-04,229,1,2021-04-30,DOC-20210430-0041,,2021-06,701,1,2021-06-30,DOC-20210630-0067,,1733105,reporting-invoice-to-reporting-settlement
reporting,S,10,2021-04,230,2,2021-04-30,DOC-20210430-0047,,2021-06,696,6,2021-06-30,DOC-20210630-0064,,2891993,reporting-invoice-to-reporting-settlement
reporting,S,11,2021-04,228,3,2021-04-30,DOC-20210430-0035,,2021-06,598,1,2021-06-20,DOC-20210620-0006,,4109548,reporting-invoice-to-reporting-settlement
reporting,S,12,2021-04,228,4,2021-04-30,DOC-20210430-0036,,2021-06,703,1,2021-06-30,DOC-20210630-0068,,322812,reporting-invoice-to-reporting-settlement
reporting,S,13,2021-04,228,1,2021-04-30,DOC-20210430-0033,,2021-06,694,6,2021-06-30,DOC-20210630-0062,,1263652,reporting-invoice-to-reporting-settlement
reporting,S,14,2021-04,228,6,2021-04-30,DOC-20210430-0038,,2021-06,705,1,2021-06-30,DOC-20210630-0069,,2584863,reporting-invoice-to-reporting-settlement
reporting,S,15,2021-04,229,2,2021-04-30,DOC-20210430-0042,,2021-06,706,1,2021-06-30,DOC-20210630-0070,,1113366,reporting-invoice-to-reporting-settlement
reporting,C,1,2021-05,456,1,2021-05-31,DOC-20210531-0027,,2021-07,782,1,2021-07-15,DOC-20210715-0001,,1642082,reporting-invoice-to-reporting-settlement
reporting,C,2,2021-05,453,2,2021-05-31,DOC-20210531-0005,,2021-07,866,2,2021-07-25,DOC-20210725-0001,,15044472,reporting-invoice-to-reporting-settlement
reporting,C,3,2021-05,455,1,2021-05-31,DOC-20210531-0019,,2021-07,3012,1,2021-07-31,DOC-20210731-0070,,733365,reporting-invoice-to-reporting-settlement
reporting,C,4,2021-05,455,8,2021-05-31,DOC-20210531-0026,,2021-07,919,9,2021-07-31,DOC-20210731-0057,,1274640,reporting-invoice-to-reporting-settlement
reporting,C,5,2021-05,452,1,2021-05-31,DOC-20210531-0001,,2021-07,916,4,2021-07-31,DOC-20210731-0054,,1245400,reporting-invoice-to-reporting-settlement
reporting,C,6,2021-05,454,5,2021-05-31,DOC-20210531-0017,,2021-07,783,1,2021-07-15,DOC-20210715-0002,,713868,reporting-invoice-to-reporting-settlement
reporting,C,7,2021-05,454,1,2021-05-31,DOC-20210531-0013,,2021-07,867,1,2021-07-25,DOC-20210725-0002,,1216464,reporting-invoice-to-reporting-settlement
reporting,C,8,2021-05,455,6,2021-05-31,DOC-20210531-0024,,2021-07,784,1,2021-07-15,DOC-20210715-0003,,428130,reporting-invoice-to-reporting-settlement
reporting,C,9,2021-05,455,2,2021-05-31,DOC-20210531-0020,,2021-07,785,1,2021-07-15,DOC-20210715-0004,,806520,reporting-invoice-to-reporting-settlement
reporting,C,10,2021-05,453,9,2021-05-31,DOC-20210531-0012,,2021-07,926,1,2021-07-31,DOC-20210731-0060,,560672,reporting-invoice-to-reporting-settlement
reporting,C,11,2021-05,453,3,2021-05-31,DOC-20210531-0006,,2021-07,821,1,2021-07-20,DOC-20210720-0001,,859668,reporting-invoice-to-reporting-settlement
reporting,C,12,2021-05,453,4,2021-05-31,DOC-20210531-0007,,2021-07,917,9,2021-07-31,DOC-20210731-0056,,8059094,reporting-invoice-to-reporting-settlement
reporting,C,13,2021-05,453,5,2021-05-31,DOC-20210531-0008,,2021-07,786,1,2021-07-15,DOC-20210715-0005,,883097,reporting-invoice-to-reporting-settlement
reporting,C,14,2021-05,452,2,2021-05-31,DOC-20210531-0002,,2021-07,759,1,2021-07-10,DOC-20210710-0003,,1329984,reporting-invoice-to-reporting-settlement
reporting,C,14,2021-05,453,6,2021-05-31,DOC-20210531-0009,,2021-07,759,2,2021-07-10,DOC-20210710-0004,,1587526,reporting-invoice-to-reporting-settlement
reporting,C,14,2021-05,454,2,2021-05-31,DOC-20210531-0014,,2021-07,916,5,2021-07-31,DOC-20210731-0055,,1192362,reporting-invoice-to-reporting-settlement
reporting,C,14,2021-05,455,7,2021-05-31,DOC-20210531-0025,,2021-07,3013,1,2021-07-31,DOC-20210731-0071,,2209402,reporting-invoice-to-reporting-settlement
reporting,C,14,2021-05,456,2,2021-05-31,DOC-20210531-0028,,2021-07,3014,1,2021-07-31,DOC-20210731-0072,,991728,reporting-invoice-to-reporting-settlement
reporting,C,19,2021-05,454,3,2021-05-31,DOC-20210531-0015,,2021-07,756,1,2021-07-10,DOC-20210710-0001,,1012572,reporting-invoice-to-reporting-settlement
reporting,C,20,2021-05,455,3,2021-05-31,DOC-20210531-0021,,2021-07,787,1,2021-07-15,DOC-20210715-0006,,871688,reporting-invoice-to-reporting-settlement
reporting,C,21,2021-05,454,6,2021-05-31,DOC-20210531-0018,,2021-07,822,1,2021-07-20,DOC-20210720-0002,,750780,reporting-invoice-to-reporting-settlement
reporting,C,22,2021-05,456,3,2021-05-31,DOC-20210531-0029,,2021-07,729,1,2021-07-05,DOC-20210705-0001,,1295648,reporting-invoice-to-reporting-settlement
reporting,C,23,2021-05,455,4,2021-05-31,DOC-20210531-0022,,2021-07,868,2,2021-07-25,DOC-20210725-0003,,910136,reporting-invoice-to-reporting-settlement
reporting,C,24,2021-05,453,7,2021-05-31,DOC-20210531-0010,,2021-07,924,1,2021-07-31,DOC-20210731-0058,,730124,reporting-invoice-to-reporting-settlement
reporting,C,25,2021-05,452,3,2021-05-31,DOC-20210531-0003,,2021-07,869,1,2021-07-25,DOC-20210725-0004,,3964716,reporting-invoice-to-reporting-settlement
reporting,C,26,2021-05,453,8,2021-05-31,DOC-20210531-0011,,2021-07,730,1,2021-07-05,DOC-20210705-0002,,1163584,reporting-invoice-to-reporting-settlement
reporting,C,27,2021-05,454,4,2021-05-31,DOC-20210531-0016,,2021-07,731,1,2021-07-05,DOC-20210705-0003,,764268,reporting-invoice-to-reporting-settlement
reporting,C,28,2021-05,455,5,2021-05-31,DOC-20210531-0023,,2021-07,757,1,2021-07-10,DOC-20210710-0002,,6725128,reporting-invoice-to-reporting-settlement
reporting,C,29,2021-05,456,4,2021-05-31,DOC-20210531-0030,,2021-07,925,1,2021-07-31,DOC-20210731-0059,,843660,reporting-invoice-to-reporting-settlement
reporting,C,30,2021-05,453,1,2021-05-31,DOC-20210531-0004,,2021-07,823,1,2021-07-20,DOC-20210720-0003,,1379070,reporting-invoice-to-reporting-settlement
reporting,S,1,2021-05,464,2,2021-05-31,DOC-20210531-0034,,2021-07,788,1,2021-07-15,DOC-20210715-0007,,6139435,reporting-invoice-to-reporting-settlement
reporting,S,2,2021-05,463,2,2021-05-31,DOC-20210531-0032,,2021-07,932,1,2021-07-31,DOC-20210731-0062,,135474,reporting-invoice-to-reporting-settlement
reporting,S,2,2021-05,464,6,2021-05-31,DOC-20210531-0037,,2021-07,3015,1,2021-07-31,DOC-20210731-0073,,630800,reporting-invoice-to-reporting-settlement
reporting,S,2,2021-05,465,6,2021-05-31,DOC-20210531-0044,,2021-07,3016,1,2021-07-31,DOC-20210731-0074,,190510,reporting-invoice-to-reporting-settlement
reporting,S,2,2021-05,466,7,2021-05-31,DOC-20210531-0050,,2021-07,3017,1,2021-07-31,DOC-20210731-0075,,283648,reporting-invoice-to-reporting-settlement
reporting,S,2,2021-05,467,2,2021-05-31,DOC-20210531-0052,,2021-07,3018,1,2021-07-31,DOC-20210731-0076,,55036,reporting-invoice-to-reporting-settlement
reporting,S,3,2021-05,464,5,2021-05-31,DOC-20210531-0036,,2021-07,760,1,2021-07-10,DOC-20210710-0005,,3107835,reporting-invoice-to-reporting-settlement
reporting,S,4,2021-05,466,4,2021-05-31,DOC-20210531-0048,,2021-07,824,1,2021-07-20,DOC-20210720-0004,,926133,reporting-invoice-to-reporting-settlement
reporting,S,5,2021-05,466,3,2021-05-31,DOC-20210531-0047,,2021-07,933,1,2021-07-31,DOC-20210731-0063,,3744310,reporting-invoice-to-reporting-settlement
reporting,S,6,2021-05,466,2,2021-05-31,DOC-20210531-0046,,2021-07,825,1,2021-07-20,DOC-20210720-0005,,3530262,reporting-invoice-to-reporting-settlement
reporting,S,7,2021-05,465,1,2021-05-31,DOC-20210531-0041,,2021-07,934,1,2021-07-31,DOC-20210731-0064,,3549759,reporting-invoice-to-reporting-settlement
reporting,S,8,2021-05,463,1,2021-05-31,DOC-20210531-0031,,2021-07,761,1,2021-07-10,DOC-20210710-0006,,72576,reporting-invoice-to-reporting-settlement
reporting,S,8,2021-05,464,9,2021-05-31,DOC-20210531-0040,,2021-07,3019,1,2021-07-31,DOC-20210731-0077,,140313,reporting-invoice-to-reporting-settlement
reporting,S,8,2021-05,466,5,2021-05-31,DOC-20210531-0049,,2021-07,3020,1,2021-07-31,DOC-20210731-0078,,169344,reporting-invoice-to-reporting-settlement
reporting,S,8,2021-05,467,1,2021-05-31,DOC-20210531-0051,,2021-07,3021,1,2021-07-31,DOC-20210731-0079,,24192,reporting-invoice-to-reporting-settlement
reporting,S,9,2021-05,465,2,2021-05-31,DOC-20210531-0042,,2021-07,935,1,2021-07-31,DOC-20210731-0065,,1772046,reporting-invoice-to-reporting-settlement
reporting,S,10,2021-05,466,1,2021-05-31,DOC-20210531-0045,,2021-07,936,1,2021-07-31,DOC-20210731-0066,,3030717,reporting-invoice-to-reporting-settlement
reporting,S,11,2021-05,464,1,2021-05-31,DOC-20210531-0033,,2021-07,826,1,2021-07-20,DOC-20210720-0006,,4270793,reporting-invoice-to-reporting-settlement
reporting,S,12,2021-05,464,8,2021-05-31,DOC-20210531-0039,,2021-07,937,1,2021-07-31,DOC-20210731-0067,,330220,reporting-invoice-to-reporting-settlement
reporting,S,13,2021-05,464,7,2021-05-31,DOC-20210531-0038,,2021-07,938,1,2021-07-31,DOC-20210731-0068,,1291839,reporting-invoice-to-reporting-settlement
reporting,S,14,2021-05,464,4,2021-05-31,DOC-20210531-0035,,2021-07,939,1,2021-07-31,DOC-20210731-0069,,2895984,reporting-invoice-to-reporting-settlement
reporting,S,15,2021-05,465,3,2021-05-31,DOC-20210531-0043,,2021-07,929,4,2021-07-31,DOC-20210731-0061,,1154355,reporting-invoice-to-reporting-settlement
reporting,C,1,2021-06,686,3,2021-06-30,DOC-20210630-0029,,2021-08,1015,1,2021-08-15,DOC-20210815-0001,,1221480,reporting-invoice-to-reporting-settlement
reporting,C,2,2021-06,683,2,2021-06-30,DOC-20210630-0005,,2021-08,1096,1,2021-08-25,DOC-20210825-0001,,14067110,reporting-invoice-to-reporting-settlement
reporting,C,3,2021-06,685,7,2021-06-30,DOC-20210630-0025,,2021-08,3022,1,2021-08-31,DOC-20210831-0068,,335052,reporting-invoice-to-reporting-settlement
reporting,C,4,2021-06,685,3,2021-06-30,DOC-20210630-0021,,2021-08,1152,1,2021-08-31,DOC-20210831-0053,,908128,reporting-invoice-to-reporting-settlement
reporting,C,5,2021-06,682,1,2021-06-30,DOC-20210630-0001,,2021-08,1153,1,2021-08-31,DOC-20210831-0054,,904048,reporting-invoice-to-reporting-settlement
reporting,C,6,2021-06,684,3,2021-06-30,DOC-20210630-0015,,2021-08,1016,1,2021-08-15,DOC-20210815-0002,,893412,reporting-invoice-to-reporting-settlement
reporting,C,7,2021-06,684,2,2021-06-30,DOC-20210630-0014,,2021-08,1097,1,2021-08-25,DOC-20210825-0002,,1108544,reporting-invoice-to-reporting-settlement
reporting,C,8,2021-06,685,6,2021-06-30,DOC-20210630-0024,,2021-08,1017,1,2021-08-15,DOC-20210815-0003,,746892,reporting-invoice-to-reporting-settlement
reporting,C,9,2021-06,685,8,2021-06-30,DOC-20210630-0026,,2021-08,1018,1,2021-08-15,DOC-20210815-0004,,746304,reporting-invoice-to-reporting-settlement
reporting,C,10,2021-06,683,8,2021-06-30,DOC-20210630-0011,,2021-08,1157,1,2021-08-31,DOC-20210831-0058,,372176,reporting-invoice-to-reporting-settlement
reporting,C,11,2021-06,683,5,2021-06-30,DOC-20210630-0008,,2021-08,1051,1,2021-08-20,DOC-20210820-0001,,603296,reporting-invoice-to-reporting-settlement
reporting,C,12,2021-06,683,1,2021-06-30,DOC-20210630-0004,,2021-08,1154,1,2021-08-31,DOC-20210831-0055,,10195015,reporting-invoice-to-reporting-settlement
reporting,C,13,2021-06,683,6,2021-06-30,DOC-20210630-0009,,2021-08,1019,1,2021-08-15,DOC-20210815-0005,,1101380,reporting-invoice-to-reporting-settlement
reporting,C,14,2021-06,682,3,2021-06-30,DOC-20210630-0003,,2021-08,990,1,2021-08-10,DOC-20210810-0003,,1536704,reporting-invoice-to-reporting-settlement
reporting,C,14,2021-06,683,7,2021-06-30,DOC-20210630-0010,,2021-08,990,2,2021-08-10,DOC-20210810-0004,,1903676,reporting-invoice-to-reporting-settlement
reporting,C,14,2021-06,684,4,2021-06-30,DOC-20210630-0016,,2021-08,3023,1,2021-08-31,DOC-20210831-0069,,1472424,reporting-invoice-to-reporting-settlement
reporting,C,14,2021-06,685,4,2021-06-30,DOC-20210630-0022,,2021-08,3024,1,2021-08-31,DOC-20210831-0070,,2319041,reporting-invoice-to-reporting-settlement
reporting,C,14,2021-06,686,1,2021-06-30,DOC-20210630-0027,,2021-08,3025,1,2021-08-31,DOC-20210831-0071,,1335240,reporting-invoice-to-reporting-settlement
reporting,C,19,2021-06,684,5,2021-06-30,DOC-20210630-0017,,2021-08,987,1,2021-08-10,DOC-20210810-0001,,804060,reporting-invoice-to-reporting-settlement
reporting,C,20,2021-06,685,1,2021-06-30,DOC-20210630-0019,,2021-08,1020,1,2021-08-15,DOC-20210815-0006,,1016210,reporting-invoice-to-reporting-settlement
reporting,C,21,2021-06,684,6,2021-06-30,DOC-20210630-0018,,2021-08,1052,2,2021-08-20,DOC-20210820-0002,,504450,reporting-invoice-to-reporting-settlement
reporting,C,22,2021-06,686,4,2021-06-30,DOC-20210630-0030,,2021-08,961,1,2021-08-05,DOC-20210805-0001,,915480,reporting-invoice-to-reporting-settlement
reporting,C,23,2021-06,685,5,2021-06-30,DOC-20210630-0023,,2021-08,1098,1,2021-08-25,DOC-20210825-0003,,859929,reporting-invoice-to-reporting-settlement
reporting,C,24,2021-06,683,4,2021-06-30,DOC-20210630-0007,,2021-08,1155,1,2021-08-31,DOC-20210831-0056,,602808,reporting-invoice-to-reporting-settlement
reporting,C,25,2021-06,682,2,2021-06-30,DOC-20210630-0002,,2021-08,1099,1,2021-08-25,DOC-20210825-0004,,2998818,reporting-invoice-to-reporting-settlement
reporting,C,26,2021-06,683,9,2021-06-30,DOC-20210630-0012,,2021-08,962,1,2021-08-05,DOC-20210805-0002,,763160,reporting-invoice-to-reporting-settlement
reporting,C,27,2021-06,684,1,2021-06-30,DOC-20210630-0013,,2021-08,963,1,2021-08-05,DOC-20210805-0003,,799276,reporting-invoice-to-reporting-settlement
reporting,C,28,2021-06,685,2,2021-06-30,DOC-20210630-0020,,2021-08,988,1,2021-08-10,DOC-20210810-0002,,5645572,reporting-invoice-to-reporting-settlement
reporting,C,29,2021-06,686,2,2021-06-30,DOC-20210630-0028,,2021-08,1156,1,2021-08-31,DOC-20210831-0057,,404352,reporting-invoice-to-reporting-settlement
reporting,C,30,2021-06,683,3,2021-06-30,DOC-20210630-0006,,2021-08,1053,1,2021-08-20,DOC-20210820-0003,,1019738,reporting-invoice-to-reporting-settlement
reporting,S,1,2021-06,694,2,2021-06-30,DOC-20210630-0034,,2021-08,1021,1,2021-08-15,DOC-20210815-0007,,5813524,reporting-invoice-to-reporting-settlement
reporting,S,2,2021-06,693,1,2021-06-30,DOC-20210630-0031,,2021-08,1163,1,2021-08-31,DOC-20210831-0059,,77565,reporting-invoice-to-reporting-settlement
reporting,S,2,2021-06,694,11,2021-06-30,DOC-20210630-0040,,2021-08,3026,1,2021-08-31,DOC-20210831-0072,,616209,reporting-invoice-to-reporting-settlement
reporting,S,2,2021-06,695,4,2021-06-30,DOC-20210630-0044,,2021-08,3027,1,2021-08-31,DOC-20210831-0073,,116346,reporting-invoice-to-reporting-settlement
reporting,S,2,2021-06,696,5,2021-06-30,DOC-20210630-0050,,2021-08,3028,1,2021-08-31,DOC-20210831-0074,,349042,reporting-invoice-to-reporting-settlement
reporting,S,2,2021-06,697,1,2021-06-30,DOC-20210630-0052,,2021-08,3029,1,2021-08-31,DOC-20210831-0075,,137893,reporting-invoice-to-reporting-settlement
reporting,S,3,2021-06,694,4,2021-06-30,DOC-20210630-0036,,2021-08,991,1,2021-08-10,DOC-20210810-0005,,3136658,reporting-invoice-to-reporting-settlement
reporting,S,4,2021-06,696,4,2021-06-30,DOC-20210630-0049,,2021-08,1054,1,2021-08-20,DOC-20210820-0004,,888656,reporting-invoice-to-reporting-settlement
reporting,S,5,2021-06,696,3,2021-06-30,DOC-20210630-0048,,2021-08,1164,1,2021-08-31,DOC-20210831-0060,,3702978,reporting-invoice-to-reporting-settlement
reporting,S,6,2021-06,696,2,2021-06-30,DOC-20210630-0047,,2021-08,1055,2,2021-08-20,DOC-20210820-0005,,3482789,reporting-invoice-to-reporting-settlement
reporting,S,7,2021-06,695,1,2021-06-30,DOC-20210630-0041,,2021-08,1165,1,2021-08-31,DOC-20210831-0061,,3490290,reporting-invoice-to-reporting-settlement
reporting,S,8,2021-06,693,2,2021-06-30,DOC-20210630-0032,,2021-08,992,1,2021-08-10,DOC-20210810-0006,,49392,reporting-invoice-to-reporting-settlement
reporting,S,8,2021-06,694,9,2021-06-30,DOC-20210630-0039,,2021-08,3030,1,2021-08-31,DOC-20210831-0076,,222264,reporting-invoice-to-reporting-settlement
reporting,S,8,2021-06,695,5,2021-06-30,DOC-20210630-0045,,2021-08,3031,1,2021-08-31,DOC-20210831-0077,,24696,reporting-invoice-to-reporting-settlement
reporting,S,8,2021-06,696,7,2021-06-30,DOC-20210630-0051,,2021-08,3032,1,2021-08-31,DOC-20210831-0078,,44452,reporting-invoice-to-reporting-settlement
reporting,S,8,2021-06,697,2,2021-06-30,DOC-20210630-0053,,2021-08,3033,1,2021-08-31,DOC-20210831-0079,,49392,reporting-invoice-to-reporting-settlement
reporting,S,9,2021-06,695,2,2021-06-30,DOC-20210630-0042,,2021-08,1166,1,2021-08-31,DOC-20210831-0062,,1712425,reporting-invoice-to-reporting-settlement
reporting,S,10,2021-06,696,1,2021-06-30,DOC-20210630-0046,,2021-08,1167,1,2021-08-31,DOC-20210831-0063,,3040340,reporting-invoice-to-reporting-settlement
reporting,S,11,2021-06,694,1,2021-06-30,DOC-20210630-0033,,2021-08,1056,1,2021-08-20,DOC-20210820-0006,,4187544,reporting-invoice-to-reporting-settlement
reporting,S,12,2021-06,694,7,2021-06-30,DOC-20210630-0038,,2021-08,1168,1,2021-08-31,DOC-20210831-0064,,316537,reporting-invoice-to-reporting-settlement
reporting,S,13,2021-06,694,5,2021-06-30,DOC-20210630-0037,,2021-08,1169,1,2021-08-31,DOC-20210831-0065,,1224976,reporting-invoice-to-reporting-settlement
reporting,S,14,2021-06,694,3,2021-06-30,DOC-20210630-0035,,2021-08,1170,1,2021-08-31,DOC-20210831-0066,,2864586,reporting-invoice-to-reporting-settlement
reporting,S,15,2021-06,695,3,2021-06-30,DOC-20210630-0043,,2021-08,1171,1,2021-08-31,DOC-20210831-0067,,1109128,reporting-invoice-to-reporting-settlement
reporting,C,1,2021-07,920,3,2021-07-31,DOC-20210731-0029,,2021-09,1237,1,2021-09-12,DOC-20210912-0001,,1369532,reporting-invoice-to-reporting-settlement
reporting,C,2,2021-07,917,2,2021-07-31,DOC-20210731-0005,,2021-09,1329,1,2021-09-25,DOC-20210925-0001,,16459173,reporting-invoice-to-reporting-settlement
reporting,C,3,2021-07,919,8,2021-07-31,DOC-20210731-0026,,2021-09,3034,1,2021-09-30,DOC-20210930-0067,,588672,reporting-invoice-to-reporting-settlement
reporting,C,4,2021-07,919,4,2021-07-31,DOC-20210731-0022,,2021-09,1383,1,2021-09-30,DOC-20210930-0052,,1186200,reporting-invoice-to-reporting-settlement
reporting,C,5,2021-07,916,2,2021-07-31,DOC-20210731-0002,,2021-09,1384,1,2021-09-30,DOC-20210930-0053,,1299624,reporting-invoice-to-reporting-settlement
reporting,C,6,2021-07,918,6,2021-07-31,DOC-20210731-0018,,2021-09,1254,1,2021-09-15,DOC-20210915-0001,,911211,reporting-invoice-to-reporting-settlement
reporting,C,7,2021-07,918,2,2021-07-31,DOC-20210731-0014,,2021-09,1330,1,2021-09-25,DOC-20210925-0002,,925880,reporting-invoice-to-reporting-settlement
reporting,C,8,2021-07,919,5,2021-07-31,DOC-20210731-0023,,2021-09,1255,1,2021-09-15,DOC-20210915-0002,,560430,reporting-invoice-to-reporting-settlement
reporting,C,9,2021-07,919,6,2021-07-31,DOC-20210731-0024,,2021-09,1256,1,2021-09-15,DOC-20210915-0003,,1013480,reporting-invoice-to-reporting-settlement
reporting,C,10,2021-07,917,11,2021-07-31,DOC-20210731-0012,,2021-09,1388,1,2021-09-30,DOC-20210930-0057,,305388,reporting-invoice-to-reporting-settlement
reporting,C,11,2021-07,917,7,2021-07-31,DOC-20210731-0010,,2021-09,1286,1,2021-09-20,DOC-20210920-0001,,366976,reporting-invoice-to-reporting-settlement
reporting,C,12,2021-07,917,1,2021-07-31,DOC-20210731-0004,,2021-09,1385,1,2021-09-30,DOC-20210930-0054,,9706318,reporting-invoice-to-reporting-settlement
reporting,C,13,2021-07,917,4,2021-07-31,DOC-20210731-0007,,2021-09,1257,1,2021-09-15,DOC-20210915-0004,,862193,reporting-invoice-to-reporting-settlement
reporting,C,14,2021-07,916,3,2021-07-31,DOC-20210731-0003,,2021-09,1218,1,2021-09-10,DOC-20210910-0003,,1052584,reporting-invoice-to-reporting-settlement
reporting,C,14,2021-07,917,5,2021-07-31,DOC-20210731-0008,,2021-09,1218,2,2021-09-10,DOC-20210910-0004,,1678938,reporting-invoice-to-reporting-settlement
reporting,C,14,2021-07,918,3,2021-07-31,DOC-20210731-0015,,2021-09,3035,1,2021-09-30,DOC-20210930-0068,,928386,reporting-invoice-to-reporting-settlement
reporting,C,14,2021-07,919,3,2021-07-31,DOC-20210731-0021,,2021-09,3036,1,2021-09-30,DOC-20210930-0069,,2487704,reporting-invoice-to-reporting-settlement
reporting,C,14,2021-07,920,1,2021-07-31,DOC-20210731-0027,,2021-09,3037,1,2021-09-30,DOC-20210930-0070,,943160,reporting-invoice-to-reporting-settlement
reporting,C,19,2021-07,918,4,2021-07-31,DOC-20210731-0016,,2021-09,1215,1,2021-09-10,DOC-20210910-0001,,378495,reporting-invoice-to-reporting-settlement
reporting,C,20,2021-07,919,7,2021-07-31,DOC-20210731-0025,,2021-09,1258,1,2021-09-15,DOC-20210915-0005,,942360,reporting-invoice-to-reporting-settlement
reporting,C,21,2021-07,918,5,2021-07-31,DOC-20210731-0017,,2021-09,1287,1,2021-09-20,DOC-20210920-0002,,610974,reporting-invoice-to-reporting-settlement
reporting,C,22,2021-07,920,2,2021-07-31,DOC-20210731-0028,,2021-09,1195,1,2021-09-05,DOC-20210905-0001,,1402208,reporting-invoice-to-reporting-settlement
