Journal_Document_Link_ID,Transaction_ID,Line_ID,Document_ID,Relationship_Type,Link_Amount,Recognition_Basis
JDL-202109-900322-2-AR,38,2,DOC-INV-202109-900322-2-AR,INVOICE,174370,explicit control-account line
JDL-202109-900325-1-AP,39,1,DOC-INV-202109-900325-1-AP,INVOICE,284710,explicit control-account line
JDL-202109-900304-2-AR,40,2,DOC-INV-202109-900304-2-AR,INVOICE,523820,explicit control-account line
JDL-202109-900342-2-AR,42,2,DOC-INV-202109-900342-2-AR,INVOICE,160300,explicit control-account line
JDL-202109-900316-1-AP,43,1,DOC-INV-202109-900316-1-AP,INVOICE,148540,explicit control-account line
JDL-202109-900297-2-AP,45,2,DOC-SET-202109-900297-2-AP,SETTLEMENT,146380,explicit control-account line
JDL-202109-900315-1-AP,46,1,DOC-INV-202109-900315-1-AP,INVOICE,353960,explicit control-account line
JDL-202109-900311-1-AP,47,1,DOC-SET-202109-900311-1-AP,SETTLEMENT,116410,explicit control-account line
JDL-202109-900320-2-AR,48,2,DOC-INV-202109-900320-2-AR,INVOICE,305090,explicit control-account line
JDL-202109-900347-2-AP,49,2,DOC-SET-202109-900347-2-AP,SETTLEMENT,185570,explicit control-account line
JDL-202109-900307-2-AP,51,2,DOC-SET-202109-900307-2-AP,SETTLEMENT,214630,explicit control-account line
JDL-202109-900337-2-AP,52,2,DOC-SET-202109-900337-2-AP,SETTLEMENT,221550,explicit control-account line
JDL-202109-900321-2-AR,53,2,DOC-INV-202109-900321-2-AR,INVOICE,595770,explicit control-account line
JDL-202109-900333-1-AR,54,1,DOC-SET-202109-900333-1-AR,SETTLEMENT,203720,explicit control-account line
JDL-202109-900341-2-AR,55,2,DOC-INV-202109-900341-2-AR,INVOICE,285420,explicit control-account line
JDL-202109-900303-1-AR,56,1,DOC-SET-202109-900303-1-AR,SETTLEMENT,175050,explicit control-account line
JDL-202109-900305-1-AP,57,1,DOC-INV-202109-900305-1-AP,INVOICE,101790,explicit control-account line
JDL-202109-900352-2-AR,58,2,DOC-INV-202109-900352-2-AR,INVOICE,272770,explicit control-account line
JDL-202110-900367-1-AP,1,1,DOC-SET-202110-900367-1-AP,SETTLEMENT,146200,explicit control-account line
JDL-202110-900385-1-AP,3,1,DOC-INV-202110-900385-1-AP,INVOICE,36660,explicit control-account line
JDL-202110-900401-1-AP,5,1,DOC-SET-202110-900401-1-AP,SETTLEMENT,231960,explicit control-account line
JDL-202110-900406-1-AP,6,1,DOC-INV-202110-900406-1-AP,INVOICE,333950,explicit control-account line
JDL-202110-900395-1-AP,7,1,DOC-INV-202110-900395-1-AP,INVOICE,195440,explicit control-account line
JDL-202110-900372-2-AR,8,2,DOC-INV-202110-900372-2-AR,INVOICE,486740,explicit control-account line
JDL-202110-900396-1-AR,9,1,DOC-SET-202110-900396-1-AR,SETTLEMENT,80610,explicit control-account line
JDL-202110-900396-3-AR,9,3,DOC-SET-202110-900396-3-AR,SETTLEMENT,29550,explicit control-account line
JDL-202110-900396-4-AR,9,4,DOC-SET-202110-900396-4-AR,SETTLEMENT,158550,explicit control-account line
JDL-202110-900380-2-AR,12,2,DOC-INV-202110-900380-2-AR,INVOICE,78840,explicit control-account line
JDL-202110-900382-2-AR,13,2,DOC-INV-202110-900382-2-AR,INVOICE,100740,explicit control-account line
JDL-202110-900392-2-AR,14,2,DOC-INV-202110-900392-2-AR,INVOICE,368460,explicit control-account line
JDL-202110-900354-1-AR,15,1,DOC-SET-202110-900354-1-AR,SETTLEMENT,451200,explicit control-account line
JDL-202110-900356-1-AP,16,1,DOC-INV-202110-900356-1-AP,INVOICE,268000,explicit control-account line
JDL-202110-900381-2-AR,17,2,DOC-INV-202110-900381-2-AR,INVOICE,335100,explicit control-account line
JDL-202110-900400-2-AR,20,2,DOC-INV-202110-900400-2-AR,INVOICE,246940,explicit control-account line
JDL-202110-900411-1-AP,21,1,DOC-SET-202110-900411-1-AP,SETTLEMENT,260030,explicit control-account line
JDL-202110-900394-1-AR,23,1,DOC-SET-202110-900394-1-AR,SETTLEMENT,102750,explicit control-account line
JDL-202110-900360-2-AR,24,2,DOC-INV-202110-900360-2-AR,INVOICE,302090,explicit control-account line
JDL-202110-900361-1-AP,27,1,DOC-SET-202110-900361-1-AP,SETTLEMENT,73490,explicit control-account line
JDL-202110-900386-2-AR,28,2,DOC-INV-202110-900386-2-AR,INVOICE,279450,explicit control-account line
JDL-202110-900397-2-AP,29,2,DOC-SET-202110-900397-2-AP,SETTLEMENT,169710,explicit control-account line
JDL-202110-900363-1-AR,30,1,DOC-SET-202110-900363-1-AR,SETTLEMENT,261390,explicit control-account line
JDL-202110-900391-2-AR,32,2,DOC-INV-202110-900391-2-AR,INVOICE,100730,explicit control-account line
JDL-202110-900404-1-AR,33,1,DOC-SET-202110-900404-1-AR,SETTLEMENT,358490,explicit control-account line
JDL-202110-900402-2-AR,35,2,DOC-INV-202110-900402-2-AR,INVOICE,71050,explicit control-account line
JDL-202110-900375-1-AP,37,1,DOC-INV-202110-900375-1-AP,INVOICE,113680,explicit control-account line
JDL-202110-900384-1-AR,38,1,DOC-SET-202110-900384-1-AR,SETTLEMENT,188430,explicit control-account line
JDL-202110-900357-2-AP,40,2,DOC-SET-202110-900357-2-AP,SETTLEMENT,344900,explicit control-account line
JDL-202110-900362-2-AR,41,2,DOC-INV-202110-900362-2-AR,INVOICE,149380,explicit control-account line
JDL-202110-900366-1-AP,42,1,DOC-INV-202110-900366-1-AP,INVOICE,222290,explicit control-account line
JDL-202110-900373-1-AP,43,1,DOC-SET-202110-900373-1-AP,SETTLEMENT,420400,explicit control-account line
JDL-202110-900405-1-AP,46,1,DOC-SET-202110-900405-1-AP,SETTLEMENT,202880,explicit control-account line
JDL-202110-900374-1-AR,48,1,DOC-SET-202110-900374-1-AR,SETTLEMENT,453950,explicit control-account line
JDL-202110-900365-1-AP,49,1,DOC-INV-202110-900365-1-AP,INVOICE,249130,explicit control-account line
JDL-202110-900370-2-AR,50,2,DOC-INV-202110-900370-2-AR,INVOICE,376100,explicit control-account line
JDL-202110-900376-1-AP,52,1,DOC-INV-202110-900376-1-AP,INVOICE,184540,explicit control-account line
JDL-202110-900410-2-AR,53,2,DOC-INV-202110-900410-2-AR,INVOICE,256830,explicit control-account line
JDL-202110-900355-1-AP,54,1,DOC-SET-202110-900355-1-AP,SETTLEMENT,326130,explicit control-account line
JDL-202110-900387-2-AP,55,2,DOC-SET-202110-900387-2-AP,SETTLEMENT,82330,explicit control-account line
JDL-202110-900393-1-AR,57,1,DOC-SET-202110-900393-1-AR,SETTLEMENT,423760,explicit control-account line
JDL-202110-900403-1-AR,58,1,DOC-SET-202110-900403-1-AR,SETTLEMENT,268760,explicit control-account line
JDL-202111-900414-1-AR,1,1,DOC-SET-202111-900414-1-AR,SETTLEMENT,70310,explicit control-account line
JDL-202111-900425-1-AP,2,1,DOC-INV-202111-900425-1-AP,INVOICE,309160,explicit control-account line
JDL-202111-900435-1-AP,4,1,DOC-INV-202111-900435-1-AP,INVOICE,72000,explicit control-account line
JDL-202111-900454-1-AR,5,1,DOC-SET-202111-900454-1-AR,SETTLEMENT,454500,explicit control-account line
JDL-202111-900466-1-AP,6,1,DOC-INV-202111-900466-1-AP,INVOICE,363650,explicit control-account line
JDL-202111-900453-1-AR,7,1,DOC-SET-202111-900453-1-AR,SETTLEMENT,343560,explicit control-account line
JDL-202111-900462-2-AR,8,2,DOC-INV-202111-900462-2-AR,INVOICE,236330,explicit control-account line
JDL-202111-900463-1-AR,9,1,DOC-SET-202111-900463-1-AR,SETTLEMENT,81510,explicit control-account line
JDL-202111-900412-2-AR,10,2,DOC-INV-202111-900412-2-AR,INVOICE,438890,explicit control-account line
JDL-202111-900455-1-AP,11,1,DOC-SET-202111-900455-1-AP,SETTLEMENT,232730,explicit control-account line
JDL-202111-900440-2-AR,14,2,DOC-INV-202111-900440-2-AR,INVOICE,83210,explicit control-account line
JDL-202111-900443-1-AR,15,1,DOC-SET-202111-900443-1-AR,SETTLEMENT,404850,explicit control-account line
JDL-202111-900464-1-AR,16,1,DOC-SET-202111-900464-1-AR,SETTLEMENT,121240,explicit control-account line
JDL-202111-900449-1-AP,17,1,DOC-SET-202111-900449-1-AP,SETTLEMENT,401520,explicit control-account line
JDL-202111-900422-2-AR,18,2,DOC-INV-202111-900422-2-AR,INVOICE,580680,explicit control-account line
JDL-202111-900423-1-AR,19,1,DOC-SET-202111-900423-1-AR,SETTLEMENT,220510,explicit control-account line
JDL-202111-900450-2-AR,20,2,DOC-INV-202111-900450-2-AR,INVOICE,438240,explicit control-account line
JDL-202111-900451-2-AR,21,2,DOC-INV-202111-900451-2-AR,INVOICE,300970,explicit control-account line
JDL-202111-900456-1-AP,24,1,DOC-INV-202111-900456-1-AP,INVOICE,204250,explicit control-account line
JDL-202111-900441-2-AR,25,2,DOC-INV-202111-900441-2-AR,INVOICE,337560,explicit control-account line
JDL-202111-900421-2-AR,26,2,DOC-INV-202111-900421-2-AR,INVOICE,167500,explicit control-account line
JDL-202111-900427-2-AP,30,2,DOC-SET-202111-900427-2-AP,SETTLEMENT,159020,explicit control-account line
JDL-202111-900436-2-AR,32,2,DOC-INV-202111-900436-2-AR,INVOICE,441120,explicit control-account line
JDL-202111-900432-2-AR,34,2,DOC-INV-202111-900432-2-AR,INVOICE,247300,explicit control-account line
JDL-202111-900437-2-AP,35,2,DOC-SET-202111-900437-2-AP,SETTLEMENT,88090,explicit control-account line
JDL-202111-900460-2-AR,38,2,DOC-INV-202111-900460-2-AR,INVOICE,286310,explicit control-account line
JDL-202111-900470-2-AR,39,2,DOC-INV-202111-900470-2-AR,INVOICE,405040,explicit control-account line
JDL-202111-900442-2-AR,40,2,DOC-INV-202111-900442-2-AR,INVOICE,106470,explicit control-account line
JDL-202111-900446-1-AP,41,1,DOC-INV-202111-900446-1-AP,INVOICE,142990,explicit control-account line
JDL-202111-900447-2-AP,42,2,DOC-SET-202111-900447-2-AP,SETTLEMENT,240590,explicit control-account line
JDL-202111-900434-1-AR,45,1,DOC-SET-202111-900434-1-AR,SETTLEMENT,260440,explicit control-account line
JDL-202111-900415-1-AP,47,1,DOC-INV-202111-900415-1-AP,INVOICE,127820,explicit control-account line
JDL-202111-900424-2-AR,48,2,DOC-INV-202111-900424-2-AR,INVOICE,200490,explicit control-account line
JDL-202111-900431-2-AR,49,2,DOC-INV-202111-900431-2-AR,INVOICE,380420,explicit control-account line
JDL-202111-900468-2-AR,50,2,DOC-INV-202111-900468-2-AR,INVOICE,145010,explicit control-account line
JDL-202111-900444-1-AR,51,1,DOC-SET-202111-900444-1-AR,SETTLEMENT,328450,explicit control-account line
JDL-202111-900416-1-AP,52,1,DOC-INV-202111-900416-1-AP,INVOICE,70730,explicit control-account line
JDL-202111-900457-2-AP,53,2,DOC-SET-202111-900457-2-AP,SETTLEMENT,287300,explicit control-account line
JDL-202111-900430-2-AR,55,2,DOC-INV-202111-900430-2-AR,INVOICE,245890,explicit control-account line
JDL-202111-900467-2-AP,56,2,DOC-SET-202111-900467-2-AP,SETTLEMENT,242320,explicit control-account line
JDL-202111-900417-1-AP,57,1,DOC-SET-202111-900417-1-AP,SETTLEMENT,229570,explicit control-account line
JDL-202111-900461-1-AP,58,1,DOC-SET-202111-900461-1-AP,SETTLEMENT,265170,explicit control-account line
JDL-202112-900512-2-AR,1,2,DOC-INV-202112-900512-2-AR,INVOICE,223440,explicit control-account line
JDL-202112-900516-1-AP,2,1,DOC-INV-202112-900516-1-AP,INVOICE,102160,explicit control-account line
JDL-202112-900492-2-AR,5,2,DOC-INV-202112-900492-2-AR,INVOICE,566420,explicit control-account line
JDL-202112-900496-1-AP,6,1,DOC-INV-202112-900496-1-AP,INVOICE,387010,explicit control-account line
JDL-202112-900525-1-AP,7,1,DOC-INV-202112-900525-1-AP,INVOICE,89390,explicit control-account line
JDL-202112-900517-2-AP,10,2,DOC-SET-202112-900517-2-AP,SETTLEMENT,348390,explicit control-account line
JDL-202112-900518-2-AR,11,2,DOC-INV-202112-900518-2-AR,INVOICE,182160,explicit control-account line
JDL-202112-900474-2-AR,8,2,DOC-INV-202112-900474-2-AR,INVOICE,125340,explicit control-account line
JDL-202112-900473-1-AR,12,1,DOC-SET-202112-900473-1-AR,SETTLEMENT,112800,explicit control-account line
JDL-202112-900485-1-AP,14,1,DOC-INV-202112-900485-1-AP,INVOICE,209170,explicit control-account line
JDL-202112-900502-2-AR,16,2,DOC-INV-202112-900502-2-AR,INVOICE,114990,explicit control-account line
JDL-202112-900500-2-AR,17,2,DOC-INV-202112-900500-2-AR,INVOICE,321310,explicit control-account line
JDL-202112-900509-1-AR,18,1,DOC-SET-202112-900509-1-AR,SETTLEMENT,207880,explicit control-account line
JDL-202112-900509-3-AR,18,3,DOC-SET-202112-900509-3-AR,SETTLEMENT,59390,explicit control-account line
JDL-202112-900509-4-AR,18,4,DOC-SET-202112-900509-4-AR,SETTLEMENT,156990,explicit control-account line
JDL-202112-900506-1-AP,19,1,DOC-INV-202112-900506-1-AP,INVOICE,107000,explicit control-account line
JDL-202112-900521-2-AR,20,2,DOC-INV-202112-900521-2-AR,INVOICE,363790,explicit control-account line
JDL-202112-900493-1-AP,21,1,DOC-SET-202112-900493-1-AP,SETTLEMENT,59810,explicit control-account line
JDL-202112-900505-1-AP,22,1,DOC-SET-202112-900505-1-AP,SETTLEMENT,331470,explicit control-account line
JDL-202112-900531-2-AR,23,2,DOC-INV-202112-900531-2-AR,INVOICE,245710,explicit control-account line
JDL-202112-900507-2-AP,25,2,DOC-SET-202112-900507-2-AP,SETTLEMENT,185680,explicit control-account line
JDL-202112-900511-2-AR,26,2,DOC-INV-202112-900511-2-AR,INVOICE,434600,explicit control-account line
JDL-202112-900480-2-AR,28,2,DOC-INV-202112-900480-2-AR,INVOICE,560760,explicit control-account line
JDL-202112-900510-2-AR,29,2,DOC-INV-202112-900510-2-AR,INVOICE,299300,explicit control-account line
JDL-202112-900523-1-AR,30,1,DOC-SET-202112-900523-1-AR,SETTLEMENT,385730,explicit control-account line
JDL-202112-900486-2-AR,31,2,DOC-INV-202112-900486-2-AR,INVOICE,240960,explicit control-account line
JDL-202112-900495-1-AP,32,1,DOC-INV-202112-900495-1-AP,INVOICE,193300,explicit control-account line
JDL-202112-900513-1-AR,34,1,DOC-SET-202112-900513-1-AR,SETTLEMENT,497370,explicit control-account line
JDL-202112-900499-1-AP,36,1,DOC-SET-202112-900499-1-AP,SETTLEMENT,320100,explicit control-account line
JDL-202112-900515-1-AP,38,1,DOC-INV-202112-900515-1-AP,INVOICE,184330,explicit control-account line
JDL-202112-900530-2-AR,39,2,DOC-INV-202112-900530-2-AR,INVOICE,299560,explicit control-account line
JDL-202112-900522-2-AR,40,2,DOC-INV-202112-900522-2-AR,INVOICE,412820,explicit control-account line
JDL-202112-900481-2-AR,41,2,DOC-INV-202112-900481-2-AR,INVOICE,561980,explicit control-account line
JDL-202112-900494-1-AR,42,1,DOC-SET-202112-900494-1-AR,SETTLEMENT,319590,explicit control-account line
JDL-202112-900491-2-AR,46,2,DOC-INV-202112-900491-2-AR,INVOICE,524660,explicit control-account line
JDL-202112-900526-1-AP,47,1,DOC-INV-202112-900526-1-AP,INVOICE,359270,explicit control-account line
JDL-202112-900501-2-AR,51,2,DOC-INV-202112-900501-2-AR,INVOICE,108870,explicit control-account line
JDL-202112-900524-2-AR,52,2,DOC-INV-202112-900524-2-AR,INVOICE,185990,explicit control-account line
JDL-202112-900483-1-AR,53,1,DOC-SET-202112-900483-1-AR,SETTLEMENT,332990,explicit control-account line
JDL-202112-900476-1-AP,54,1,DOC-INV-202112-900476-1-AP,INVOICE,53400,explicit control-account line
JDL-202112-900472-2-AR,56,2,DOC-INV-202112-900472-2-AR,INVOICE,345930,explicit control-account line
JDL-202112-900475-1-AP,57,1,DOC-INV-202112-900475-1-AP,INVOICE,327130,explicit control-account line
JDL-202112-900482-2-AR,58,2,DOC-INV-202112-900482-2-AR,INVOICE,458500,explicit control-account line
JDL-202112-900504-1-AR,59,1,DOC-SET-202112-900504-1-AR,SETTLEMENT,389920,explicit control-account line
JDL-202112-900487-2-AP,60,2,DOC-SET-202112-900487-2-AP,SETTLEMENT,340340,explicit control-account line
JDL-202201-900535-1-AP,3,1,DOC-INV-202201-900535-1-AP,INVOICE,376950,explicit control-account line
JDL-202201-900534-1-AR,4,1,DOC-SET-202201-900534-1-AR,SETTLEMENT,252020,explicit control-account line
JDL-202201-900583-1-AR,5,1,DOC-SET-202201-900583-1-AR,SETTLEMENT,181110,explicit control-account line
JDL-202201-900573-1-AR,6,1,DOC-SET-202201-900573-1-AR,SETTLEMENT,335470,explicit control-account line
JDL-202201-900563-1-AR,7,1,DOC-SET-202201-900563-1-AR,SETTLEMENT,86730,explicit control-account line
JDL-202201-900566-1-AP,13,1,DOC-INV-202201-900566-1-AP,INVOICE,154460,explicit control-account line
JDL-202201-900567-2-AP,14,2,DOC-SET-202201-900567-2-AP,SETTLEMENT,132130,explicit control-account line
JDL-202201-900590-2-AR,16,2,DOC-INV-202201-900590-2-AR,INVOICE,441180,explicit control-account line
JDL-202201-900536-1-AP,9,1,DOC-INV-202201-900536-1-AP,INVOICE,46110,explicit control-account line
JDL-202201-900532-2-AR,17,2,DOC-INV-202201-900532-2-AR,INVOICE,278710,explicit control-account line
JDL-202201-900545-1-AP,19,1,DOC-INV-202201-900545-1-AP,INVOICE,145800,explicit control-account line
JDL-202201-900547-2-AP,20,2,DOC-SET-202201-900547-2-AP,SETTLEMENT,29050,explicit control-account line
JDL-202201-900571-2-AR,21,2,DOC-INV-202201-900571-2-AR,INVOICE,462720,explicit control-account line
JDL-202201-900550-2-AR,22,2,DOC-INV-202201-900550-2-AR,INVOICE,257130,explicit control-account line
JDL-202201-900562-2-AR,23,2,DOC-INV-202201-900562-2-AR,INVOICE,141390,explicit control-account line
JDL-202201-900553-1-AR,25,1,DOC-SET-202201-900553-1-AR,SETTLEMENT,60010,explicit control-account line
JDL-202201-900577-2-AP,28,2,DOC-SET-202201-900577-2-AP,SETTLEMENT,300330,explicit control-account line
JDL-202201-900551-2-AR,30,2,DOC-INV-202201-900551-2-AR,INVOICE,199900,explicit control-account line
JDL-202201-900556-2-AR,31,2,DOC-INV-202201-900556-2-AR,INVOICE,324790,explicit control-account line
JDL-202201-900575-1-AP,32,1,DOC-INV-202201-900575-1-AP,INVOICE,133180,explicit control-account line
JDL-202201-900576-1-AP,34,1,DOC-INV-202201-900576-1-AP,INVOICE,394400,explicit control-account line
JDL-202201-900537-1-AP,36,1,DOC-SET-202201-900537-1-AP,SETTLEMENT,217690,explicit control-account line
JDL-202201-900587-1-AP,37,1,DOC-SET-202201-900587-1-AP,SETTLEMENT,59520,explicit control-account line
JDL-202201-900544-1-AR,38,1,DOC-SET-202201-900544-1-AR,SETTLEMENT,175540,explicit control-account line
JDL-202201-900557-2-AP,39,2,DOC-SET-202201-900557-2-AP,SETTLEMENT,308740,explicit control-account line
JDL-202201-900543-1-AP,42,1,DOC-SET-202201-900543-1-AP,SETTLEMENT,471830,explicit control-account line
JDL-202201-900554-1-AR,43,1,DOC-SET-202201-900554-1-AR,SETTLEMENT,242600,explicit control-account line
JDL-202201-900574-2-AR,44,2,DOC-INV-202201-900574-2-AR,INVOICE,158760,explicit control-account line
JDL-202201-900561-2-AR,45,2,DOC-INV-202201-900561-2-AR,INVOICE,470100,explicit control-account line
JDL-202201-900570-2-AR,46,2,DOC-INV-202201-900570-2-AR,INVOICE,594780,explicit control-account line
JDL-202201-900585-1-AP,47,1,DOC-INV-202201-900585-1-AP,INVOICE,184820,explicit control-account line
JDL-202201-900549-1-AP,48,1,DOC-SET-202201-900549-1-AP,SETTLEMENT,189650,explicit control-account line
JDL-202201-900564-1-AR,49,1,DOC-SET-202201-900564-1-AR,SETTLEMENT,94750,explicit control-account line
JDL-202201-900582-2-AR,50,2,DOC-INV-202201-900582-2-AR,INVOICE,69520,explicit control-account line
JDL-202201-900586-1-AP,51,1,DOC-INV-202201-900586-1-AP,INVOICE,274530,explicit control-account line
JDL-202201-900542-2-AR,52,2,DOC-INV-202201-900542-2-AR,INVOICE,555200,explicit control-account line
JDL-202201-900555-1-AP,53,1,DOC-INV-202201-900555-1-AP,INVOICE,170990,explicit control-account line
JDL-202201-900560-2-AR,55,2,DOC-INV-202201-900560-2-AR,INVOICE,143540,explicit control-account line
JDL-202201-900568-2-AR,56,2,DOC-INV-202201-900568-2-AR,INVOICE,103980,explicit control-account line
JDL-202201-900581-1-AP,57,1,DOC-SET-202201-900581-1-AP,SETTLEMENT,438010,explicit control-account line
JDL-202201-900541-2-AR,58,2,DOC-INV-202201-900541-2-AR,INVOICE,470430,explicit control-account line
JDL-202201-900580-2-AR,59,2,DOC-INV-202201-900580-2-AR,INVOICE,498270,explicit control-account line
JDL-202202-900605-1-AP,1,1,DOC-INV-202202-900605-1-AP,INVOICE,137870,explicit control-account line
JDL-202202-900592-2-AR,2,2,DOC-INV-202202-900592-2-AR,INVOICE,439160,explicit control-account line
JDL-202202-900595-1-AP,3,1,DOC-INV-202202-900595-1-AP,INVOICE,38230,explicit control-account line
JDL-202202-900629-1-AP,4,1,DOC-SET-202202-900629-1-AP,SETTLEMENT,117770,explicit control-account line
JDL-202202-900641-2-AR,5,2,DOC-INV-202202-900641-2-AR,INVOICE,550300,explicit control-account line
JDL-202202-900626-1-AP,7,1,DOC-INV-202202-900626-1-AP,INVOICE,277450,explicit control-account line
JDL-202202-900600-2-AR,10,2,DOC-INV-202202-900600-2-AR,INVOICE,387360,explicit control-account line
JDL-202202-900614-1-AR,11,1,DOC-SET-202202-900614-1-AR,SETTLEMENT,79810,explicit control-account line
JDL-202202-900593-1-AP,9,1,DOC-SET-202202-900593-1-AP,SETTLEMENT,67240,explicit control-account line
JDL-202202-900616-2-AR,12,2,DOC-INV-202202-900616-2-AR,INVOICE,182270,explicit control-account line
JDL-202202-900627-2-AP,14,2,DOC-SET-202202-900627-2-AP,SETTLEMENT,297220,explicit control-account line
JDL-202202-900647-2-AP,15,2,DOC-SET-202202-900647-2-AP,SETTLEMENT,293160,explicit control-account line
JDL-202202-900623-1-AP,17,1,DOC-SET-202202-900623-1-AP,SETTLEMENT,100460,explicit control-account line
JDL-202202-900634-1-AR,18,1,DOC-SET-202202-900634-1-AR,SETTLEMENT,500030,explicit control-account line
JDL-202202-900620-2-AR,20,2,DOC-INV-202202-900620-2-AR,INVOICE,406720,explicit control-account line
JDL-202202-900603-1-AR,21,1,DOC-SET-202202-900603-1-AR,SETTLEMENT,61800,explicit control-account line
JDL-202202-900642-2-AR,23,2,DOC-INV-202202-900642-2-AR,INVOICE,327270,explicit control-account line
JDL-202202-900645-1-AP,24,1,DOC-INV-202202-900645-1-AP,INVOICE,362650,explicit control-account line
JDL-202202-900621-2-AR,26,2,DOC-INV-202202-900621-2-AR,INVOICE,558020,explicit control-account line
JDL-202202-900630-2-AR,27,2,DOC-INV-202202-900630-2-AR,INVOICE,396830,explicit control-account line
JDL-202202-900644-2-AR,28,2,DOC-INV-202202-900644-2-AR,INVOICE,33250,explicit control-account line
JDL-202202-900615-1-AP,30,1,DOC-INV-202202-900615-1-AP,INVOICE,292150,explicit control-account line
JDL-202202-900610-2-AR,32,2,DOC-INV-202202-900610-2-AR,INVOICE,460340,explicit control-account line
JDL-202202-900622-2-AR,34,2,DOC-INV-202202-900622-2-AR,INVOICE,362110,explicit control-account line
JDL-202202-900607-2-AP,39,2,DOC-SET-202202-900607-2-AP,SETTLEMENT,290910,explicit control-account line
JDL-202202-900636-1-AP,40,1,DOC-INV-202202-900636-1-AP,INVOICE,133490,explicit control-account line
JDL-202202-900596-1-AP,42,1,DOC-INV-202202-900596-1-AP,INVOICE,199620,explicit control-account line
JDL-202202-900613-1-AR,43,1,DOC-SET-202202-900613-1-AR,SETTLEMENT,107170,explicit control-account line
JDL-202202-900611-2-AR,44,2,DOC-INV-202202-900611-2-AR,INVOICE,53250,explicit control-account line
JDL-202202-900632-2-AR,45,2,DOC-INV-202202-900632-2-AR,INVOICE,532500,explicit control-account line
JDL-202202-900633-1-AR,46,1,DOC-SET-202202-900633-1-AR,SETTLEMENT,53980,explicit control-account line
JDL-202202-900601-2-AR,47,2,DOC-INV-202202-900601-2-AR,INVOICE,524240,explicit control-account line
JDL-202202-900643-1-AR,48,1,DOC-SET-202202-900643-1-AR,SETTLEMENT,325920,explicit control-account line
JDL-202202-900594-1-AR,49,1,DOC-SET-202202-900594-1-AR,SETTLEMENT,191530,explicit control-account line
JDL-202202-900602-2-AR,50,2,DOC-INV-202202-900602-2-AR,INVOICE,61000,explicit control-account line
JDL-202202-900624-1-AR,51,1,DOC-SET-202202-900624-1-AR,SETTLEMENT,308770,explicit control-account line
JDL-202202-900606-2-AR,54,2,DOC-INV-202202-900606-2-AR,INVOICE,83550,explicit control-account line
JDL-202202-900617-2-AP,55,2,DOC-SET-202202-900617-2-AP,SETTLEMENT,267940,explicit control-account line
JDL-202202-900635-1-AR,56,1,DOC-SET-202202-900635-1-AR,SETTLEMENT,139680,explicit control-account line
JDL-202202-900635-3-AR,56,3,DOC-SET-202202-900635-3-AR,SETTLEMENT,67430,explicit control-account line
JDL-202202-900635-4-AR,56,4,DOC-SET-202202-900635-4-AR,SETTLEMENT,274570,explicit control-account line
JDL-202202-900637-1-AP,57,1,DOC-SET-202202-900637-1-AP,SETTLEMENT,222700,explicit control-account line
JDL-202203-900671-2-AR,1,2,DOC-INV-202203-900671-2-AR,INVOICE,478190,explicit control-account line
JDL-202203-900683-1-AR,2,1,DOC-SET-202203-900683-1-AR,SETTLEMENT,450630,explicit control-account line
JDL-202203-900664-1-AR,3,1,DOC-SET-202203-900664-1-AR,SETTLEMENT,357170,explicit control-account line
JDL-202203-900692-2-AR,4,2,DOC-INV-202203-900692-2-AR,INVOICE,333380,explicit control-account line
JDL-202203-900697-2-AP,5,2,DOC-SET-202203-900697-2-AP,SETTLEMENT,300670,explicit control-account line
JDL-202203-900669-1-AP,6,1,DOC-SET-202203-900669-1-AP,SETTLEMENT,201600,explicit control-account line
JDL-202203-900686-1-AP,7,1,DOC-INV-202203-900686-1-AP,INVOICE,54120,explicit control-account line
JDL-202203-900687-2-AP,8,2,DOC-SET-202203-900687-2-AP,SETTLEMENT,98750,explicit control-account line
JDL-202203-900651-2-AR,9,2,DOC-INV-202203-900651-2-AR,INVOICE,542830,explicit control-account line
JDL-202203-900670-2-AR,11,2,DOC-INV-202203-900670-2-AR,INVOICE,554310,explicit control-account line
JDL-202203-900706-2-AR,12,2,DOC-INV-202203-900706-2-AR,INVOICE,604030,explicit control-account line
JDL-202203-900656-2-AR,13,2,DOC-INV-202203-900656-2-AR,INVOICE,281490,explicit control-account line
JDL-202203-900661-2-AR,14,2,DOC-INV-202203-900661-2-AR,INVOICE,328340,explicit control-account line
JDL-202203-900695-1-AP,15,1,DOC-INV-202203-900695-1-AP,INVOICE,39690,explicit control-account line
JDL-202203-900654-1-AR,16,1,DOC-SET-202203-900654-1-AR,SETTLEMENT,510450,explicit control-account line
JDL-202203-900650-2-AR,28,2,DOC-INV-202203-900650-2-AR,INVOICE,439400,explicit control-account line
JDL-202203-900675-1-AP,29,1,DOC-SET-202203-900675-1-AP,SETTLEMENT,418040,explicit control-account line
JDL-202203-900700-2-AR,31,2,DOC-INV-202203-900700-2-AR,INVOICE,134390,explicit control-account line
JDL-202203-900662-2-AR,33,2,DOC-INV-202203-900662-2-AR,INVOICE,47780,explicit control-account line
JDL-202203-900694-2-AR,44,2,DOC-INV-202203-900694-2-AR,INVOICE,122100,explicit control-account line
JDL-202203-900688-2-AR,51,2,DOC-INV-202203-900688-2-AR,INVOICE,253800,explicit control-account line
