Month,Ledger_Account_Number,Ledger_Account_Name,Beginning_Balance,Debit_Amount,Credit_Amount,Ending_Balance,eTax_Category
2021-08,10E200140,Employee Welfare Expenses,1590938,681144,0,2272082,"Selling, General and Administrative Expenses"
2021-08,10E200150,Entertainment Expenses,1315846,396398,0,1712244,"Selling, General and Administrative Expenses"
2021-08,10E200180,Communication Expenses,4727650,1047161,0,5774811,"Selling, General and Administrative Expenses"
2021-08,10E200200,Supplies Expenses,1149343,562218,281109,1430452,"Selling, General and Administrative Expenses"
2021-08,10E200210,Taxes and Dues,135000,40000,0,175000,"Selling, General and Administrative Expenses"
2021-08,10E200220,Depreciation Expenses,0,0,0,0,"Selling, General and Administrative Expenses"
2021-08,10E200240,Insurance Expenses,1275280,318820,0,1594100,"Selling, General and Administrative Expenses"
2021-08,10E200370,Salaries and Allowances,21737607,5270379,0,27007986,"Selling, General and Administrative Expenses"
2021-08,10E200520,Temporary Wages,1272427,529470,0,1801897,"Selling, General and Administrative Expenses"
2021-08,10E200540,Statutory Welfare Expenses,3442539,710659,0,4153198,"Selling, General and Administrative Expenses"
2021-08,10E200600,Professional Fees,558840,139710,0,698550,"Selling, General and Administrative Expenses"
2021-08,10E200690,Service Fees,47089,12389,0,59478,"Selling, General and Administrative Expenses"
2021-08,10E200720,Rent Expenses,13766000,3449000,0,17215000,"Selling, General and Administrative Expenses"
2021-08,10E200730,Land and Building Rent,1175400,293850,0,1469250,"Selling, General and Administrative Expenses"
2021-08,10E200870,Freight Expenses,14566367,3579250,0,18145617,"Selling, General and Administrative Expenses"
2021-08,10E201000,Repairs and Maintenance,212250,17850,0,230100,"Selling, General and Administrative Expenses"
2021-08,10E201040,Utilities Expenses,2385139,536492,0,2921631,"Selling, General and Administrative Expenses"
2021-08,10E201110,Office Supplies Expenses,539210,136993,0,676203,"Selling, General and Administrative Expenses"
2021-08,10E201120,Vehicle Expenses,2273464,630353,0,2903817,"Selling, General and Administrative Expenses"
2021-08,10E201130,Meeting Expenses,130459,24995,0,155454,"Selling, General and Administrative Expenses"
2021-08,10E201140,Membership Fees,464000,116000,0,580000,"Selling, General and Administrative Expenses"
2021-08,10E201160,Books and Publications,99928,24982,0,124910,"Selling, General and Administrative Expenses"
2021-08,10E201230,Travel and Transportation Expenses,4176847,924504,0,5101351,"Selling, General and Administrative Expenses"
2021-08,10E201270,Miscellaneous Expenses,1923383,479848,0,2403231,"Selling, General and Administrative Expenses"
2021-08,10E300020,Interest Expense,539175,151259,0,690434,Non-operating Expenses
2021-08,10F100070,"Corporate, Inhabitant and Enterprise Taxes",0,0,0,0,Other
2021-09,10A100020,Ordinary Deposits,81593951,80361521,88781819,73173653,Current Assets
2021-09,10A100040,Allowance for Doubtful Accounts,1758018,0,0,1758018,Current Assets
2021-09,10A100060,Notes Receivable,61972614,30943498,15749339,77166773,Current Assets
2021-09,10A100090,Accounts Receivable,67626279,59925783,67626279,59925783,Current Assets
2021-09,10A100200,Electronically Recorded Monetary Claims,0,40000,0,40000,Current Assets
2021-09,10A100230,Securities,1271350,0,0,1271350,Current Assets
2021-09,10A100280,Merchandise,63013226,0,0,63013226,Current Assets
2021-09,10A100610,Short-term Loans Receivable,280000,0,40000,240000,Current Assets
2021-09,10A100800,Guarantee Deposits,1200000,0,0,1200000,Current Assets
2021-09,10A100850,Temporary Consumption Tax Paid,2762581,0,0,2762581,Current Assets
2021-09,10A210130,Structures,3280000,0,0,3280000,Tangible Fixed Assets
2021-09,10A210410,"Tools, Furniture and Fixtures",4779810,0,0,4779810,Tangible Fixed Assets
2021-09,10A220190,Telephone Subscription Rights,512000,0,0,512000,Intangible Fixed Assets
2021-09,10A230570,Insurance Reserve Deposits,2153000,125000,0,2278000,Investments and Other Assets
2021-09,10A230650,Security Deposits,3140000,0,0,3140000,Investments and Other Assets
2021-09,10B100030,Notes Payable,34056381,11291881,11501739,34266239,Current Liabilities
2021-09,10B100040,Accounts Payable,49711718,38263801,37187421,48635338,Current Liabilities
2021-09,10B100320,Provision for Bonuses,2346666,0,1173334,3520000,Current Liabilities
2021-09,10B100630,Accounts Payable Other,7181008,7181008,6788142,6788142,Current Liabilities
2021-09,10B100640,Accrued Corporate Taxes,0,0,0,0,Current Liabilities
2021-09,10B100660,Accrued Consumption Taxes,0,0,0,0,Current Liabilities
2021-09,10B100670,Accrued Enterprise Taxes,0,0,0,0,Current Liabilities
2021-09,10B100690,Deposits Received,4864281,1416832,1863616,5311065,Current Liabilities
2021-09,10B100790,Short-term Borrowings,4574500,653500,0,3921000,Current Liabilities
2021-09,10B100890,Temporary Consumption Tax Received,6540636,0,0,6540636,Current Liabilities
2021-09,10B200080,Long-term Borrowings,37343150,0,0,37343150,Non-current Liabilities
2021-09,10B200120,Provision for Retirement Benefits,18560000,0,0,18560000,Non-current Liabilities
2021-09,10B200130,Provision for Directors' Retirement Benefits,22000000,0,0,22000000,Non-current Liabilities
2021-09,10C110010,Capital Stock,10000000,0,0,10000000,Capital Stock
2021-09,10C120020,Capital Reserve,0,0,0,0,Capital Surplus
2021-09,10C130020,Legal Retained Earnings,7200000,0,0,7200000,Retained Earnings
2021-09,10C130360,General Reserve,4830000,0,0,4830000,Retained Earnings
2021-09,10C130370,Retained Earnings Brought Forward,82709171,0,0,82709171,Retained Earnings
2021-09,10D100100,Gross Sales,310492012,0,59925783,370417795,Net Sales
2021-09,10D100110,Sales Discounts and Returns,1267444,0,0,1267444,Net Sales
2021-09,10E100100,Beginning Merchandise Inventory,0,0,0,0,Cost of Sales
2021-09,10E100120,Purchase Discounts and Returns,733583,0,0,733583,Cost of Sales
2021-09,10E100130,Merchandise Purchases,186087499,37187421,0,223274920,Cost of Sales
2021-09,10E100140,Ending Merchandise Inventory,0,0,0,0,Cost of Sales
2021-09,10E200020,Sales Commissions,10858708,1917359,0,12776067,"Selling, General and Administrative Expenses"
2021-09,10E200050,Advertising Expenses,838200,191500,0,1029700,"Selling, General and Administrative Expenses"
2021-09,10E200090,Directors' Compensation,8600000,1720000,0,10320000,"Selling, General and Administrative Expenses"
2021-09,10E200130,Bonuses,4367666,1173334,0,5541000,"Selling, General and Administrative Expenses"
2021-09,10E200140,Employee Welfare Expenses,2272082,248789,0,2520871,"Selling, General and Administrative Expenses"
2021-09,10E200150,Entertainment Expenses,1712244,235789,0,1948033,"Selling, General and Administrative Expenses"
2021-09,10E200180,Communication Expenses,5774811,1015535,0,6790346,"Selling, General and Administrative Expenses"
2021-09,10E200200,Supplies Expenses,1430452,601956,300978,1731430,"Selling, General and Administrative Expenses"
2021-09,10E200210,Taxes and Dues,175000,2000,0,177000,"Selling, General and Administrative Expenses"
2021-09,10E200220,Depreciation Expenses,0,0,0,0,"Selling, General and Administrative Expenses"
2021-09,10E200240,Insurance Expenses,1594100,318820,0,1912920,"Selling, General and Administrative Expenses"
2021-09,10E200370,Salaries and Allowances,27007986,4815545,0,31823531,"Selling, General and Administrative Expenses"
2021-09,10E200520,Temporary Wages,1801897,356030,0,2157927,"Selling, General and Administrative Expenses"
2021-09,10E200540,Statutory Welfare Expenses,4153198,716516,0,4869714,"Selling, General and Administrative Expenses"
2021-09,10E200600,Professional Fees,698550,139710,0,838260,"Selling, General and Administrative Expenses"
2021-09,10E200690,Service Fees,59478,12284,0,71762,"Selling, General and Administrative Expenses"
2021-09,10E200720,Rent Expenses,17215000,3449000,0,20664000,"Selling, General and Administrative Expenses"
2021-09,10E200730,Land and Building Rent,1469250,0,0,1469250,"Selling, General and Administrative Expenses"
2021-09,10E200870,Freight Expenses,18145617,3528951,0,21674568,"Selling, General and Administrative Expenses"
2021-09,10E201000,Repairs and Maintenance,230100,17850,0,247950,"Selling, General and Administrative Expenses"
2021-09,10E201040,Utilities Expenses,2921631,573535,0,3495166,"Selling, General and Administrative Expenses"
2021-09,10E201110,Office Supplies Expenses,676203,115601,0,791804,"Selling, General and Administrative Expenses"
2021-09,10E201120,Vehicle Expenses,2903817,720273,0,3624090,"Selling, General and Administrative Expenses"
2021-09,10E201130,Meeting Expenses,155454,24995,0,180449,"Selling, General and Administrative Expenses"
2021-09,10E201140,Membership Fees,580000,116000,0,696000,"Selling, General and Administrative Expenses"
2021-09,10E201160,Books and Publications,124910,24982,0,149892,"Selling, General and Administrative Expenses"
2021-09,10E201230,Travel and Transportation Expenses,5101351,1001776,0,6103127,"Selling, General and Administrative Expenses"
2021-09,10E201270,Miscellaneous Expenses,2403231,477400,0,2880631,"Selling, General and Administrative Expenses"
2021-09,10E300020,Interest Expense,690434,32675,0,723109,Non-operating Expenses
2021-09,10F100070,"Corporate, Inhabitant and Enterprise Taxes",0,0,0,0,Other
2021-10,10A100020,Ordinary Deposits,73173653,107853373,93098970,87928056,Current Assets
2021-10,10A100040,Allowance for Doubtful Accounts,1758018,0,0,1758018,Current Assets
2021-10,10A100060,Notes Receivable,77166773,31600586,46905207,61862152,Current Assets
2021-10,10A100090,Accounts Receivable,59925783,61564282,59925783,61564282,Current Assets
2021-10,10A100200,Electronically Recorded Monetary Claims,40000,0,0,40000,Current Assets
2021-10,10A100230,Securities,1271350,0,0,1271350,Current Assets
2021-10,10A100280,Merchandise,63013226,0,0,63013226,Current Assets
2021-10,10A100610,Short-term Loans Receivable,240000,0,40000,200000,Current Assets
2021-10,10A100800,Guarantee Deposits,1200000,0,0,1200000,Current Assets
2021-10,10A100850,Temporary Consumption Tax Paid,2762581,0,0,2762581,Current Assets
2021-10,10A210130,Structures,3280000,0,0,3280000,Tangible Fixed Assets
2021-10,10A210410,"Tools, Furniture and Fixtures",4779810,0,0,4779810,Tangible Fixed Assets
2021-10,10A220190,Telephone Subscription Rights,512000,0,0,512000,Intangible Fixed Assets
2021-10,10A230570,Insurance Reserve Deposits,2278000,125000,0,2403000,Investments and Other Assets
2021-10,10A230650,Security Deposits,3140000,0,0,3140000,Investments and Other Assets
2021-10,10B100030,Notes Payable,34266239,10880762,11472073,34857550,Current Liabilities
2021-10,10B100040,Accounts Payable,48635338,37483187,38995768,50147919,Current Liabilities
2021-10,10B100320,Provision for Bonuses,3520000,0,1173334,4693334,Current Liabilities
2021-10,10B100630,Accounts Payable Other,6788142,6788142,7681594,7681594,Current Liabilities
2021-10,10B100640,Accrued Corporate Taxes,0,0,0,0,Current Liabilities
2021-10,10B100660,Accrued Consumption Taxes,0,0,0,0,Current Liabilities
2021-10,10B100670,Accrued Enterprise Taxes,0,0,0,0,Current Liabilities
2021-10,10B100690,Deposits Received,5311065,1395878,1945054,5860241,Current Liabilities
2021-10,10B100790,Short-term Borrowings,3921000,653500,0,3267500,Current Liabilities
2021-10,10B100890,Temporary Consumption Tax Received,6540636,0,0,6540636,Current Liabilities
2021-10,10B200080,Long-term Borrowings,37343150,0,0,37343150,Non-current Liabilities
2021-10,10B200120,Provision for Retirement Benefits,18560000,0,0,18560000,Non-current Liabilities
2021-10,10B200130,Provision for Directors' Retirement Benefits,22000000,0,0,22000000,Non-current Liabilities
2021-10,10C110010,Capital Stock,10000000,0,0,10000000,Capital Stock
2021-10,10C120020,Capital Reserve,0,0,0,0,Capital Surplus
2021-10,10C130020,Legal Retained Earnings,7200000,0,0,7200000,Retained Earnings
2021-10,10C130360,General Reserve,4830000,0,0,4830000,Retained Earnings
2021-10,10C130370,Retained Earnings Brought Forward,82709171,0,0,82709171,Retained Earnings
2021-10,10D100100,Gross Sales,370417795,0,61564282,431982077,Net Sales
2021-10,10D100110,Sales Discounts and Returns,1267444,0,0,1267444,Net Sales
2021-10,10E100100,Beginning Merchandise Inventory,0,0,0,0,Cost of Sales
2021-10,10E100120,Purchase Discounts and Returns,733583,0,0,733583,Cost of Sales
2021-10,10E100130,Merchandise Purchases,223274920,38995768,0,262270688,Cost of Sales
2021-10,10E100140,Ending Merchandise Inventory,0,0,0,0,Cost of Sales
2021-10,10E200020,Sales Commissions,12776067,2227000,0,15003067,"Selling, General and Administrative Expenses"
2021-10,10E200050,Advertising Expenses,1029700,191500,0,1221200,"Selling, General and Administrative Expenses"
2021-10,10E200090,Directors' Compensation,10320000,1720000,0,12040000,"Selling, General and Administrative Expenses"
2021-10,10E200130,Bonuses,5541000,1173334,0,6714334,"Selling, General and Administrative Expenses"
2021-10,10E200140,Employee Welfare Expenses,2520871,680660,0,3201531,"Selling, General and Administrative Expenses"
2021-10,10E200150,Entertainment Expenses,1948033,227874,0,2175907,"Selling, General and Administrative Expenses"
2021-10,10E200180,Communication Expenses,6790346,994350,0,7784696,"Selling, General and Administrative Expenses"
2021-10,10E200200,Supplies Expenses,1731430,490924,245462,1976892,"Selling, General and Administrative Expenses"
2021-10,10E200210,Taxes and Dues,177000,10000,0,187000,"Selling, General and Administrative Expenses"
2021-10,10E200220,Depreciation Expenses,0,0,0,0,"Selling, General and Administrative Expenses"
2021-10,10E200240,Insurance Expenses,1912920,318820,0,2231740,"Selling, General and Administrative Expenses"
2021-10,10E200370,Salaries and Allowances,31823531,5230473,0,37054004,"Selling, General and Administrative Expenses"
2021-10,10E200520,Temporary Wages,2157927,511380,0,2669307,"Selling, General and Administrative Expenses"
2021-10,10E200540,Statutory Welfare Expenses,4869714,721981,0,5591695,"Selling, General and Administrative Expenses"
2021-10,10E200600,Professional Fees,838260,139710,0,977970,"Selling, General and Administrative Expenses"
2021-10,10E200690,Service Fees,71762,12021,0,83783,"Selling, General and Administrative Expenses"
2021-10,10E200720,Rent Expenses,20664000,3449000,0,24113000,"Selling, General and Administrative Expenses"
2021-10,10E200730,Land and Building Rent,1469250,587700,0,2056950,"Selling, General and Administrative Expenses"
2021-10,10E200870,Freight Expenses,21674568,3809965,0,25484533,"Selling, General and Administrative Expenses"
2021-10,10E201000,Repairs and Maintenance,247950,35850,0,283800,"Selling, General and Administrative Expenses"
2021-10,10E201040,Utilities Expenses,3495166,570843,0,4066009,"Selling, General and Administrative Expenses"
2021-10,10E201110,Office Supplies Expenses,791804,107382,0,899186,"Selling, General and Administrative Expenses"
2021-10,10E201120,Vehicle Expenses,3624090,641028,0,4265118,"Selling, General and Administrative Expenses"
2021-10,10E201130,Meeting Expenses,180449,24995,0,205444,"Selling, General and Administrative Expenses"
2021-10,10E201140,Membership Fees,696000,116000,0,812000,"Selling, General and Administrative Expenses"
2021-10,10E201160,Books and Publications,149892,24982,0,174874,"Selling, General and Administrative Expenses"
2021-10,10E201230,Travel and Transportation Expenses,6103127,1059415,0,7162542,"Selling, General and Administrative Expenses"
2021-10,10E201270,Miscellaneous Expenses,2880631,474957,0,3355588,"Selling, General and Administrative Expenses"
2021-10,10E300020,Interest Expense,723109,154905,0,878014,Non-operating Expenses
2021-10,10F100070,"Corporate, Inhabitant and Enterprise Taxes",0,0,0,0,Other
2021-11,10A100020,Ordinary Deposits,87928056,85770287,98162563,75535780,Current Assets
2021-11,10A100040,Allowance for Doubtful Accounts,1758018,0,0,1758018,Current Assets
2021-11,10A100060,Notes Receivable,61862152,32111802,22359822,71614132,Current Assets
2021-11,10A100090,Accounts Receivable,61564282,70833354,61564282,70833354,Current Assets
2021-11,10A100200,Electronically Recorded Monetary Claims,40000,0,0,40000,Current Assets
2021-11,10A100230,Securities,1271350,0,0,1271350,Current Assets
2021-11,10A100280,Merchandise,63013226,0,0,63013226,Current Assets
2021-11,10A100610,Short-term Loans Receivable,200000,600000,40000,760000,Current Assets
2021-11,10A100800,Guarantee Deposits,1200000,0,0,1200000,Current Assets
2021-11,10A100850,Temporary Consumption Tax Paid,2762581,0,0,2762581,Current Assets
2021-11,10A210130,Structures,3280000,0,0,3280000,Tangible Fixed Assets
2021-11,10A210410,"Tools, Furniture and Fixtures",4779810,0,0,4779810,Tangible Fixed Assets
2021-11,10A220190,Telephone Subscription Rights,512000,0,0,512000,Intangible Fixed Assets
2021-11,10A230570,Insurance Reserve Deposits,2403000,125000,0,2528000,Investments and Other Assets
2021-11,10A230650,Security Deposits,3140000,0,0,3140000,Investments and Other Assets
2021-11,10B100030,Notes Payable,34857550,11730438,11811963,34939075,Current Liabilities
2021-11,10B100040,Accounts Payable,50147919,38562088,46735138,58320969,Current Liabilities
2021-11,10B100320,Provision for Bonuses,4693334,0,1173332,5866666,Current Liabilities
2021-11,10B100630,Accounts Payable Other,7681594,7681594,7644630,7644630,Current Liabilities
2021-11,10B100640,Accrued Corporate Taxes,0,0,0,0,Current Liabilities
2021-11,10B100660,Accrued Consumption Taxes,0,0,0,0,Current Liabilities
2021-11,10B100670,Accrued Enterprise Taxes,0,0,0,0,Current Liabilities
2021-11,10B100690,Deposits Received,5860241,2214708,1954908,5600441,Current Liabilities
2021-11,10B100790,Short-term Borrowings,3267500,653500,0,2614000,Current Liabilities
2021-11,10B100890,Temporary Consumption Tax Received,6540636,0,0,6540636,Current Liabilities
2021-11,10B200080,Long-term Borrowings,37343150,0,0,37343150,Non-current Liabilities
2021-11,10B200120,Provision for Retirement Benefits,18560000,0,0,18560000,Non-current Liabilities
2021-11,10B200130,Provision for Directors' Retirement Benefits,22000000,0,0,22000000,Non-current Liabilities
2021-11,10C110010,Capital Stock,10000000,0,0,10000000,Capital Stock
2021-11,10C120020,Capital Reserve,0,0,0,0,Capital Surplus
2021-11,10C130020,Legal Retained Earnings,7200000,0,0,7200000,Retained Earnings
2021-11,10C130360,General Reserve,4830000,0,0,4830000,Retained Earnings
2021-11,10C130370,Retained Earnings Brought Forward,82709171,0,0,82709171,Retained Earnings
2021-11,10D100100,Gross Sales,431982077,0,70833354,502815431,Net Sales
2021-11,10D100110,Sales Discounts and Returns,1267444,0,0,1267444,Net Sales
2021-11,10E100100,Beginning Merchandise Inventory,0,0,0,0,Cost of Sales
2021-11,10E100120,Purchase Discounts and Returns,733583,0,0,733583,Cost of Sales
2021-11,10E100130,Merchandise Purchases,262270688,46735138,0,309005826,Cost of Sales
2021-11,10E100140,Ending Merchandise Inventory,0,0,0,0,Cost of Sales
2021-11,10E200020,Sales Commissions,15003067,1841200,0,16844267,"Selling, General and Administrative Expenses"
2021-11,10E200050,Advertising Expenses,1221200,191500,0,1412700,"Selling, General and Administrative Expenses"
2021-11,10E200090,Directors' Compensation,12040000,1720000,0,13760000,"Selling, General and Administrative Expenses"
2021-11,10E200130,Bonuses,6714334,1173332,0,7887666,"Selling, General and Administrative Expenses"
2021-11,10E200140,Employee Welfare Expenses,3201531,251143,0,3452674,"Selling, General and Administrative Expenses"
2021-11,10E200150,Entertainment Expenses,2175907,339667,0,2515574,"Selling, General and Administrative Expenses"
2021-11,10E200180,Communication Expenses,7784696,993706,0,8778402,"Selling, General and Administrative Expenses"
2021-11,10E200200,Supplies Expenses,1976892,467964,233982,2210874,"Selling, General and Administrative Expenses"
2021-11,10E200210,Taxes and Dues,187000,0,0,187000,"Selling, General and Administrative Expenses"
2021-11,10E200220,Depreciation Expenses,0,0,0,0,"Selling, General and Administrative Expenses"
2021-11,10E200240,Insurance Expenses,2231740,318820,0,2550560,"Selling, General and Administrative Expenses"
2021-11,10E200370,Salaries and Allowances,37054004,5195344,0,42249348,"Selling, General and Administrative Expenses"
2021-11,10E200520,Temporary Wages,2669307,697190,0,3366497,"Selling, General and Administrative Expenses"
2021-11,10E200540,Statutory Welfare Expenses,5591695,653956,0,6245651,"Selling, General and Administrative Expenses"
2021-11,10E200600,Professional Fees,977970,139710,0,1117680,"Selling, General and Administrative Expenses"
2021-11,10E200690,Service Fees,83783,12126,0,95909,"Selling, General and Administrative Expenses"
2021-11,10E200720,Rent Expenses,24113000,3449000,0,27562000,"Selling, General and Administrative Expenses"
2021-11,10E200730,Land and Building Rent,2056950,293850,0,2350800,"Selling, General and Administrative Expenses"
2021-11,10E200870,Freight Expenses,25484533,4570408,0,30054941,"Selling, General and Administrative Expenses"
2021-11,10E201000,Repairs and Maintenance,283800,17850,0,301650,"Selling, General and Administrative Expenses"
2021-11,10E201040,Utilities Expenses,4066009,609480,0,4675489,"Selling, General and Administrative Expenses"
2021-11,10E201110,Office Supplies Expenses,899186,111684,0,1010870,"Selling, General and Administrative Expenses"
2021-11,10E201120,Vehicle Expenses,4265118,701800,0,4966918,"Selling, General and Administrative Expenses"
2021-11,10E201130,Meeting Expenses,205444,24995,0,230439,"Selling, General and Administrative Expenses"
2021-11,10E201140,Membership Fees,812000,116000,0,928000,"Selling, General and Administrative Expenses"
2021-11,10E201160,Books and Publications,174874,24982,0,199856,"Selling, General and Administrative Expenses"
2021-11,10E201230,Travel and Transportation Expenses,7162542,1004428,0,8166970,"Selling, General and Administrative Expenses"
2021-11,10E201270,Miscellaneous Expenses,3355588,482901,0,3838489,"Selling, General and Administrative Expenses"
2021-11,10E300020,Interest Expense,878014,93029,0,971043,Non-operating Expenses
2021-11,10F100070,"Corporate, Inhabitant and Enterprise Taxes",0,0,0,0,Other
2021-12,10A100020,Ordinary Deposits,75535780,106298256,112979485,68854551,Current Assets
2021-12,10A100040,Allowance for Doubtful Accounts,1758018,0,0,1758018,Current Assets
2021-12,10A100060,Notes Receivable,71614132,33887299,30394869,75106562,Current Assets
2021-12,10A100090,Accounts Receivable,70833354,126101792,70833354,126101792,Current Assets
2021-12,10A100200,Electronically Recorded Monetary Claims,40000,0,0,40000,Current Assets
2021-12,10A100230,Securities,1271350,0,0,1271350,Current Assets
2021-12,10A100280,Merchandise,63013226,0,0,63013226,Current Assets
2021-12,10A100610,Short-term Loans Receivable,760000,0,90000,670000,Current Assets
2021-12,10A100800,Guarantee Deposits,1200000,0,0,1200000,Current Assets
2021-12,10A100850,Temporary Consumption Tax Paid,2762581,0,0,2762581,Current Assets
2021-12,10A210130,Structures,3280000,0,0,3280000,Tangible Fixed Assets
2021-12,10A210410,"Tools, Furniture and Fixtures",4779810,0,0,4779810,Tangible Fixed Assets
2021-12,10A220190,Telephone Subscription Rights,512000,0,0,512000,Intangible Fixed Assets
2021-12,10A230570,Insurance Reserve Deposits,2528000,125000,0,2653000,Investments and Other Assets
2021-12,10A230650,Security Deposits,3140000,0,0,3140000,Investments and Other Assets
2021-12,10B100030,Notes Payable,34939075,11432405,13917656,37424326,Current Liabilities
2021-12,10B100040,Accounts Payable,58320969,44783337,66146929,79684561,Current Liabilities
2021-12,10B100320,Provision for Bonuses,5866666,7040000,1173334,0,Current Liabilities
2021-12,10B100630,Accounts Payable Other,7644630,7644630,12199043,12199043,Current Liabilities
2021-12,10B100640,Accrued Corporate Taxes,0,0,0,0,Current Liabilities
2021-12,10B100660,Accrued Consumption Taxes,0,0,0,0,Current Liabilities
2021-12,10B100670,Accrued Enterprise Taxes,0,0,0,0,Current Liabilities
2021-12,10B100690,Deposits Received,5600441,2221208,2985045,6364278,Current Liabilities
2021-12,10B100790,Short-term Borrowings,2614000,653500,0,1960500,Current Liabilities
2021-12,10B100890,Temporary Consumption Tax Received,6540636,0,0,6540636,Current Liabilities
2021-12,10B200080,Long-term Borrowings,37343150,0,0,37343150,Non-current Liabilities
2021-12,10B200120,Provision for Retirement Benefits,18560000,0,0,18560000,Non-current Liabilities
2021-12,10B200130,Provision for Directors' Retirement Benefits,22000000,0,0,22000000,Non-current Liabilities
2021-12,10C110010,Capital Stock,10000000,0,0,10000000,Capital Stock
2021-12,10C120020,Capital Reserve,0,0,0,0,Capital Surplus
2021-12,10C130020,Legal Retained Earnings,7200000,0,0,7200000,Retained Earnings
2021-12,10C130360,General Reserve,4830000,0,0,4830000,Retained Earnings
2021-12,10C130370,Retained Earnings Brought Forward,82709171,0,0,82709171,Retained Earnings
2021-12,10D100100,Gross Sales,502815431,0,126101792,628917223,Net Sales
2021-12,10D100110,Sales Discounts and Returns,1267444,0,0,1267444,Net Sales
2021-12,10E100100,Beginning Merchandise Inventory,0,0,0,0,Cost of Sales
2021-12,10E100120,Purchase Discounts and Returns,733583,0,0,733583,Cost of Sales
2021-12,10E100130,Merchandise Purchases,309005826,66146929,0,375152755,Cost of Sales
2021-12,10E100140,Ending Merchandise Inventory,0,0,0,0,Cost of Sales
2021-12,10E200020,Sales Commissions,16844267,3156000,0,20000267,"Selling, General and Administrative Expenses"
2021-12,10E200050,Advertising Expenses,1412700,191500,0,1604200,"Selling, General and Administrative Expenses"
2021-12,10E200090,Directors' Compensation,13760000,1720000,0,15480000,"Selling, General and Administrative Expenses"
2021-12,10E200130,Bonuses,7887666,1173334,0,9061000,"Selling, General and Administrative Expenses"
2021-12,10E200140,Employee Welfare Expenses,3452674,847793,0,4300467,"Selling, General and Administrative Expenses"
2021-12,10E200150,Entertainment Expenses,2515574,735269,0,3250843,"Selling, General and Administrative Expenses"
2021-12,10E200180,Communication Expenses,8778402,1151250,0,9929652,"Selling, General and Administrative Expenses"
2021-12,10E200200,Supplies Expenses,2210874,457802,228901,2439775,"Selling, General and Administrative Expenses"
2021-12,10E200210,Taxes and Dues,187000,52000,0,239000,"Selling, General and Administrative Expenses"
2021-12,10E200220,Depreciation Expenses,0,0,0,0,"Selling, General and Administrative Expenses"
2021-12,10E200240,Insurance Expenses,2550560,318820,0,2869380,"Selling, General and Administrative Expenses"
2021-12,10E200370,Salaries and Allowances,42249348,4809624,0,47058972,"Selling, General and Administrative Expenses"
2021-12,10E200520,Temporary Wages,3366497,423840,0,3790337,"Selling, General and Administrative Expenses"
2021-12,10E200540,Statutory Welfare Expenses,6245651,763311,0,7008962,"Selling, General and Administrative Expenses"
2021-12,10E200600,Professional Fees,1117680,139710,0,1257390,"Selling, General and Administrative Expenses"
2021-12,10E200690,Service Fees,95909,12021,0,107930,"Selling, General and Administrative Expenses"
2021-12,10E200720,Rent Expenses,27562000,3449000,0,31011000,"Selling, General and Administrative Expenses"
2021-12,10E200730,Land and Building Rent,2350800,0,0,2350800,"Selling, General and Administrative Expenses"
2021-12,10E200870,Freight Expenses,30054941,7311266,0,37366207,"Selling, General and Administrative Expenses"
2021-12,10E201000,Repairs and Maintenance,301650,0,0,301650,"Selling, General and Administrative Expenses"
2021-12,10E201040,Utilities Expenses,4675489,738448,0,5413937,"Selling, General and Administrative Expenses"
2021-12,10E201110,Office Supplies Expenses,1010870,136561,0,1147431,"Selling, General and Administrative Expenses"
2021-12,10E201120,Vehicle Expenses,4966918,650134,0,5617052,"Selling, General and Administrative Expenses"
2021-12,10E201130,Meeting Expenses,230439,24995,0,255434,"Selling, General and Administrative Expenses"
2021-12,10E201140,Membership Fees,928000,116000,0,1044000,"Selling, General and Administrative Expenses"
2021-12,10E201160,Books and Publications,199856,24982,0,224838,"Selling, General and Administrative Expenses"
2021-12,10E201230,Travel and Transportation Expenses,8166970,1729153,0,9896123,"Selling, General and Administrative Expenses"
2021-12,10E201270,Miscellaneous Expenses,3838489,504197,0,4342686,"Selling, General and Administrative Expenses"
2021-12,10E300020,Interest Expense,971043,79042,0,1050085,Non-operating Expenses
2021-12,10F100070,"Corporate, Inhabitant and Enterprise Taxes",0,0,0,0,Other
2022-01,10A100020,Ordinary Deposits,68854551,133157380,108648648,93363283,Current Assets
2022-01,10A100040,Allowance for Doubtful Accounts,1758018,0,0,1758018,Current Assets
2022-01,10A100060,Notes Receivable,75106562,57018235,32841021,99283776,Current Assets
2022-01,10A100090,Accounts Receivable,126101792,91476616,126101792,91476616,Current Assets
2022-01,10A100200,Electronically Recorded Monetary Claims,40000,0,0,40000,Current Assets
2022-01,10A100230,Securities,1271350,0,0,1271350,Current Assets
2022-01,10A100280,Merchandise,63013226,0,0,63013226,Current Assets
2022-01,10A100610,Short-term Loans Receivable,670000,0,90000,580000,Current Assets
2022-01,10A100800,Guarantee Deposits,1200000,0,0,1200000,Current Assets
2022-01,10A100850,Temporary Consumption Tax Paid,2762581,0,0,2762581,Current Assets
2022-01,10A210130,Structures,3280000,0,0,3280000,Tangible Fixed Assets
2022-01,10A210410,"Tools, Furniture and Fixtures",4779810,0,0,4779810,Tangible Fixed Assets
2022-01,10A220190,Telephone Subscription Rights,512000,0,0,512000,Intangible Fixed Assets
