Transaction_ID,Line_ID,Entry_ID,Ledger_Side,Transaction_Date,Description,Ledger_Account_Number,Ledger_Account_Name,Subaccount_Code,Subaccount_Name,Department_Code,Department_Name,Debit_Amount,Credit_Amount,Counterpart_Account_Number,Counterpart_Account_Name,Counterpart_Subaccount_Code,Counterpart_Subaccount_Name,Counterpart_Department_Code,Counterpart_Department_Name,Balance,Source_Row,Entry_Key,Occurrence,Semantic_Path,Month
27,2,900361,Debit,2021-10-15,Synthetic demo multi-vendor settlement 900361,2100,Demo Accrued Payables,V005,Demo Vendor Orchid,D01,Demo Sales,114960,0,,,,,,,3772350,688,"[""20211015"",""900361""]",688-D,cor:monetaryAmount,2021-10
27,3,900361,Credit,2021-10-15,Synthetic demo multi-vendor settlement 900361,1110,Demo North Current Deposit,B002,North Demo Bank,D01,Demo Sales,0,67840,,,,,,,8668140,689,"[""20211015"",""900361""]",689-C,cor:monetaryAmount,2021-10
27,4,900361,Credit,2021-10-15,Synthetic demo multi-vendor settlement 900361,1120,Demo Harbor Ordinary Deposit,B003,Harbor Demo Bank,D01,Demo Sales,0,120610,,,,,,,7348860,690,"[""20211015"",""900361""]",690-C,cor:monetaryAmount,2021-10
28,1,900386,Debit,2021-10-15,Synthetic demo mixed sales and receipt 900386,1120,Demo Harbor Ordinary Deposit,B003,Harbor Demo Bank,D01,Demo Sales,186290,0,,,,,,,7535150,691,"[""20211015"",""900386""]",691-D,cor:monetaryAmount,2021-10
28,2,900386,Debit,2021-10-15,Synthetic demo mixed sales and receipt 900386,1200,Demo Accounts Receivable,C001,Demo Customer Aurora,D01,Demo Sales,279450,0,,,,,,,18329500,692,"[""20211015"",""900386""]",692-D,cor:monetaryAmount,2021-10
28,3,900386,Credit,2021-10-15,Synthetic demo mixed sales and receipt 900386,4000,Demo Product Sales,C008,Demo Customer Halo,D01,Demo Sales,0,339990,,,,,,,15300470,693,"[""20211015"",""900386""]",693-C,cor:monetaryAmount,2021-10
28,4,900386,Credit,2021-10-15,Synthetic demo mixed sales and receipt 900386,4010,Demo Service Revenue,C009,Demo Customer Indigo,D01,Demo Sales,0,125750,,,,,,,14873440,694,"[""20211015"",""900386""]",694-C,cor:monetaryAmount,2021-10
29,1,900397,Credit,2021-10-15,Synthetic demo vendor settlement 900397,1110,Demo North Current Deposit,B002,North Demo Bank,D04,Demo Logistics,0,169710,2000,Demo Accounts Payable,,,,,8498430,695,"[""20211015"",""900397""]",695-C,cor:monetaryAmount,2021-10
29,2,900397,Debit,2021-10-15,Synthetic demo vendor settlement 900397,2000,Demo Accounts Payable,V001,Demo Vendor Keystone,D04,Demo Logistics,169710,0,1110,Demo North Current Deposit,,,,,2713620,695,"[""20211015"",""900397""]",695-D,cor:monetaryAmount,2021-10
30,1,900363,Credit,2021-10-16,Synthetic demo customer receipt 900363,1200,Demo Accounts Receivable,C001,Demo Customer Aurora,D01,Demo Sales,0,261390,1100,Demo Central Ordinary Deposit,,,,,18068110,696,"[""20211016"",""900363""]",696-C,cor:monetaryAmount,2021-10
30,2,900363,Debit,2021-10-16,Synthetic demo customer receipt 900363,1100,Demo Central Ordinary Deposit,B001,Demo Central Bank,D01,Demo Sales,261390,0,1200,Demo Accounts Receivable,,,,,6452410,696,"[""20211016"",""900363""]",696-D,cor:monetaryAmount,2021-10
31,1,900389,Credit,2021-10-16,Synthetic demo prepaid service 900389,1120,Demo Harbor Ordinary Deposit,B003,Harbor Demo Bank,D05,Demo Digital Services,0,143090,1400,Demo Prepaid Expenses,,,,,7392060,697,"[""20211016"",""900389""]",697-C,cor:monetaryAmount,2021-10
31,2,900389,Debit,2021-10-16,Synthetic demo prepaid service 900389,1400,Demo Prepaid Expenses,S006,Demo Insurance Services,D05,Demo Digital Services,143090,0,1120,Demo Harbor Ordinary Deposit,,,,,3821210,697,"[""20211016"",""900389""]",697-D,cor:monetaryAmount,2021-10
32,1,900391,Credit,2021-10-16,Synthetic demo credit sale 900391,4010,Demo Service Revenue,C004,Demo Customer Dawn,D01,Demo Sales,0,100730,1200,Demo Accounts Receivable,,,,,14974170,698,"[""20211016"",""900391""]",698-C,cor:monetaryAmount,2021-10
32,2,900391,Debit,2021-10-16,Synthetic demo credit sale 900391,1200,Demo Accounts Receivable,C001,Demo Customer Aurora,D01,Demo Sales,100730,0,4010,Demo Service Revenue,,,,,18168840,698,"[""20211016"",""900391""]",698-D,cor:monetaryAmount,2021-10
33,1,900404,Credit,2021-10-17,Synthetic demo customer receipt 900404,1200,Demo Accounts Receivable,C001,Demo Customer Aurora,D01,Demo Sales,0,358490,1120,Demo Harbor Ordinary Deposit,,,,,17810350,699,"[""20211017"",""900404""]",699-C,cor:monetaryAmount,2021-10
33,2,900404,Debit,2021-10-17,Synthetic demo customer receipt 900404,1120,Demo Harbor Ordinary Deposit,B003,Harbor Demo Bank,D01,Demo Sales,358490,0,1200,Demo Accounts Receivable,,,,,7750550,699,"[""20211017"",""900404""]",699-D,cor:monetaryAmount,2021-10
34,1,900378,Credit,2021-10-18,Synthetic demo operating expense 900378,1100,Demo Central Ordinary Deposit,B001,Demo Central Bank,D02,Demo Administration,0,167040,6020,Demo Office Rent,,,,,6285370,700,"[""20211018"",""900378""]",700-C,cor:monetaryAmount,2021-10
34,2,900378,Debit,2021-10-18,Synthetic demo operating expense 900378,6020,Demo Office Rent,V001,Demo Vendor Keystone,D02,Demo Administration,167040,0,1100,Demo Central Ordinary Deposit,,,,,374850,700,"[""20211018"",""900378""]",700-D,cor:monetaryAmount,2021-10
35,1,900402,Credit,2021-10-19,Synthetic demo credit sale 900402,4000,Demo Product Sales,C007,Demo Customer Grove,D01,Demo Sales,0,71050,1200,Demo Accounts Receivable,,,,,15371520,701,"[""20211019"",""900402""]",701-C,cor:monetaryAmount,2021-10
35,2,900402,Debit,2021-10-19,Synthetic demo credit sale 900402,1200,Demo Accounts Receivable,C001,Demo Customer Aurora,D01,Demo Sales,71050,0,4000,Demo Product Sales,,,,,17881400,701,"[""20211019"",""900402""]",701-D,cor:monetaryAmount,2021-10
36,1,900359,Credit,2021-10-20,Synthetic demo prepaid service 900359,1120,Demo Harbor Ordinary Deposit,B003,Harbor Demo Bank,D05,Demo Digital Services,0,170010,1400,Demo Prepaid Expenses,,,,,7580540,702,"[""20211020"",""900359""]",702-C,cor:monetaryAmount,2021-10
36,2,900359,Debit,2021-10-20,Synthetic demo prepaid service 900359,1400,Demo Prepaid Expenses,S006,Demo Insurance Services,D05,Demo Digital Services,170010,0,1120,Demo Harbor Ordinary Deposit,,,,,3991220,702,"[""20211020"",""900359""]",702-D,cor:monetaryAmount,2021-10
37,1,900375,Credit,2021-10-20,Synthetic demo purchase on account 900375,2000,Demo Accounts Payable,V001,Demo Vendor Keystone,D04,Demo Logistics,0,113680,5000,Demo Purchases,,,,,2827300,703,"[""20211020"",""900375""]",703-C,cor:monetaryAmount,2021-10
37,2,900375,Debit,2021-10-20,Synthetic demo purchase on account 900375,5000,Demo Purchases,V006,Demo Vendor Prairie,D04,Demo Logistics,113680,0,2000,Demo Accounts Payable,,,,,2610760,703,"[""20211020"",""900375""]",703-D,cor:monetaryAmount,2021-10
38,1,900384,Credit,2021-10-21,Synthetic demo customer receipt 900384,1200,Demo Accounts Receivable,C001,Demo Customer Aurora,D01,Demo Sales,0,188430,1100,Demo Central Ordinary Deposit,,,,,17692970,704,"[""20211021"",""900384""]",704-C,cor:monetaryAmount,2021-10
38,2,900384,Debit,2021-10-21,Synthetic demo customer receipt 900384,1100,Demo Central Ordinary Deposit,B001,Demo Central Bank,D01,Demo Sales,188430,0,1200,Demo Accounts Receivable,,,,,6473800,704,"[""20211021"",""900384""]",704-D,cor:monetaryAmount,2021-10
39,1,900409,Credit,2021-10-21,Synthetic demo prepaid service 900409,1110,Demo North Current Deposit,B002,North Demo Bank,D05,Demo Digital Services,0,170990,1400,Demo Prepaid Expenses,,,,,8327440,705,"[""20211021"",""900409""]",705-C,cor:monetaryAmount,2021-10
39,2,900409,Debit,2021-10-21,Synthetic demo prepaid service 900409,1400,Demo Prepaid Expenses,S002,Demo Energy Services,D05,Demo Digital Services,170990,0,1110,Demo North Current Deposit,,,,,4162210,705,"[""20211021"",""900409""]",705-D,cor:monetaryAmount,2021-10
40,1,900357,Credit,2021-10-22,Synthetic demo vendor settlement 900357,1100,Demo Central Ordinary Deposit,B001,Demo Central Bank,D04,Demo Logistics,0,344900,2000,Demo Accounts Payable,,,,,6128900,706,"[""20211022"",""900357""]",706-C,cor:monetaryAmount,2021-10
40,2,900357,Debit,2021-10-22,Synthetic demo vendor settlement 900357,2000,Demo Accounts Payable,V001,Demo Vendor Keystone,D04,Demo Logistics,344900,0,1100,Demo Central Ordinary Deposit,,,,,2482400,706,"[""20211022"",""900357""]",706-D,cor:monetaryAmount,2021-10
41,1,900362,Credit,2021-10-23,Synthetic demo credit sale 900362,4020,Demo Other Operating Revenue,C007,Demo Customer Grove,D01,Demo Sales,0,149380,1200,Demo Accounts Receivable,,,,,7440160,707,"[""20211023"",""900362""]",707-C,cor:monetaryAmount,2021-10
41,2,900362,Debit,2021-10-23,Synthetic demo credit sale 900362,1200,Demo Accounts Receivable,C001,Demo Customer Aurora,D01,Demo Sales,149380,0,4020,Demo Other Operating Revenue,,,,,17842350,707,"[""20211023"",""900362""]",707-D,cor:monetaryAmount,2021-10
42,1,900366,Credit,2021-10-23,Synthetic demo purchase on account 900366,2000,Demo Accounts Payable,V001,Demo Vendor Keystone,D04,Demo Logistics,0,222290,5000,Demo Purchases,,,,,2704690,708,"[""20211023"",""900366""]",708-C,cor:monetaryAmount,2021-10
42,2,900366,Debit,2021-10-23,Synthetic demo purchase on account 900366,5000,Demo Purchases,V001,Demo Vendor Keystone,D04,Demo Logistics,222290,0,2000,Demo Accounts Payable,,,,,2833050,708,"[""20211023"",""900366""]",708-D,cor:monetaryAmount,2021-10
43,1,900373,Debit,2021-10-23,Synthetic demo multi-vendor settlement 900373,2000,Demo Accounts Payable,V001,Demo Vendor Keystone,D01,Demo Sales,420400,0,,,,,,,2284290,709,"[""20211023"",""900373""]",709-D,cor:monetaryAmount,2021-10
43,2,900373,Debit,2021-10-23,Synthetic demo multi-vendor settlement 900373,2100,Demo Accrued Payables,V007,Demo Vendor Quartz,D01,Demo Sales,304440,0,,,,,,,3467910,710,"[""20211023"",""900373""]",710-D,cor:monetaryAmount,2021-10
43,3,900373,Credit,2021-10-23,Synthetic demo multi-vendor settlement 900373,1110,Demo North Current Deposit,B002,North Demo Bank,D01,Demo Sales,0,181210,,,,,,,8146230,711,"[""20211023"",""900373""]",711-C,cor:monetaryAmount,2021-10
43,4,900373,Credit,2021-10-23,Synthetic demo multi-vendor settlement 900373,1120,Demo Harbor Ordinary Deposit,B003,Harbor Demo Bank,D01,Demo Sales,0,543630,,,,,,,7036910,712,"[""20211023"",""900373""]",712-C,cor:monetaryAmount,2021-10
44,1,900379,Credit,2021-10-23,Synthetic demo prepaid service 900379,1110,Demo North Current Deposit,B002,North Demo Bank,D05,Demo Digital Services,0,193830,1400,Demo Prepaid Expenses,,,,,7952400,713,"[""20211023"",""900379""]",713-C,cor:monetaryAmount,2021-10
44,2,900379,Debit,2021-10-23,Synthetic demo prepaid service 900379,1400,Demo Prepaid Expenses,S002,Demo Energy Services,D05,Demo Digital Services,193830,0,1110,Demo North Current Deposit,,,,,4356040,713,"[""20211023"",""900379""]",713-D,cor:monetaryAmount,2021-10
45,1,900358,Credit,2021-10-24,Synthetic demo operating cost bundle 900358,1110,Demo North Current Deposit,B002,North Demo Bank,D03,Demo Operations,0,612420,,,,,,,7339980,714,"[""20211024"",""900358""]",714-C,cor:monetaryAmount,2021-10
45,2,900358,Debit,2021-10-24,Synthetic demo operating cost bundle 900358,6030,Demo Utilities,S002,Demo Energy Services,D03,Demo Operations,226590,0,1110,Demo North Current Deposit,,,,,3851880,714,"[""20211024"",""900358""]",714-D,cor:monetaryAmount,2021-10
45,3,900358,Debit,2021-10-24,Synthetic demo operating cost bundle 900358,6040,Demo Communication,S003,Demo Network Services,D03,Demo Operations,251090,0,1110,Demo North Current Deposit,,,,,2444500,715,"[""20211024"",""900358""]",715-D,cor:monetaryAmount,2021-10
45,4,900358,Debit,2021-10-24,Synthetic demo operating cost bundle 900358,6060,Demo Office Supplies,V009,Demo Vendor Summit,D03,Demo Operations,134740,0,1110,Demo North Current Deposit,,,,,3784570,716,"[""20211024"",""900358""]",716-D,cor:monetaryAmount,2021-10
46,1,900405,Debit,2021-10-25,Synthetic demo multi-vendor settlement 900405,2000,Demo Accounts Payable,V001,Demo Vendor Keystone,D01,Demo Sales,202880,0,,,,,,,2081410,717,"[""20211025"",""900405""]",717-D,cor:monetaryAmount,2021-10
46,2,900405,Debit,2021-10-25,Synthetic demo multi-vendor settlement 900405,2100,Demo Accrued Payables,V009,Demo Vendor Summit,D01,Demo Sales,41560,0,,,,,,,3426350,718,"[""20211025"",""900405""]",718-D,cor:monetaryAmount,2021-10
46,3,900405,Credit,2021-10-25,Synthetic demo multi-vendor settlement 900405,1100,Demo Central Ordinary Deposit,B001,Demo Central Bank,D01,Demo Sales,0,83100,,,,,,,6045800,719,"[""20211025"",""900405""]",719-C,cor:monetaryAmount,2021-10
46,4,900405,Credit,2021-10-25,Synthetic demo multi-vendor settlement 900405,1110,Demo North Current Deposit,B002,North Demo Bank,D01,Demo Sales,0,161340,,,,,,,7178640,720,"[""20211025"",""900405""]",720-C,cor:monetaryAmount,2021-10
47,1,900369,Credit,2021-10-26,Synthetic demo prepaid service 900369,1100,Demo Central Ordinary Deposit,B001,Demo Central Bank,D05,Demo Digital Services,0,165310,1400,Demo Prepaid Expenses,,,,,5880490,721,"[""20211026"",""900369""]",721-C,cor:monetaryAmount,2021-10
47,2,900369,Debit,2021-10-26,Synthetic demo prepaid service 900369,1400,Demo Prepaid Expenses,S004,Demo Logistics Services,D05,Demo Digital Services,165310,0,1100,Demo Central Ordinary Deposit,,,,,4521350,721,"[""20211026"",""900369""]",721-D,cor:monetaryAmount,2021-10
48,1,900374,Credit,2021-10-26,Synthetic demo customer receipt 900374,1200,Demo Accounts Receivable,C001,Demo Customer Aurora,D01,Demo Sales,0,453950,1120,Demo Harbor Ordinary Deposit,,,,,17388400,722,"[""20211026"",""900374""]",722-C,cor:monetaryAmount,2021-10
48,2,900374,Debit,2021-10-26,Synthetic demo customer receipt 900374,1120,Demo Harbor Ordinary Deposit,B003,Harbor Demo Bank,D01,Demo Sales,453950,0,1200,Demo Accounts Receivable,,,,,7490860,722,"[""20211026"",""900374""]",722-D,cor:monetaryAmount,2021-10
49,1,900365,Credit,2021-10-27,Synthetic demo purchase on account 900365,2000,Demo Accounts Payable,V001,Demo Vendor Keystone,D04,Demo Logistics,0,249130,5020,Demo Inventory Adjustment,,,,,2330540,723,"[""20211027"",""900365""]",723-C,cor:monetaryAmount,2021-10
49,2,900365,Debit,2021-10-27,Synthetic demo purchase on account 900365,5020,Demo Inventory Adjustment,V006,Demo Vendor Prairie,D04,Demo Logistics,249130,0,2000,Demo Accounts Payable,,,,,4283880,723,"[""20211027"",""900365""]",723-D,cor:monetaryAmount,2021-10
50,1,900370,Credit,2021-10-28,Synthetic demo credit sale 900370,4010,Demo Service Revenue,C001,Demo Customer Aurora,D01,Demo Sales,0,376100,1200,Demo Accounts Receivable,,,,,15350270,724,"[""20211028"",""900370""]",724-C,cor:monetaryAmount,2021-10
50,2,900370,Debit,2021-10-28,Synthetic demo credit sale 900370,1200,Demo Accounts Receivable,C001,Demo Customer Aurora,D01,Demo Sales,376100,0,4010,Demo Service Revenue,,,,,17764500,724,"[""20211028"",""900370""]",724-D,cor:monetaryAmount,2021-10
51,1,900371,Credit,2021-10-28,Synthetic demo financing settlement 900371,1120,Demo Harbor Ordinary Deposit,B003,Harbor Demo Bank,D06,Demo Management,0,344680,,,,,,,7146180,725,"[""20211028"",""900371""]",725-C,cor:monetaryAmount,2021-10
51,2,900371,Debit,2021-10-28,Synthetic demo financing settlement 900371,2200,Demo Short-term Loans,,,D06,Demo Management,186120,0,1120,Demo Harbor Ordinary Deposit,,,,,3307940,725,"[""20211028"",""900371""]",725-D,cor:monetaryAmount,2021-10
51,3,900371,Debit,2021-10-28,Synthetic demo financing settlement 900371,6070,Demo Bank Fees,B003,Harbor Demo Bank,D06,Demo Management,86170,0,1120,Demo Harbor Ordinary Deposit,,,,,1906680,726,"[""20211028"",""900371""]",726-D,cor:monetaryAmount,2021-10
51,4,900371,Debit,2021-10-28,Synthetic demo financing settlement 900371,7000,Demo Taxes and Dues,,,D06,Demo Management,72390,0,1120,Demo Harbor Ordinary Deposit,,,,,4241190,727,"[""20211028"",""900371""]",727-D,cor:monetaryAmount,2021-10
52,1,900376,Credit,2021-10-28,Synthetic demo purchase on account 900376,2000,Demo Accounts Payable,V001,Demo Vendor Keystone,D04,Demo Logistics,0,184540,5010,Demo Freight-in,,,,,2515080,728,"[""20211028"",""900376""]",728-C,cor:monetaryAmount,2021-10
52,2,900376,Debit,2021-10-28,Synthetic demo purchase on account 900376,5010,Demo Freight-in,V001,Demo Vendor Keystone,D04,Demo Logistics,184540,0,2000,Demo Accounts Payable,,,,,4308770,728,"[""20211028"",""900376""]",728-D,cor:monetaryAmount,2021-10
53,1,900410,Credit,2021-10-28,Synthetic demo credit sale 900410,4020,Demo Other Operating Revenue,C001,Demo Customer Aurora,D01,Demo Sales,0,256830,1200,Demo Accounts Receivable,,,,,7696990,729,"[""20211028"",""900410""]",729-C,cor:monetaryAmount,2021-10
53,2,900410,Debit,2021-10-28,Synthetic demo credit sale 900410,1200,Demo Accounts Receivable,C001,Demo Customer Aurora,D01,Demo Sales,256830,0,4020,Demo Other Operating Revenue,,,,,18021330,729,"[""20211028"",""900410""]",729-D,cor:monetaryAmount,2021-10
54,1,900355,Debit,2021-10-31,Synthetic demo multi-vendor settlement 900355,2000,Demo Accounts Payable,V001,Demo Vendor Keystone,D01,Demo Sales,326130,0,,,,,,,2188950,730,"[""20211031"",""900355""]",730-D,cor:monetaryAmount,2021-10
54,2,900355,Debit,2021-10-31,Synthetic demo multi-vendor settlement 900355,2100,Demo Accrued Payables,V009,Demo Vendor Summit,D01,Demo Sales,339450,0,,,,,,,3086900,731,"[""20211031"",""900355""]",731-D,cor:monetaryAmount,2021-10
54,3,900355,Credit,2021-10-31,Synthetic demo multi-vendor settlement 900355,1110,Demo North Current Deposit,B002,North Demo Bank,D01,Demo Sales,0,372720,,,,,,,6805920,732,"[""20211031"",""900355""]",732-C,cor:monetaryAmount,2021-10
54,4,900355,Credit,2021-10-31,Synthetic demo multi-vendor settlement 900355,1120,Demo Harbor Ordinary Deposit,B003,Harbor Demo Bank,D01,Demo Sales,0,292860,,,,,,,6853320,733,"[""20211031"",""900355""]",733-C,cor:monetaryAmount,2021-10
55,1,900387,Credit,2021-10-31,Synthetic demo vendor settlement 900387,1100,Demo Central Ordinary Deposit,B001,Demo Central Bank,D04,Demo Logistics,0,82330,2000,Demo Accounts Payable,,,,,5798160,734,"[""20211031"",""900387""]",734-C,cor:monetaryAmount,2021-10
55,2,900387,Debit,2021-10-31,Synthetic demo vendor settlement 900387,2000,Demo Accounts Payable,V001,Demo Vendor Keystone,D04,Demo Logistics,82330,0,1100,Demo Central Ordinary Deposit,,,,,2106620,734,"[""20211031"",""900387""]",734-D,cor:monetaryAmount,2021-10
56,1,900390,Credit,2021-10-31,Synthetic demo monthly payroll bundle 900390,1100,Demo Central Ordinary Deposit,B001,Demo Central Bank,D02,Demo Administration,0,406750,,,,,,,5391410,735,"[""20211031"",""900390""]",735-C,cor:monetaryAmount,2021-10
56,2,900390,Debit,2021-10-31,Synthetic demo monthly payroll bundle 900390,6000,Demo Salaries,,,D02,Demo Administration,178970,0,1100,Demo Central Ordinary Deposit,,,,,4159540,735,"[""20211031"",""900390""]",735-D,cor:monetaryAmount,2021-10
56,3,900390,Debit,2021-10-31,Synthetic demo monthly payroll bundle 900390,6010,Demo Statutory Welfare,,,D02,Demo Administration,28470,0,1100,Demo Central Ordinary Deposit,,,,,2061210,736,"[""20211031"",""900390""]",736-D,cor:monetaryAmount,2021-10
56,4,900390,Debit,2021-10-31,Synthetic demo monthly payroll bundle 900390,2110,Demo Payroll Withholding,,,D02,Demo Administration,199310,0,1100,Demo Central Ordinary Deposit,,,,,2020400,737,"[""20211031"",""900390""]",737-D,cor:monetaryAmount,2021-10
57,1,900393,Credit,2021-10-31,Synthetic demo customer receipt 900393,1200,Demo Accounts Receivable,C001,Demo Customer Aurora,D01,Demo Sales,0,423760,1100,Demo Central Ordinary Deposit,,,,,17597570,738,"[""20211031"",""900393""]",738-C,cor:monetaryAmount,2021-10
57,2,900393,Debit,2021-10-31,Synthetic demo customer receipt 900393,1100,Demo Central Ordinary Deposit,B001,Demo Central Bank,D01,Demo Sales,423760,0,1200,Demo Accounts Receivable,,,,,5815170,738,"[""20211031"",""900393""]",738-D,cor:monetaryAmount,2021-10
58,1,900403,Credit,2021-10-31,Synthetic demo customer receipt 900403,1200,Demo Accounts Receivable,C001,Demo Customer Aurora,D01,Demo Sales,0,268760,1110,Demo North Current Deposit,,,,,17328810,739,"[""20211031"",""900403""]",739-C,cor:monetaryAmount,2021-10
58,2,900403,Debit,2021-10-31,Synthetic demo customer receipt 900403,1110,Demo North Current Deposit,B002,North Demo Bank,D01,Demo Sales,268760,0,1200,Demo Accounts Receivable,,,,,7074680,739,"[""20211031"",""900403""]",739-D,cor:monetaryAmount,2021-10
